Создан как новый массив данных;Образец 010 полученный BalashovM Дата пятница, апреля 21 2023
cm-1;A
3155,00;0,0258
3154,00;0,0258
3153,00;0,0259
3152,00;0,0259
3151,00;0,0259
3150,00;0,0260
3149,00;0,0259
3148,00;0,0259
3147,00;0,0259
3146,00;0,0259
3145,00;0,0259
3144,00;0,0259
3143,00;0,0260
3142,00;0,0260
3141,00;0,0260
3140,00;0,0259
3139,00;0,0259
3138,00;0,0259
3137,00;0,0259
3136,00;0,0260
3135,00;0,0260
3134,00;0,0260
3133,00;0,0260
3132,00;0,0260
3131,00;0,0260
3130,00;0,0260
3129,00;0,0261
3128,00;0,0261
3127,00;0,0261
3126,00;0,0261
3125,00;0,0261
3124,00;0,0261
3123,00;0,0260
3122,00;0,0260
3121,00;0,0260
3120,00;0,0260
3119,00;0,0260
3118,00;0,0259
3117,00;0,0259
3116,00;0,0259
3115,00;0,0260
3114,00;0,0260
3113,00;0,0261
3112,00;0,0261
3111,00;0,0261
3110,00;0,0261
3109,00;0,0261
3108,00;0,0262
3107,00;0,0262
3106,00;0,0262
3105,00;0,0262
3104,00;0,0262
3103,00;0,0262
3102,00;0,0262
3101,00;0,0262
3100,00;0,0262
3099,00;0,0263
3098,00;0,0263
3097,00;0,0263
3096,00;0,0263
3095,00;0,0263
3094,00;0,0263
3093,00;0,0263
3092,00;0,0263
3091,00;0,0263
3090,00;0,0263
3089,00;0,0263
3088,00;0,0263
3087,00;0,0263
3086,00;0,0263
3085,00;0,0263
3084,00;0,0262
3083,00;0,0263
3082,00;0,0263
3081,00;0,0263
3080,00;0,0262
3079,00;0,0262
3078,00;0,0262
3077,00;0,0263
3076,00;0,0263
3075,00;0,0264
3074,00;0,0264
3073,00;0,0264
3072,00;0,0264
3071,00;0,0263
3070,00;0,0263
3069,00;0,0263
3068,00;0,0263
3067,00;0,0263
3066,00;0,0263
3065,00;0,0263
3064,00;0,0263
3063,00;0,0263
3062,00;0,0263
3061,00;0,0264
3060,00;0,0264
3059,00;0,0264
3058,00;0,0264
3057,00;0,0264
3056,00;0,0263
3055,00;0,0263
3054,00;0,0263
3053,00;0,0263
3052,00;0,0263
3051,00;0,0264
3050,00;0,0264
3049,00;0,0264
3048,00;0,0264
3047,00;0,0264
3046,00;0,0264
3045,00;0,0264
3044,00;0,0264
3043,00;0,0264
3042,00;0,0265
3041,00;0,0265
3040,00;0,0266
3039,00;0,0266
3038,00;0,0266
3037,00;0,0266
3036,00;0,0266
3035,00;0,0266
3034,00;0,0266
3033,00;0,0267
3032,00;0,0267
3031,00;0,0267
3030,00;0,0267
3029,00;0,0267
3028,00;0,0267
3027,00;0,0266
3026,00;0,0266
3025,00;0,0267
3024,00;0,0267
3023,00;0,0267
3022,00;0,0267
3021,00;0,0267
3020,00;0,0267
3019,00;0,0267
3018,00;0,0267
3017,00;0,0266
3016,00;0,0266
3015,00;0,0266
3014,00;0,0266
3013,00;0,0266
3012,00;0,0266
3011,00;0,0266
3010,00;0,0266
3009,00;0,0267
3008,00;0,0267
3007,00;0,0267
3006,00;0,0267
3005,00;0,0267
3004,00;0,0267
3003,00;0,0267
3002,00;0,0267
3001,00;0,0267
3000,00;0,0267
2999,00;0,0267
2998,00;0,0267
2997,00;0,0267
2996,00;0,0267
2995,00;0,0267
2994,00;0,0267
2993,00;0,0267
2992,00;0,0267
2991,00;0,0267
2990,00;0,0267
2989,00;0,0267
2988,00;0,0267
2987,00;0,0267
2986,00;0,0267
2985,00;0,0267
2984,00;0,0266
2983,00;0,0266
2982,00;0,0265
2981,00;0,0265
2980,00;0,0265
2979,00;0,0265
2978,00;0,0265
2977,00;0,0265
2976,00;0,0265
2975,00;0,0265
2974,00;0,0266
2973,00;0,0266
2972,00;0,0267
2971,00;0,0267
2970,00;0,0267
2969,00;0,0266
2968,00;0,0265
2967,00;0,0264
2966,00;0,0263
2965,00;0,0263
2964,00;0,0262
2963,00;0,0262
2962,00;0,0262
2961,00;0,0262
2960,00;0,0261
2959,00;0,0261
2958,00;0,0262
2957,00;0,0262
2956,00;0,0262
2955,00;0,0262
2954,00;0,0262
2953,00;0,0262
2952,00;0,0262
2951,00;0,0263
2950,00;0,0263
2949,00;0,0263
2948,00;0,0263
2947,00;0,0263
2946,00;0,0263
2945,00;0,0262
2944,00;0,0262
2943,00;0,0262
2942,00;0,0261
2941,00;0,0261
2940,00;0,0260
2939,00;0,0259
2938,00;0,0258
2937,00;0,0257
2936,00;0,0256
2935,00;0,0256
2934,00;0,0255
2933,00;0,0254
2932,00;0,0253
2931,00;0,0253
2930,00;0,0252
2929,00;0,0252
2928,00;0,0252
2927,00;0,0251
2926,00;0,0251
2925,00;0,0251
2924,00;0,0251
2923,00;0,0252
2922,00;0,0252
2921,00;0,0253
2920,00;0,0254
2919,00;0,0255
2918,00;0,0256
2917,00;0,0256
2916,00;0,0257
2915,00;0,0258
2914,00;0,0259
2913,00;0,0260
2912,00;0,0260
2911,00;0,0261
2910,00;0,0262
2909,00;0,0262
2908,00;0,0263
2907,00;0,0263
2906,00;0,0264
2905,00;0,0264
2904,00;0,0265
2903,00;0,0265
2902,00;0,0265
2901,00;0,0265
2900,00;0,0265
2899,00;0,0265
2898,00;0,0265
2897,00;0,0265
2896,00;0,0265
2895,00;0,0266
2894,00;0,0266
2893,00;0,0266
2892,00;0,0267
2891,00;0,0268
2890,00;0,0268
2889,00;0,0269
2888,00;0,0269
2887,00;0,0269
2886,00;0,0269
2885,00;0,0269
2884,00;0,0269
2883,00;0,0269
2882,00;0,0268
2881,00;0,0268
2880,00;0,0268
2879,00;0,0268
2878,00;0,0268
2877,00;0,0268
2876,00;0,0268
2875,00;0,0268
2874,00;0,0268
2873,00;0,0268
2872,00;0,0268
2871,00;0,0268
2870,00;0,0268
2869,00;0,0268
2868,00;0,0268
2867,00;0,0268
2866,00;0,0268
2865,00;0,0268
2864,00;0,0267
2863,00;0,0267
2862,00;0,0266
2861,00;0,0265
2860,00;0,0264
2859,00;0,0263
2858,00;0,0263
2857,00;0,0262
2856,00;0,0262
2855,00;0,0263
2854,00;0,0263
2853,00;0,0263
2852,00;0,0264
2851,00;0,0264
2850,00;0,0265
2849,00;0,0266
2848,00;0,0268
2847,00;0,0269
2846,00;0,0270
2845,00;0,0271
2844,00;0,0272
2843,00;0,0272
2842,00;0,0272
2841,00;0,0272
2840,00;0,0273
2839,00;0,0273
2838,00;0,0273
2837,00;0,0273
2836,00;0,0274
2835,00;0,0274
2834,00;0,0274
2833,00;0,0274
2832,00;0,0274
2831,00;0,0274
2830,00;0,0274
2829,00;0,0274
2828,00;0,0274
2827,00;0,0274
2826,00;0,0274
2825,00;0,0274
2824,00;0,0274
2823,00;0,0274
2822,00;0,0274
2821,00;0,0274
2820,00;0,0274
2819,00;0,0274
2818,00;0,0275
2817,00;0,0275
2816,00;0,0275
2815,00;0,0275
2814,00;0,0275
2813,00;0,0275
2812,00;0,0275
2811,00;0,0275
2810,00;0,0275
2809,00;0,0275
2808,00;0,0275
2807,00;0,0275
2806,00;0,0275
2805,00;0,0276
2804,00;0,0276
2803,00;0,0276
2802,00;0,0276
2801,00;0,0276
2800,00;0,0276
2799,00;0,0276
2798,00;0,0276
2797,00;0,0276
2796,00;0,0276
2795,00;0,0276
2794,00;0,0276
2793,00;0,0276
