Создан как новый массив данных;Образец 009 полученный BalashovM Дата пятница, апреля 21 2023
cm-1;A
2771,00;0,0324
2770,00;0,0322
2769,00;0,0322
2768,00;0,0321
2767,00;0,0320
2766,00;0,0319
2765,00;0,0318
2764,00;0,0317
2763,00;0,0316
2762,00;0,0316
2761,00;0,0315
2760,00;0,0314
2759,00;0,0314
2758,00;0,0313
2757,00;0,0313
2756,00;0,0312
2755,00;0,0312
2754,00;0,0311
2753,00;0,0311
2752,00;0,0310
2751,00;0,0310
2750,00;0,0309
2749,00;0,0308
2748,00;0,0308
2747,00;0,0308
2746,00;0,0307
2745,00;0,0307
2744,00;0,0307
2743,00;0,0307
2742,00;0,0306
2741,00;0,0306
2740,00;0,0306
2739,00;0,0305
2738,00;0,0305
2737,00;0,0305
2736,00;0,0306
2735,00;0,0306
2734,00;0,0306
2733,00;0,0306
2732,00;0,0306
2731,00;0,0306
2730,00;0,0305
2729,00;0,0305
2728,00;0,0304
2727,00;0,0304
2726,00;0,0303
2725,00;0,0302
2724,00;0,0302
2723,00;0,0301
2722,00;0,0301
2721,00;0,0300
2720,00;0,0300
2719,00;0,0299
2718,00;0,0299
2717,00;0,0298
2716,00;0,0298
2715,00;0,0297
2714,00;0,0297
2713,00;0,0296
2712,00;0,0296
2711,00;0,0296
2710,00;0,0295
2709,00;0,0295
2708,00;0,0294
2707,00;0,0294
2706,00;0,0294
2705,00;0,0293
2704,00;0,0293
2703,00;0,0293
2702,00;0,0293
2701,00;0,0292
2700,00;0,0292
2699,00;0,0292
2698,00;0,0292
2697,00;0,0293
2696,00;0,0293
2695,00;0,0293
2694,00;0,0293
2693,00;0,0293
2692,00;0,0294
2691,00;0,0294
2690,00;0,0295
2689,00;0,0295
2688,00;0,0295
2687,00;0,0295
2686,00;0,0295
2685,00;0,0295
2684,00;0,0295
2683,00;0,0295
2682,00;0,0295
2681,00;0,0295
2680,00;0,0295
2679,00;0,0295
2678,00;0,0295
2677,00;0,0295
2676,00;0,0295
2675,00;0,0295
2674,00;0,0294
2673,00;0,0294
