Time (min);Temperature (°C);Weight (mg);Heat Flow (mW);Temperature Difference (°C);Temperature Difference (µV);Sample Purge Flow (mL/min)
26.12100;281.8858;1.746007;13.04986;-0.2840164;-2.881092;100.0236
26.12934;281.9688;1.745779;13.04522;-0.2843672;-2.884842;100.0299
26.13767;282.0537;1.745544;13.04042;-0.2847276;-2.888689;99.92124
26.14600;282.1320;1.745354;13.03516;-0.2851022;-2.892680;100.0608
26.15434;282.2132;1.745112;13.02979;-0.2854841;-2.896744;99.96650
26.16266;282.2986;1.744882;13.02498;-0.2858448;-2.900596;99.98504
26.17100;282.3822;1.744632;13.02014;-0.2862049;-2.904441;100.0413
26.17934;282.4640;1.744401;13.01505;-0.2865748;-2.908388;99.95950
26.18766;282.5488;1.744132;13.00975;-0.2869570;-2.912458;100.0291
26.19600;282.6266;1.743869;13.00424;-0.2873415;-2.916553;99.98066
26.20434;282.7105;1.743622;12.99897;-0.2877208;-2.920594;100.0234
26.21267;282.7938;1.743364;12.99385;-0.2880924;-2.924558;100.0146
26.22100;282.8746;1.743103;12.98831;-0.2884807;-2.928691;99.96879
26.22934;282.9603;1.742820;12.98293;-0.2888670;-2.932806;99.99778
26.23767;283.0465;1.742556;12.97770;-0.2892468;-2.936856;99.99232
26.24600;283.1260;1.742311;12.97163;-0.2896580;-2.941226;99.99722
26.25434;283.2113;1.742016;12.96546;-0.2900805;-2.945710;99.98853
26.26267;283.2930;1.741771;12.95920;-0.2905030;-2.950194;100.0237
26.27100;283.3784;1.741484;12.95298;-0.2909270;-2.954695;99.96158
26.27934;283.4620;1.741239;12.94691;-0.2913425;-2.959112;100.0430
26.28766;283.5440;1.740940;12.94017;-0.2917874;-2.963827;99.98111
26.29600;283.6236;1.740684;12.93318;-0.2922405;-2.968626;99.96910
26.30434;283.7028;1.740432;12.92621;-0.2926924;-2.973413;100.0092
26.31266;283.7884;1.740147;12.91896;-0.2931639;-2.978398;100.0711
26.32100;283.8733;1.739884;12.91119;-0.2936586;-2.983620;99.95538
26.32934;283.9536;1.739595;12.90328;-0.2941547;-2.988858;99.98719
26.33767;284.0375;1.739352;12.89573;-0.2946374;-2.993960;99.98947
26.34600;284.1249;1.739030;12.88799;-0.2951333;-2.999196;100.0426
26.35434;284.2044;1.738784;12.87977;-0.2956422;-3.004566;99.93428
26.36267;284.2884;1.738441;12.87139;-0.2961630;-3.010056;100.0738
26.37100;284.3690;1.738184;12.86292;-0.2966842;-3.015550;99.97700
26.37934;284.4506;1.737870;12.85419;-0.2972185;-3.021180;100.0132
26.38767;284.5354;1.737552;12.84551;-0.2977539;-3.026822;100.0080
26.39600;284.6162;1.737232;12.83666;-0.2982924;-3.032496;99.97369
26.40434;284.6992;1.736913;12.82828;-0.2988112;-3.037970;100.0434
26.41266;284.7844;1.736614;12.81951;-0.2993503;-3.043652;100.0027
26.42100;284.8632;1.736290;12.81019;-0.2999076;-3.049519;99.93814
26.42934;284.9440;1.736041;12.80070;-0.3004749;-3.055486;100.0044
26.43766;285.0300;1.735686;12.79121;-0.3010472;-3.061506;99.98501
26.44600;285.1115;1.735434;12.78076;-0.3016590;-3.067930;100.0375
26.45434;285.1953;1.735111;12.77077;-0.3022520;-3.074160;100.0316
26.46267;285.2764;1.734816;12.76021;-0.3028684;-3.080633;99.98710
26.47100;285.3588;1.734494;12.74907;-0.3035122;-3.087383;99.97937
26.47934;285.4415;1.734235;12.73864;-0.3041235;-3.093804;100.0018
26.48767;285.5251;1.733927;12.72765;-0.3047616;-3.100499;99.99624
26.49600;285.6122;1.733634;12.71688;-0.3053932;-3.107128;100.0024
26.50434;285.6928;1.733333;12.70514;-0.3060618;-3.114135;99.98996
26.51267;285.7766;1.732992;12.69337;-0.3067360;-3.121201;100.0022
26.52100;285.8576;1.732716;12.68104;-0.3074324;-3.128494;100.0013
26.52934;285.9397;1.732352;12.66888;-0.3081213;-3.135711;99.98106
26.53766;286.0199;1.732034;12.65552;-0.3088639;-3.143474;99.99563
26.54600;286.1050;1.731658;12.64282;-0.3095812;-3.150981;100.0163
26.55434;286.1903;1.731355;12.63065;-0.3102732;-3.158234;100.0435
26.56266;286.2705;1.730980;12.61719;-0.3110198;-3.166040;99.97481
26.57100;286.3545;1.730692;12.60338;-0.3117859;-3.174048;99.98274
26.57934;286.4364;1.730316;12.58974;-0.3125415;-3.181950;100.0286
26.58767;286.5186;1.729992;12.57624;-0.3132908;-3.189787;99.99455
26.59600;286.6014;1.729579;12.56220;-0.3140650;-3.197879;100.0062
26.60434;286.6838;1.729238;12.54826;-0.3148340;-3.205919;99.94835
26.61267;286.7666;1.728867;12.53432;-0.3156030;-3.213960;100.0212
26.62100;286.8466;1.728536;12.52096;-0.3163419;-3.221696;100.0070
26.62934;286.9330;1.728198;12.50734;-0.3170996;-3.229624;99.99006
26.63767;287.0137;1.727824;12.49309;-0.3178801;-3.237786;100.0072
26.64600;287.0985;1.727492;12.47907;-0.3186535;-3.245876;100.0015
26.65434;287.1784;1.727115;12.46508;-0.3194202;-3.253900;100.0304
26.66266;287.2617;1.726762;12.44984;-0.3202476;-3.262540;99.95793
26.67100;287.3436;1.726367;12.43468;-0.3210700;-3.271133;100.0063
26.67934;287.4242;1.726090;12.41934;-0.3218986;-3.279789;100.0293
26.68766;287.5054;1.725713;12.40361;-0.3227451;-3.288629;99.96295
26.69600;287.5876;1.725384;12.38796;-0.3235889;-3.297441;100.0343
26.70434;287.6695;1.724992;12.37202;-0.3244457;-3.306388;99.95175
26.71267;287.7528;1.724656;12.35580;-0.3253159;-3.315472;100.0326
26.72100;287.8346;1.724289;12.33900;-0.3262111;-3.324812;100.0004
26.72934;287.9192;1.723876;12.32186;-0.3271250;-3.334344;100.0131
26.73767;287.9990;1.723471;12.30471;-0.3280336;-3.343821;99.97639
26.74600;288.0840;1.723104;12.28763;-0.3289438;-3.353319;99.99049
26.75434;288.1640;1.722737;12.27026;-0.3298619;-3.362896;100.0174
26.76267;288.2490;1.722333;12.25284;-0.3307874;-3.372550;100.0031
26.77100;288.3350;1.721953;12.23550;-0.3317092;-3.382172;99.98870
26.77934;288.4128;1.721544;12.21738;-0.3326591;-3.392080;99.96681
26.78766;288.4968;1.721151;12.19857;-0.3336462;-3.402368;100.0572
26.79600;288.5771;1.720740;12.17953;-0.3346396;-3.412722;99.97899
26.80434;288.6571;1.720341;12.16102;-0.3356080;-3.422820;100.0069
26.81266;288.7435;1.719952;12.14273;-0.3365722;-3.432878;100.0243
26.82100;288.8236;1.719549;12.12376;-0.3375610;-3.443188;99.98559
26.82934;288.9060;1.719107;12.10512;-0.3385360;-3.453359;99.97039
26.83767;288.9899;1.718680;12.08596;-0.3395367;-3.463791;100.0472
26.84600;289.0752;1.718242;12.06633;-0.3405597;-3.474456;100.0027
26.85434;289.1546;1.717808;12.04670;-0.3415765;-3.485056;99.93559
26.86267;289.2390;1.717392;12.02696;-0.3426029;-3.495756;100.0599
26.87100;289.3181;1.716958;12.00735;-0.3436172;-3.506334;99.99682
26.87934;289.4045;1.716496;11.98766;-0.3446426;-3.517028;100.0012
26.88767;289.4868;1.716037;11.96688;-0.3457130;-3.528182;99.95450
26.89600;289.5688;1.715587;11.94640;-0.3467694;-3.539195;100.0302
26.90434;289.6482;1.715123;11.92519;-0.3478560;-3.550516;100.0478
26.91266;289.7338;1.714668;11.90375;-0.3489590;-3.562008;99.97863
26.92100;289.8138;1.714217;11.88249;-0.3500472;-3.573350;99.95379
26.92934;289.8994;1.713766;11.86178;-0.3511156;-3.584490;99.99859
26.93766;289.9807;1.713259;11.84039;-0.3522104;-3.595901;100.0013
26.94600;290.0659;1.712770;11.81924;-0.3532976;-3.607237;100.0177
26.95434;290.1458;1.712281;11.79834;-0.3543675;-3.618397;100.0334
26.96267;290.2247;1.711823;11.77692;-0.3554602;-3.629790;99.93024
26.97100;290.3100;1.711366;11.75553;-0.3565564;-3.641223;100.0472
26.97934;290.3887;1.710895;11.73325;-0.3576874;-3.653010;99.99768
26.98767;290.4735;1.710421;11.71113;-0.3588160;-3.664774;99.98476
26.99600;290.5578;1.709948;11.68897;-0.3599456;-3.676550;100.0236
27.00434;290.6372;1.709481;11.66645;-0.3610862;-3.688442;99.94257
27.01267;290.7192;1.708991;11.64430;-0.3622120;-3.700182;100.0070
27.02100;290.7968;1.708533;11.62174;-0.3633520;-3.712068;100.0217
27.02934;290.8830;1.708073;11.59873;-0.3645199;-3.724240;100.0209
27.03766;290.9619;1.707604;11.57537;-0.3656965;-3.736502;100.0057
27.04600;291.0485;1.707079;11.55238;-0.3668630;-3.748664;99.98371
27.05434;291.1305;1.706588;11.52941;-0.3680240;-3.760772;99.98055
27.06266;291.2116;1.706094;11.50653;-0.3691794;-3.772822;100.0385
27.07100;291.2924;1.705617;11.48381;-0.3703267;-3.784794;99.99992
27.07934;291.3750;1.705096;11.46116;-0.3714719;-3.796743;99.97725
27.08767;291.4580;1.704581;11.43847;-0.3726188;-3.808712;100.0068
27.09600;291.5361;1.704014;11.41457;-0.3738159;-3.821195;100.0103
27.10434;291.6235;1.703485;11.39084;-0.3750137;-3.833688;99.98511
27.11267;291.7082;1.702937;11.36749;-0.3761908;-3.845973;99.96288
27.12100;291.7923;1.702421;11.34341;-0.3774006;-3.858594;100.0418
27.12934;291.8714;1.701886;11.31933;-0.3786050;-3.871161;100.0140
27.13767;291.9515;1.701328;11.29528;-0.3798080;-3.883713;99.96375
27.14600;292.0360;1.700783;11.27136;-0.3810092;-3.896250;100.0608
27.15434;292.1167;1.700161;11.24675;-0.3822374;-3.909064;100.0044
27.16266;292.2008;1.699625;11.22219;-0.3834665;-3.921889;99.96722
27.17100;292.2840;1.699018;11.19722;-0.3847125;-3.934889;99.98758
27.17934;292.3638;1.698520;11.17278;-0.3859306;-3.947606;100.0426
27.18766;292.4441;1.697943;11.14802;-0.3871635;-3.960474;99.95700
27.19600;292.5298;1.697395;11.12348;-0.3883911;-3.973289;100.0013
27.20434;292.6070;1.696772;11.09879;-0.3896164;-3.986082;99.97094
27.21267;292.6927;1.696250;11.07394;-0.3908562;-3.999024;100.0370
27.22100;292.7710;1.695652;11.04894;-0.3920957;-4.011965;100.0138
27.22934;292.8550;1.695063;11.02422;-0.3933274;-4.024828;99.98781
27.23767;292.9360;1.694516;10.99904;-0.3945766;-4.037872;99.92631
27.24600;293.0174;1.693927;10.97395;-0.3958215;-4.050872;100.0837
27.25434;293.1000;1.693361;10.94862;-0.3970778;-4.063992;99.98746
27.26267;293.1813;1.692734;10.92377;-0.3983105;-4.076872;99.99328
27.27100;293.2654;1.692131;10.89953;-0.3995175;-4.089491;100.0162
27.27934;293.3488;1.691496;10.87423;-0.4007717;-4.102594;99.94232
27.28766;293.4307;1.690906;10.84839;-0.4020485;-4.115932;100.0538
27.29600;293.5096;1.690236;10.82293;-0.4033050;-4.129062;99.99794
27.30434;293.5915;1.689634;10.79692;-0.4045883;-4.142468;99.95822
27.31266;293.6760;1.688998;10.77056;-0.4058894;-4.156059;99.99611
27.32100;293.7568;1.688372;10.74488;-0.4071555;-4.169292;100.0403
27.32934;293.8418;1.687728;10.71863;-0.4084509;-4.182829;99.98481
27.33767;293.9238;1.687114;10.69309;-0.4097113;-4.196010;100.0223
27.34600;294.0090;1.686440;10.66621;-0.4110342;-4.209833;99.98419
27.35434;294.0870;1.685791;10.63910;-0.4123608;-4.223694;99.99064
27.36267;294.1693;1.685118;10.61324;-0.4136343;-4.237012;99.96174
27.37100;294.2538;1.684449;10.58784;-0.4148875;-4.250124;100.0519
27.37934;294.3339;1.683787;10.56157;-0.4161764;-4.263604;99.95484
27.38767;294.4133;1.683089;10.53550;-0.4174549;-4.276980;100.0580
27.39600;294.4958;1.682399;10.50927;-0.4187426;-4.290450;100.0019
27.40434;294.5772;1.681672;10.48319;-0.4200220;-4.303838;99.99121
27.41266;294.6632;1.680983;10.45755;-0.4212850;-4.317059;99.97821
27.42100;294.7400;1.680226;10.43191;-0.4225394;-4.330191;100.0221
27.42934;294.8245;1.679568;10.40647;-0.4237910;-4.343296;100.0095
27.43766;294.9047;1.678851;10.38025;-0.4250733;-4.356720;99.99141
27.44600;294.9870;1.678200;10.35313;-0.4263976;-4.370576;99.96559
27.45434;295.0688;1.677435;10.32621;-0.4277120;-4.384330;100.0559
27.46267;295.1530;1.676750;10.30016;-0.4289887;-4.397700;99.95614
27.47100;295.2338;1.676024;10.27398;-0.4302678;-4.411097;100.0037
27.47934;295.3158;1.675323;10.24780;-0.4315475;-4.424502;100.0153
27.48767;295.3989;1.674603;10.22116;-0.4328480;-4.438124;99.98026
27.49600;295.4808;1.673879;10.19383;-0.4341784;-4.452052;100.0273
27.50434;295.5624;1.673171;10.16617;-0.4355227;-4.466125;99.98441
27.51267;295.6400;1.672400;10.13895;-0.4368434;-4.479958;99.97548
27.52100;295.7241;1.671665;10.11263;-0.4381280;-4.493420;99.99038
27.52934;295.8044;1.670868;10.08705;-0.4393754;-4.506504;100.0314
27.53766;295.8860;1.670177;10.06056;-0.4406646;-4.520017;100.0162
27.54600;295.9672;1.669393;10.03369;-0.4419702;-4.533700;99.97899
27.55434;296.0552;1.668684;10.00689;-0.4432774;-4.547402;100.0246
27.56266;296.1375;1.667883;9.979788;-0.4445934;-4.561197;99.99951
27.57100;296.2170;1.667130;9.952587;-0.4459107;-4.575009;100.0076
27.57934;296.2984;1.666346;9.926587;-0.4471748;-4.588274;99.94200
27.58767;296.3820;1.665566;9.900582;-0.4484404;-4.601555;99.99566
27.59600;296.4647;1.664794;9.875003;-0.4496856;-4.614633;100.0491
27.60434;296.5463;1.663985;9.848566;-0.4509682;-4.628094;99.98129
27.61267;296.6290;1.663196;9.821906;-0.4522610;-4.641662;99.97413
27.62100;296.7105;1.662349;9.796378;-0.4535016;-4.654696;100.0333
27.62934;296.7920;1.661537;9.770519;-0.4547563;-4.667878;99.96942
27.63767;296.8754;1.660640;9.745093;-0.4559925;-4.680869;100.0319
27.64600;296.9617;1.659838;9.720254;-0.4572040;-4.693608;99.98449
27.65434;297.0396;1.658967;9.696040;-0.4583800;-4.705986;99.99824
27.66266;297.1230;1.658161;9.670770;-0.4596076;-4.718896;100.0416
27.67100;297.2035;1.657286;9.645461;-0.4608340;-4.731795;99.94688
27.67934;297.2810;1.656458;9.619797;-0.4620734;-4.744825;99.99582
27.68766;297.3674;1.655576;9.594848;-0.4632873;-4.757596;99.99609
27.69600;297.4505;1.654713;9.569928;-0.4644966;-4.770324;100.0378
27.70434;297.5328;1.653859;9.544118;-0.4657448;-4.783452;100.0138
27.71267;297.6150;1.653008;9.518778;-0.4669715;-4.796360;99.95489
27.72100;297.6940;1.652144;9.492968;-0.4682160;-4.809453;100.0049
27.72934;297.7785;1.651240;9.467506;-0.4694486;-4.822424;100.0078
27.73767;297.8590;1.650389;9.441745;-0.4706911;-4.835500;99.97371
27.74600;297.9436;1.649426;9.416098;-0.4719310;-4.848550;99.98528
27.75434;298.0230;1.648547;9.390662;-0.4731570;-4.861459;100.0438
27.76267;298.1092;1.647596;9.364855;-0.4744044;-4.874590;100.0254
27.77100;298.1879;1.646747;9.339356;-0.4756317;-4.887519;99.95778
27.77934;298.2691;1.645797;9.314306;-0.4768402;-4.900250;100.0228
27.78766;298.3520;1.644886;9.290251;-0.4780046;-4.912534;100.0653
27.79600;298.4372;1.643928;9.266590;-0.4791528;-4.924652;99.89711
27.80434;298.5174;1.643019;9.243718;-0.4802612;-4.936363;99.99429
27.81266;298.6012;1.642082;9.220574;-0.4813840;-4.948224;100.0909
27.82100;298.6844;1.641121;9.197601;-0.4824982;-4.959998;99.97626
27.82934;298.7688;1.640209;9.175214;-0.4835867;-4.971509;99.95366
27.83767;298.8492;1.639230;9.152362;-0.4846926;-4.983200;100.0200
27.84600;298.9287;1.638286;9.129769;-0.4857859;-4.994762;100.0221
27.85434;299.0096;1.637275;9.106984;-0.4868884;-5.006416;99.99059
27.86267;299.0951;1.636342;9.084598;-0.4879764;-5.017922;99.98829
27.87100;299.1774;1.635338;9.062172;-0.4890634;-5.029418;99.99711
27.87934;299.2609;1.634344;9.040058;-0.4901372;-5.040774;99.98220
27.88767;299.3412;1.633304;9.017386;-0.4912333;-5.052361;99.98934
27.89600;299.4273;1.632324;8.995056;-0.4923181;-5.063832;100.0097
27.90434;299.5106;1.631302;8.972944;-0.4933907;-5.075176;100.0395
27.91266;299.5902;1.630284;8.951118;-0.4944478;-5.086359;100.0102
27.92100;299.6752;1.629265;8.929944;-0.4954792;-5.097278;99.99528
27.92934;299.7566;1.628218;8.908585;-0.4965160;-5.108252;99.98851
27.93766;299.8404;1.627194;8.887024;-0.4975630;-5.119336;99.98069
27.94600;299.9206;1.626105;8.865289;-0.4986150;-5.130472;100.0184
27.95434;300.0062;1.625063;8.843538;-0.4996708;-5.141648;99.99043
27.96267;300.0859;1.623968;8.821558;-0.5007324;-5.152884;100.0200
27.97100;300.1678;1.622931;8.800330;-0.5017613;-5.163786;99.97659
27.97934;300.2540;1.621770;8.778726;-0.5028097;-5.174888;100.0132
27.98767;300.3333;1.620682;8.756671;-0.5038730;-5.186144;100.0004
27.99600;300.4150;1.619524;8.734194;-0.5049563;-5.197609;99.97472
28.00434;300.4999;1.618401;8.711512;-0.5060504;-5.209187;100.0701
28.01267;300.5811;1.617270;8.690426;-0.5070704;-5.220002;99.95402
28.02100;300.6618;1.616091;8.670316;-0.5080460;-5.230359;99.97454
28.02934;300.7458;1.614938;8.650204;-0.5090234;-5.240738;99.99159
28.03766;300.8334;1.613729;8.630131;-0.5100014;-5.251126;100.0162
28.04600;300.9116;1.612553;8.610742;-0.5109418;-5.261128;100.0321
28.05434;300.9925;1.611328;8.591241;-0.5118888;-5.271197;99.99594
28.06266;301.0774;1.610154;8.571320;-0.5128567;-5.281484;99.95938
28.07100;301.1607;1.608920;8.551726;-0.5138087;-5.291608;100.0076
28.07934;301.2434;1.607729;8.532430;-0.5147466;-5.301588;100.0129
28.08767;301.3249;1.606503;8.512109;-0.5157288;-5.312026;100.0067
28.09600;301.4030;1.605261;8.491403;-0.5167254;-5.322612;100.0230
28.10434;301.4860;1.604029;8.470606;-0.5177288;-5.333271;99.95644
28.11267;301.5721;1.602749;8.449201;-0.5187612;-5.344230;100.0531
28.12100;301.6528;1.601500;8.427444;-0.5198050;-5.355305;99.93715
28.12934;301.7394;1.600221;8.404418;-0.5209091;-5.367005;100.0727
28.13767;301.8230;1.598931;8.380453;-0.5220524;-5.379112;99.94278
28.14600;301.9020;1.597616;8.358125;-0.5231194;-5.390432;100.0502
28.15434;301.9850;1.596294;8.335785;-0.5241890;-5.401780;99.99648
28.16266;302.0630;1.594919;8.313038;-0.5252729;-5.413274;99.96325
28.17100;302.1484;1.593542;8.290265;-0.5263624;-5.424830;99.98994
28.17934;302.2299;1.592145;8.266805;-0.5274794;-5.436670;99.99330
28.18766;302.3122;1.590734;8.242649;-0.5286276;-5.448835;100.0200
28.19600;302.3994;1.589320;8.218618;-0.5297728;-5.460969;99.98422
28.20434;302.4851;1.587893;8.195015;-0.5308976;-5.472896;99.99825
28.21267;302.5674;1.586409;8.171606;-0.5320112;-5.484711;100.0278
28.22100;302.6498;1.584912;8.149682;-0.5330582;-5.495838;99.94903
28.22934;302.7308;1.583383;8.126460;-0.5341617;-5.507548;100.0782
28.23767;302.8137;1.581854;8.103101;-0.5352719;-5.519329;99.93413
28.24600;302.8945;1.580294;8.079668;-0.5363838;-5.531130;100.0030
28.25434;302.9734;1.578700;8.056868;-0.5374657;-5.542621;100.0570
28.26267;303.0600;1.577093;8.033960;-0.5385569;-5.554213;100.0005
28.27100;303.1416;1.575477;8.011781;-0.5396120;-5.565432;99.97469
28.27934;303.2219;1.573867;7.988606;-0.5407100;-5.577095;99.99546
28.28766;303.3053;1.572219;7.963925;-0.5418762;-5.589459;99.97838
28.29600;303.3882;1.570602;7.938245;-0.5430860;-5.602274;99.99681
28.30434;303.4698;1.568943;7.910711;-0.5443764;-5.615924;100.0125
28.31266;303.5542;1.567264;7.882456;-0.5457001;-5.629919;100.0016
28.32100;303.6352;1.565512;7.853696;-0.5470434;-5.644117;99.99371
28.32934;303.7176;1.563785;7.825568;-0.5483593;-5.658033;99.98341
28.33767;303.8018;1.562068;7.797780;-0.5496606;-5.671805;100.0539
28.34600;303.8845;1.560332;7.769109;-0.5509995;-5.685963;99.98147
28.35434;303.9620;1.558553;7.738962;-0.5523999;-5.700757;99.98934
28.36267;304.0458;1.556756;7.709869;-0.5537570;-5.715106;99.97316
28.37100;304.1314;1.554948;7.682330;-0.5550459;-5.728753;100.0131
28.37934;304.2142;1.553106;7.655860;-0.5562852;-5.741891;100.0055
28.38767;304.2943;1.551303;7.630132;-0.5574897;-5.754670;99.99006
28.39600;304.3808;1.549501;7.605626;-0.5586433;-5.766926;100.0426
28.40434;304.4609;1.547734;7.582940;-0.5597121;-5.778310;99.96468
28.41266;304.5445;1.545858;7.560707;-0.5607628;-5.789506;99.99761
28.42100;304.6300;1.543952;7.538856;-0.5617971;-5.800535;100.0176
28.42934;304.7122;1.541956;7.519014;-0.5627403;-5.810624;100.0145
28.43766;304.7972;1.539903;7.503122;-0.5635105;-5.818930;99.94863
28.44600;304.8818;1.537790;7.489731;-0.5641695;-5.826092;100.0604
28.45434;304.9656;1.535626;7.476775;-0.5648087;-5.833048;99.98543
28.46267;305.0498;1.533422;7.465078;-0.5653921;-5.839431;99.98686
28.47100;305.1299;1.531203;7.454243;-0.5659350;-5.845391;99.97176
28.47934;305.2076;1.528970;7.443512;-0.5664715;-5.851289;99.99532
28.48767;305.2924;1.526666;7.429412;-0.5671602;-5.858761;100.0428
28.49600;305.3748;1.524464;7.412700;-0.5679627;-5.867407;99.94319
28.50434;305.4570;1.522225;7.394434;-0.5688331;-5.876756;100.0842
28.51267;305.5409;1.520058;7.374945;-0.5697582;-5.886670;99.94451
28.52100;305.6213;1.517923;7.352590;-0.5708070;-5.897863;100.0109
28.52934;305.7055;1.515852;7.329068;-0.5719091;-5.909606;100.0243
28.53766;305.7846;1.513776;7.304862;-0.5730380;-5.921626;100.0058
28.54600;305.8673;1.511751;7.279863;-0.5742032;-5.934020;99.95086
28.55434;305.9488;1.509717;7.254337;-0.5753906;-5.946646;100.0402
28.56266;306.0330;1.507693;7.229788;-0.5765361;-5.958843;99.98730
28.57100;306.1180;1.505745;7.208160;-0.5775528;-5.969712;100.0059
28.57934;306.1990;1.503762;7.190299;-0.5784014;-5.978840;100.0128
28.58767;306.2844;1.501814;7.175449;-0.5791193;-5.986624;99.94348
28.59600;306.3649;1.499882;7.161090;-0.5798125;-5.994150;100.0121
28.60434;306.4472;1.498006;7.147792;-0.5804599;-6.001204;100.0573
28.61267;306.5266;1.496078;7.134253;-0.5811157;-6.008344;99.99420
28.62100;306.6060;1.494190;7.121958;-0.5817168;-6.014920;99.95175
28.62934;306.6920;1.492280;7.110047;-0.5823042;-6.021358;99.97576
28.63767;306.7748;1.490372;7.098888;-0.5828567;-6.027434;100.0688
28.64600;306.8617;1.488490;7.088441;-0.5833800;-6.033209;99.93891
28.65434;306.9434;1.486579;7.077978;-0.5839008;-6.038960;100.0512
28.66266;307.0246;1.484688;7.067011;-0.5844433;-6.044934;99.99407
28.67100;307.1114;1.482778;7.055462;-0.5850141;-6.051205;100.0011
28.67934;307.1916;1.480875;7.045202;-0.5855245;-6.056848;99.99745
28.68766;307.2778;1.478974;7.035509;-0.5860132;-6.062270;99.96326
28.69600;307.3589;1.477081;7.026172;-0.5864832;-6.067500;100.0431
28.70434;307.4410;1.475193;7.016920;-0.5869500;-6.072700;100.0292
28.71267;307.5232;1.473357;7.008545;-0.5873780;-6.077498;99.94522
28.72100;307.6062;1.471500;7.000866;-0.5877758;-6.081981;99.98939
28.72934;307.6907;1.469610;6.992922;-0.5881858;-6.086592;100.0224
28.73767;307.7731;1.467718;6.985919;-0.5885532;-6.090764;100.0197
28.74600;307.8540;1.465836;6.980262;-0.5888608;-6.094314;100.0006
