Circle #	Center X	Center Y	Center X (µm)	Center Y (µm)	Radius	Radius (µm)	
66	1464,00	697,00	688,94	83,76	49,00	23,06	
67	1460,00	698,00	687,06	83,29	49,00	23,06	
68	1449,00	700,00	681,88	82,35	50,00	23,53	
69	1777,00	701,00	836,24	81,88	5,00	2,35	
70	1848,00	708,00	869,65	78,59	6,00	2,82	
71	1842,00	711,00	866,82	77,18	6,00	2,82	
72	1681,00	715,00	791,06	75,29	11,00	5,18	
73	1818,00	717,00	855,53	74,35	8,00	3,76	
74	1803,00	719,00	848,47	73,41	9,00	4,24	
75	1966,00	721,00	925,18	72,47	6,00	2,82	
76	2262,00	723,00	1064,47	71,53	10,00	4,71	
77	1301,00	726,00	612,24	70,12	24,00	11,29	
78	1799,00	727,00	846,59	69,65	10,00	4,71	
79	2238,00	728,00	1053,18	69,18	8,00	3,76	
80	1995,00	728,00	938,82	69,18	6,00	2,82	
81	1785,00	729,00	840,00	68,71	5,00	2,35	
82	1972,00	729,00	928,00	68,71	8,00	3,76	
83	1834,00	731,00	863,06	67,76	5,00	2,35	
84	2041,00	731,00	960,47	67,76	22,00	10,35	
85	1784,00	733,00	839,53	66,82	5,00	2,35	
86	1948,00	733,00	916,71	66,82	7,00	3,29	
87	1829,00	734,00	860,71	66,35	5,00	2,35	
88	1768,00	738,00	832,00	64,47	5,00	2,35	
89	1284,00	740,00	604,24	63,53	19,00	8,94	
90	1957,00	740,00	920,94	63,53	5,00	2,35	
91	1280,00	746,00	602,35	60,71	17,00	8,00	
92	1266,00	751,00	595,76	58,35	12,00	5,65	
93	2072,00	756,00	975,06	56,00	41,00	19,29	
94	1887,00	765,00	888,00	51,76	46,00	21,65	
95	2079,00	765,00	978,35	51,76	41,00	19,29	
96	1881,00	770,00	885,18	49,41	47,00	22,12	
97	2415,00	780,00	1136,47	44,71	9,00	4,24	
98	1956,00	781,00	920,47	44,24	6,00	2,82	
99	2002,00	786,00	942,12	41,88	10,00	4,71	
100	1233,00	790,00	580,24	40,00	21,00	9,88	
101	1196,00	792,00	562,82	39,06	5,00	2,35	
102	1187,00	793,00	558,59	38,59	6,00	2,82	
103	1769,00	802,00	832,47	34,35	5,00	2,35	
104	2475,00	806,00	1164,71	32,47	29,00	13,65	
105	1993,00	805,00	937,88	32,94	8,00	3,76	
106	2015,00	808,00	948,24	31,53	9,00	4,24	
107	1983,00	811,00	933,18	30,12	6,00	2,82	
108	2215,00	812,00	1042,35	29,65	45,00	21,18	
109	2479,00	812,00	1166,59	29,65	29,00	13,65	
110	1999,00	816,00	940,71	27,76	7,00	3,29	
111	1778,00	818,00	836,71	26,82	5,00	2,35	
112	1975,00	820,00	929,41	25,88	5,00	2,35	
113	1972,00	828,00	928,00	22,12	5,00	2,35	
114	1255,00	830,00	590,59	21,18	11,00	5,18	
115	1163,00	833,00	547,29	19,76	17,00	8,00	
116	2563,00	834,00	1206,12	19,29	5,00	2,35	
117	1161,00	836,00	546,35	18,35	17,00	8,00	
118	1130,00	838,00	531,76	17,41	8,00	3,76	
119	1874,00	839,00	881,88	16,94	40,00	18,82	
120	2532,00	843,00	1191,53	15,06	10,00	4,71	
121	2054,00	846,00	966,59	13,65	13,00	6,12	
122	2535,00	845,00	1192,94	14,12	10,00	4,71	
123	2499,00	847,00	1176,00	13,18	12,00	5,65	
124	1879,00	848,00	884,24	12,71	41,00	19,29	
125	1128,00	849,00	530,82	12,24	5,00	2,35	
126	1037,00	850,00	488,00	11,76	20,00	9,41	
127	2023,00	853,00	952,00	10,35	10,00	4,71	
128	2544,00	852,00	1197,18	10,82	9,00	4,24	
129	1882,00	854,00	885,65	9,88	42,00	19,76	
130	1760,00	855,00	828,24	9,41	16,00	7,53	
131	2008,00	855,00	944,94	9,41	10,00	4,71	
132	872,00	858,00	410,35	8,00	13,00	6,12	
133	2169,00	859,00	1020,71	7,53	48,00	22,59	
134	1770,00	860,00	832,94	7,06	18,00	8,47	
135	2564,00	860,00	1206,59	7,06	6,00	2,82	
136	2296,00	863,00	1080,47	5,65	45,00	21,18	
137	2471,00	864,00	1162,82	5,18	5,00	2,35	
138	2436,00	865,00	1146,35	4,71	6,00	2,82	
139	1982,00	866,00	932,71	4,24	7,00	3,29	
140	2442,00	866,00	1149,18	4,24	6,00	2,82	
141	2295,00	869,00	1080,00	2,82	45,00	21,18	
142	2583,00	869,00	1215,53	2,82	16,00	7,53	
143	2629,00	869,00	1237,18	2,82	11,00	5,18	
144	2061,00	870,00	969,88	2,35	9,00	4,24	
145	1794,00	876,00	844,24	-0,47	29,00	13,65	
146	2702,00	877,00	1271,53	-0,94	31,00	14,59	
147	867,00	878,00	408,00	-1,41	11,00	5,18	
148	2017,00	878,00	949,18	-1,41	6,00	2,82	
149	2705,00	879,00	1272,94	-1,88	31,00	14,59	
150	989,00	880,00	465,41	-2,35	36,00	16,94	
151	1975,00	882,00	929,41	-3,29	5,00	2,35	
152	2582,00	881,00	1215,06	-2,82	16,00	7,53	
153	2707,00	880,00	1273,88	-2,35	31,00	14,59	
154	2715,00	882,00	1277,65	-3,29	31,00	14,59	
155	1990,00	883,00	936,47	-3,76	7,00	3,29	
156	1798,00	886,00	846,12	-5,18	30,00	14,12	
157	863,00	888,00	406,12	-6,12	10,00	4,71	
158	2383,00	890,00	1121,41	-7,06	9,00	4,24	
159	2864,00	892,00	1347,76	-8,00	6,00	2,82	
160	2372,00	892,00	1116,24	-8,00	8,00	3,76	
161	1992,00	895,00	937,41	-9,41	8,00	3,76	
162	2543,00	893,00	1196,71	-8,47	16,00	7,53	
163	888,00	894,00	417,88	-8,94	5,00	2,35	
164	884,00	895,00	416,00	-9,41	5,00	2,35	
165	2513,00	895,00	1182,59	-9,41	15,00	7,06	
166	2364,00	896,00	1112,47	-9,88	9,00	4,24	
167	2600,00	897,00	1223,53	-10,35	13,00	6,12	
168	2497,00	899,00	1175,06	-11,29	17,00	8,00	
169	1759,00	901,00	827,76	-12,24	5,00	2,35	
170	2065,00	900,00	971,76	-11,76	5,00	2,35	
171	1957,00	906,00	920,94	-14,59	5,00	2,35	
172	979,00	905,00	460,71	-14,12	45,00	21,18	
173	2428,00	907,00	1142,59	-15,06	25,00	11,76	
174	2647,00	910,00	1245,65	-16,47	9,00	4,24	
175	2484,00	911,00	1168,94	-16,94	15,00	7,06	
176	2577,00	911,00	1212,71	-16,94	5,00	2,35	
177	2581,00	912,00	1214,59	-17,41	5,00	2,35	
178	2480,00	913,00	1167,06	-17,88	15,00	7,06	
179	2808,00	913,00	1321,41	-17,88	25,00	11,76	
180	2846,00	914,00	1339,29	-18,35	16,00	7,53	
181	1446,00	915,00	680,47	-18,82	13,00	6,12	
182	1835,00	916,00	863,53	-19,29	5,00	2,35	
183	2054,00	915,00	966,59	-18,82	10,00	4,71	
184	2002,00	917,00	942,12	-19,76	6,00	2,82	
185	2869,00	917,00	1350,12	-19,76	16,00	7,53	
186	2457,00	918,00	1156,24	-20,24	20,00	9,41	
187	1437,00	919,00	676,24	-20,71	13,00	6,12	
188	2411,00	919,00	1134,59	-20,71	15,00	7,06	
189	1435,00	920,00	675,29	-21,18	13,00	6,12	
190	1433,00	921,00	674,35	-21,65	13,00	6,12	
191	1421,00	928,00	668,71	-24,94	13,00	6,12	
192	2620,00	923,00	1232,94	-22,59	5,00	2,35	
193	2859,00	922,00	1345,41	-22,12	20,00	9,41	
194	2405,00	923,00	1131,76	-22,59	14,00	6,59	
195	2402,00	924,00	1130,35	-23,06	14,00	6,59	
196	938,00	926,00	441,41	-24,00	34,00	16,00	
197	1834,00	926,00	863,06	-24,00	5,00	2,35	
198	2217,00	925,00	1043,29	-23,53	32,00	15,06	
199	2400,00	925,00	1129,41	-23,53	14,00	6,59	
200	2398,00	926,00	1128,47	-24,00	14,00	6,59	
201	2394,00	928,00	1126,59	-24,94	14,00	6,59	
202	2930,00	929,00	1378,82	-25,41	5,00	2,35	
203	2037,00	934,00	958,59	-27,76	12,00	5,65	
204	2387,00	934,00	1123,29	-27,76	14,00	6,59	
205	2649,00	937,00	1246,59	-29,18	6,00	2,82	
206	2970,00	935,00	1397,65	-28,24	12,00	5,65	
207	2980,00	940,00	1402,35	-30,59	12,00	5,65	
208	2368,00	943,00	1114,35	-32,00	18,00	8,47	
209	2986,00	942,00	1405,18	-31,53	12,00	5,65	
210	908,00	943,00	427,29	-32,00	34,00	16,00	
211	2990,00	944,00	1407,06	-32,47	12,00	5,65	
212	1992,00	947,00	937,41	-33,88	6,00	2,82	
213	2809,00	946,00	1321,88	-33,41	15,00	7,06	
214	2004,00	949,00	943,06	-34,82	6,00	2,82	
215	2020,00	949,00	950,59	-34,82	5,00	2,35	
216	2361,00	949,00	1111,06	-34,82	17,00	8,00	
217	2811,00	949,00	1322,82	-34,82	15,00	7,06	
218	2358,00	950,00	1109,65	-35,29	17,00	8,00	
219	2608,00	950,00	1227,29	-35,29	8,00	3,76	
220	2997,00	952,00	1410,35	-36,24	12,00	5,65	
221	2351,00	953,00	1106,35	-36,71	18,00	8,47	
222	1278,00	954,00	601,41	-37,18	49,00	23,06	
223	1741,00	955,00	819,29	-37,65	6,00	2,82	
224	1939,00	956,00	912,47	-38,12	5,00	2,35	
225	1258,00	957,00	592,00	-38,59	50,00	23,53	
226	2614,00	961,00	1230,12	-40,47	5,00	2,35	
227	1946,00	962,00	915,76	-40,94	5,00	2,35	
228	2049,00	965,00	964,24	-42,35	12,00	5,65	
229	2326,00	965,00	1094,59	-42,35	16,00	7,53	
230	1949,00	970,00	917,18	-44,71	5,00	2,35	
231	2603,00	969,00	1224,94	-44,24	5,00	2,35	
232	1838,00	974,00	864,94	-46,59	9,00	4,24	
233	845,00	976,00	397,65	-47,53	7,00	3,29	
234	2315,00	977,00	1089,41	-48,00	17,00	8,00	
235	2460,00	976,00	1157,65	-47,53	23,00	10,82	
236	3006,00	977,00	1414,59	-48,00	9,00	4,24	
237	2748,00	977,00	1293,18	-48,00	6,00	2,82	
238	2751,00	979,00	1294,59	-48,94	6,00	2,82	
239	1740,00	981,00	818,82	-49,88	11,00	5,18	
240	1763,00	981,00	829,65	-49,88	6,00	2,82	
241	2740,00	981,00	1289,41	-49,88	6,00	2,82	
242	808,00	982,00	380,24	-50,35	7,00	3,29	
243	2036,00	982,00	958,12	-50,35	5,00	2,35	
244	2307,00	983,00	1085,65	-50,82	18,00	8,47	
245	814,00	985,00	383,06	-51,76	7,00	3,29	
246	827,00	987,00	389,18	-52,71	5,00	2,35	
247	2620,00	993,00	1232,94	-55,53	5,00	2,35	
248	3030,00	988,00	1425,88	-53,18	5,00	2,35	
249	795,00	992,00	374,12	-55,06	8,00	3,76	
250	3040,00	989,00	1430,59	-53,65	7,00	3,29	
251	3045,00	991,00	1432,94	-54,59	7,00	3,29	
252	1821,00	991,00	856,94	-54,59	5,00	2,35	
253	889,00	992,00	418,35	-55,06	7,00	3,29	
254	1424,00	994,00	670,12	-56,00	6,00	2,82	
255	2825,00	993,00	1329,41	-55,53	34,00	16,00	
256	2229,00	994,00	1048,94	-56,00	17,00	8,00	
257	3051,00	995,00	1435,76	-56,47	7,00	3,29	
258	1882,00	1001,00	885,65	-59,29	9,00	4,24	
259	890,00	999,00	418,82	-58,35	7,00	3,29	
260	1353,00	998,00	636,71	-57,88	5,00	2,35	
261	2101,00	999,00	988,71	-58,35	5,00	2,35	
262	2759,00	1002,00	1298,35	-59,76	8,00	3,76	
263	921,00	1003,00	433,41	-60,24	8,00	3,76	
264	2765,00	1004,00	1301,18	-60,71	8,00	3,76	
265	1419,00	1007,00	667,76	-62,12	8,00	3,76	
266	2154,00	1010,00	1013,65	-63,53	9,00	4,24	
267	2285,00	1009,00	1075,29	-63,06	14,00	6,59	
268	2776,00	1008,00	1306,35	-62,59	12,00	5,65	
269	1414,00	1009,00	665,41	-63,06	8,00	3,76	
270	2774,00	1009,00	1305,41	-63,06	12,00	5,65	
271	1406,00	1010,00	661,65	-63,53	8,00	3,76	
272	1346,00	1012,00	633,41	-64,47	6,00	2,82	
273	1739,00	1012,00	818,35	-64,47	26,00	12,24	
274	1398,00	1013,00	657,88	-64,94	9,00	4,24	
275	1956,00	1014,00	920,47	-65,41	16,00	7,53	
276	1275,00	1014,00	600,00	-65,41	5,00	2,35	
277	1548,00	1014,00	728,47	-65,41	5,00	2,35	
278	1848,00	1018,00	869,65	-67,29	7,00	3,29	
279	1376,00	1018,00	647,53	-67,29	5,00	2,35	
280	791,00	1020,00	372,24	-68,24	12,00	5,65	
281	1550,00	1023,00	729,41	-69,65	5,00	2,35	
282	2626,00	1022,00	1235,76	-69,18	5,00	2,35	
283	1344,00	1024,00	632,47	-70,12	5,00	2,35	
284	2091,00	1025,00	984,00	-70,59	6,00	2,82	
285	895,00	1027,00	421,18	-71,53	6,00	2,82	
286	850,00	1029,00	400,00	-72,47	26,00	12,24	
287	1341,00	1030,00	631,06	-72,94	5,00	2,35	
288	1222,00	1031,00	575,06	-73,41	5,00	2,35	
289	1575,00	1033,00	741,18	-74,35	13,00	6,12	
290	2271,00	1033,00	1068,71	-74,35	6,00	2,82	
291	2083,00	1034,00	980,24	-74,82	6,00	2,82	
292	2675,00	1035,00	1258,82	-75,29	8,00	3,76	
293	3017,00	1034,00	1419,76	-74,82	27,00	12,71	
294	1645,00	1035,00	774,12	-75,29	5,00	2,35	
295	1718,00	1035,00	808,47	-75,29	18,00	8,47	
296	2081,00	1035,00	979,29	-75,29	6,00	2,82	
297	3021,00	1035,00	1421,65	-75,29	27,00	12,71	
298	1573,00	1036,00	740,24	-75,76	13,00	6,12	
299	1994,00	1037,00	938,35	-76,24	6,00	2,82	
300	2231,00	1037,00	1049,88	-76,24	5,00	2,35	
301	2636,00	1037,00	1240,47	-76,24	5,00	2,35	
302	1339,00	1041,00	630,12	-78,12	5,00	2,35	
303	1706,00	1038,00	802,82	-76,71	16,00	7,53	
304	2006,00	1040,00	944,00	-77,65	6,00	2,82	
305	2327,00	1040,00	1095,06	-77,65	6,00	2,82	
306	2640,00	1039,00	1242,35	-77,18	5,00	2,35	
307	1988,00	1040,00	935,53	-77,65	6,00	2,82	
308	2252,00	1040,00	1059,76	-77,65	6,00	2,82	
309	3034,00	1041,00	1427,76	-78,12	27,00	12,71	
310	1925,00	1044,00	905,88	-79,53	5,00	2,35	
311	821,00	1045,00	386,35	-80,00	14,00	6,59	
312	1318,00	1047,00	620,24	-80,94	5,00	2,35	
313	1667,00	1045,00	784,47	-80,00	5,00	2,35	
314	1346,00	1050,00	633,41	-82,35	5,00	2,35	
315	1950,00	1050,00	917,65	-82,35	5,00	2,35	
316	1977,00	1049,00	930,35	-81,88	5,00	2,35	
317	2472,00	1049,00	1163,29	-81,88	7,00	3,29	
318	1973,00	1050,00	928,47	-82,35	5,00	2,35	
319	2674,00	1050,00	1258,35	-82,35	6,00	2,82	
320	2436,00	1052,00	1146,35	-83,29	5,00	2,35	
321	1700,00	1053,00	800,00	-83,76	12,00	5,65	
322	930,00	1053,00	437,65	-83,76	14,00	6,59	
323	2461,00	1055,00	1158,12	-84,71	5,00	2,35	
324	1572,00	1059,00	739,76	-86,59	10,00	4,71	
325	1823,00	1055,00	857,88	-84,71	5,00	2,35	
326	2434,00	1056,00	1145,41	-85,18	5,00	2,35	
327	2622,00	1057,00	1233,88	-85,65	7,00	3,29	
328	819,00	1059,00	385,41	-86,59	15,00	7,06	
329	2530,00	1058,00	1190,59	-86,12	9,00	4,24	
330	862,00	1059,00	405,65	-86,59	5,00	2,35	
331	2014,00	1062,00	947,76	-88,00	5,00	2,35	
332	2168,00	1062,00	1020,24	-88,00	6,00	2,82	
333	2411,00	1061,00	1134,59	-87,53	6,00	2,82	
334	1870,00	1064,00	880,00	-88,94	5,00	2,35	
335	1611,00	1065,00	758,12	-89,41	6,00	2,82	
336	1356,00	1067,00	638,12	-90,35	5,00	2,35	
337	1697,00	1067,00	798,59	-90,35	14,00	6,59	
338	2175,00	1067,00	1023,53	-90,35	5,00	2,35	
339	2227,00	1067,00	1048,00	-90,35	6,00	2,82	
340	2185,00	1069,00	1028,24	-91,29	5,00	2,35	
341	1363,00	1070,00	641,41	-91,76	5,00	2,35	
342	1677,00	1070,00	789,18	-91,76	15,00	7,06	
343	2398,00	1071,00	1128,47	-92,24	6,00	2,82	
344	2460,00	1071,00	1157,65	-92,24	6,00	2,82	
345	3072,00	1073,00	1445,65	-93,18	41,00	19,29	
346	1380,00	1072,00	649,41	-92,71	5,00	2,35	
347	1416,00	1075,00	666,35	-94,12	7,00	3,29	
348	2214,00	1073,00	1041,88	-93,18	5,00	2,35	
349	2567,00	1073,00	1208,00	-93,18	5,00	2,35	
350	1901,00	1075,00	894,59	-94,12	7,00	3,29	
351	2271,00	1076,00	1068,71	-94,59	6,00	2,82	
352	1232,00	1076,00	579,76	-94,59	27,00	12,71	
353	1616,00	1078,00	760,47	-95,53	6,00	2,82	
354	2576,00	1078,00	1212,24	-95,53	6,00	2,82	
355	1426,00	1081,00	671,06	-96,94	6,00	2,82	
356	914,00	1084,00	430,12	-98,35	6,00	2,82	
357	2474,00	1083,00	1164,24	-97,88	5,00	2,35	
358	2002,00	1084,00	942,12	-98,35	5,00	2,35	
359	2276,00	1085,00	1071,06	-98,82	5,00	2,35	
360	926,00	1086,00	435,76	-99,29	7,00	3,29	
361	1301,00	1086,00	612,24	-99,29	27,00	12,71	
362	3461,00	1088,00	1628,71	-100,24	16,00	7,53	
363	2077,00	1089,00	977,41	-100,71	6,00	2,82	
364	3467,00	1090,00	1631,53	-101,18	16,00	7,53	
365	2084,00	1091,00	980,71	-101,65	5,00	2,35	
366	2125,00	1091,00	1000,00	-101,65	5,00	2,35	
367	3470,00	1092,00	1632,94	-102,12	16,00	7,53	
368	1446,00	1093,00	680,47	-102,59	6,00	2,82	
369	1913,00	1092,00	900,24	-102,12	5,00	2,35	
370	1975,00	1092,00	929,41	-102,12	5,00	2,35	
371	1317,00	1096,00	619,76	-104,00	21,00	9,88	
372	2127,00	1096,00	1000,94	-104,00	5,00	2,35	
373	2630,00	1096,00	1237,65	-104,00	6,00	2,82	
374	1319,00	1097,00	620,71	-104,47	21,00	9,88	
375	1702,00	1097,00	800,94	-104,47	6,00	2,82	
376	1321,00	1098,00	621,65	-104,94	21,00	9,88	
377	1963,00	1098,00	923,76	-104,94	5,00	2,35	
378	2111,00	1098,00	993,41	-104,94	5,00	2,35	
379	1326,00	1099,00	624,00	-105,41	21,00	9,88	
380	1452,00	1099,00	683,29	-105,41	6,00	2,82	
381	1956,00	1101,00	920,47	-106,35	5,00	2,35	
382	3476,00	1099,00	1635,76	-105,41	16,00	7,53	
383	2094,00	1100,00	985,41	-105,88	9,00	4,24	
384	920,00	1101,00	432,94	-106,35	5,00	2,35	
385	2154,00	1101,00	1013,65	-106,35	5,00	2,35	
386	2069,00	1102,00	973,65	-106,82	5,00	2,35	
387	2579,00	1103,00	1213,65	-107,29	6,00	2,82	
388	2960,00	1103,00	1392,94	-107,29	5,00	2,35	
389	742,00	1104,00	349,18	-107,76	26,00	12,24	
390	1735,00	1104,00	816,47	-107,76	5,00	2,35	
391	1504,00	1107,00	707,76	-109,18	6,00	2,82	
392	1796,00	1106,00	845,18	-108,71	5,00	2,35	
393	1928,00	1107,00	907,29	-109,18	5,00	2,35	
394	2176,00	1108,00	1024,00	-109,65	6,00	2,82	
395	2636,00	1107,00	1240,47	-109,18	6,00	2,82	
396	3011,00	1109,00	1416,94	-110,12	10,00	4,71	
397	1260,00	1109,00	592,94	-110,12	6,00	2,82	
398	2207,00	1109,00	1038,59	-110,12	5,00	2,35	
399	2463,00	1111,00	1159,06	-111,06	5,00	2,35	
400	2499,00	1111,00	1176,00	-111,06	5,00	2,35	
401	1417,00	1110,00	666,82	-110,59	7,00	3,29	
402	1483,00	1110,00	697,88	-110,59	5,00	2,35	
403	2722,00	1110,00	1280,94	-110,59	33,00	15,53	
404	1239,00	1111,00	583,06	-111,06	11,00	5,18	
405	2166,00	1111,00	1019,29	-111,06	5,00	2,35	
406	3086,00	1112,00	1452,24	-111,53	48,00	22,59	
407	1354,00	1113,00	637,18	-112,00	15,00	7,06	
408	2630,00	1114,00	1237,65	-112,47	7,00	3,29	
409	3141,00	1114,00	1478,12	-112,47	23,00	10,82	
410	2216,00	1115,00	1042,82	-112,94	5,00	2,35	
411	1536,00	1116,00	722,82	-113,41	9,00	4,24	
412	1651,00	1116,00	776,94	-113,41	5,00	2,35	
413	2050,00	1117,00	964,71	-113,88	5,00	2,35	
414	2209,00	1117,00	1039,53	-113,88	6,00	2,82	
415	2596,00	1120,00	1221,65	-115,29	5,00	2,35	
416	3163,00	1122,00	1488,47	-116,24	22,00	10,35	
417	1929,00	1123,00	907,76	-116,71	5,00	2,35	
418	3505,00	1126,00	1649,41	-118,12	8,00	3,76	
419	929,00	1125,00	437,18	-117,65	7,00	3,29	
420	1642,00	1125,00	772,71	-117,65	5,00	2,35	
421	2208,00	1127,00	1039,06	-118,59	5,00	2,35	
422	2257,00	1125,00	1062,12	-117,65	5,00	2,35	
423	2043,00	1126,00	961,41	-118,12	6,00	2,82	
424	2772,00	1126,00	1304,47	-118,12	6,00	2,82	
425	969,00	1128,00	456,00	-119,06	9,00	4,24	
426	2913,00	1129,00	1370,82	-119,53	7,00	3,29	
427	857,00	1132,00	403,29	-120,94	42,00	19,76	
428	1243,00	1131,00	584,94	-120,47	5,00	2,35	
429	1873,00	1133,00	881,41	-121,41	5,00	2,35	
430	3180,00	1134,00	1496,47	-121,88	25,00	11,76	
431	3578,00	1133,00	1683,76	-121,41	23,00	10,82	
432	1406,00	1134,00	661,65	-121,88	5,00	2,35	
433	1612,00	1134,00	758,59	-121,88	5,00	2,35	
434	1742,00	1134,00	819,76	-121,88	8,00	3,76	
435	1868,00	1134,00	879,06	-121,88	5,00	2,35	
436	2229,00	1134,00	1048,94	-121,88	5,00	2,35	
437	2615,00	1134,00	1230,59	-121,88	5,00	2,35	
438	1733,00	1137,00	815,53	-123,29	6,00	2,82	
439	2461,00	1139,00	1158,12	-124,24	5,00	2,35	
440	3619,00	1138,00	1703,06	-123,76	18,00	8,47	
441	2269,00	1139,00	1067,76	-124,24	5,00	2,35	
442	2793,00	1139,00	1314,35	-124,24	5,00	2,35	
443	797,00	1140,00	375,06	-124,71	6,00	2,82	
444	790,00	1143,00	371,76	-126,12	8,00	3,76	
445	3626,00	1143,00	1706,35	-126,12	18,00	8,47	
446	1414,00	1145,00	665,41	-127,06	5,00	2,35	
447	2750,00	1146,00	1294,12	-127,53	5,00	2,35	
448	2756,00	1147,00	1296,94	-128,00	5,00	2,35	
449	1730,00	1148,00	814,12	-128,47	6,00	2,82	
450	2273,00	1148,00	1069,65	-128,47	5,00	2,35	
451	2472,00	1148,00	1163,29	-128,47	5,00	2,35	
452	784,00	1150,00	368,94	-129,41	7,00	3,29	
453	2036,00	1153,00	958,12	-130,82	5,00	2,35	
454	2910,00	1152,00	1369,41	-130,35	5,00	2,35	
455	2925,00	1152,00	1376,47	-130,35	5,00	2,35	
456	3184,00	1152,00	1498,35	-130,35	23,00	10,82	
457	1200,00	1153,00	564,71	-130,82	8,00	3,76	
458	1925,00	1153,00	905,88	-130,82	5,00	2,35	
459	1937,00	1152,00	911,53	-130,35	6,00	2,82	
460	3656,00	1153,00	1720,47	-130,82	8,00	3,76	
461	2576,00	1165,00	1212,24	-136,47	5,00	2,35	
462	3020,00	1154,00	1421,18	-131,29	22,00	10,35	
463	2213,00	1155,00	1041,41	-131,76	6,00	2,82	
464	2228,00	1156,00	1048,47	-132,24	5,00	2,35	
465	2990,00	1155,00	1407,06	-131,76	28,00	13,18	
466	3279,00	1157,00	1543,06	-132,71	22,00	10,35	
467	1185,00	1159,00	557,65	-133,65	7,00	3,29	
468	1659,00	1159,00	780,71	-133,65	6,00	2,82	
469	1971,00	1159,00	927,53	-133,65	5,00	2,35	
470	2483,00	1160,00	1168,47	-134,12	5,00	2,35	
471	3531,00	1160,00	1661,65	-134,12	7,00	3,29	
472	1988,00	1161,00	935,53	-134,59	7,00	3,29	
