Circle #	Center X	Center Y	Center X (µm)	Center Y (µm)	Radius	Radius (µm)	
485	1999,00	956,00	940,71	-38,12	6,00	2,82	
486	1956,00	953,00	920,47	-36,71	15,00	7,06	
487	2610,00	958,00	1228,24	-39,06	5,00	2,35	
488	2017,00	956,00	949,18	-38,12	7,00	3,29	
489	2243,00	958,00	1055,53	-39,06	6,00	2,82	
490	2297,00	957,00	1080,94	-38,59	9,00	4,24	
491	1867,00	959,00	878,59	-39,53	5,00	2,35	
492	2659,00	959,00	1251,29	-39,53	5,00	2,35	
493	2289,00	961,00	1077,18	-40,47	10,00	4,71	
494	2406,00	961,00	1132,24	-40,47	7,00	3,29	
495	1608,00	962,00	756,71	-40,94	9,00	4,24	
496	1694,00	963,00	797,18	-41,41	6,00	2,82	
497	2449,00	965,00	1152,47	-42,35	8,00	3,76	
498	1622,00	968,00	763,29	-43,76	6,00	2,82	
499	1759,00	964,00	827,76	-41,88	6,00	2,82	
500	1941,00	965,00	913,41	-42,35	20,00	9,41	
501	2421,00	964,00	1139,29	-41,88	8,00	3,76	
502	2369,00	965,00	1114,82	-42,35	11,00	5,18	
503	1654,00	967,00	778,35	-43,29	6,00	2,82	
504	2615,00	968,00	1230,59	-43,76	6,00	2,82	
505	1852,00	968,00	871,53	-43,76	5,00	2,35	
506	2265,00	970,00	1065,88	-44,71	11,00	5,18	
507	2384,00	971,00	1121,88	-45,18	5,00	2,35	
508	2662,00	970,00	1252,71	-44,71	8,00	3,76	
509	2606,00	972,00	1226,35	-45,65	5,00	2,35	
510	1738,00	973,00	817,88	-46,12	5,00	2,35	
511	2637,00	972,00	1240,94	-45,65	9,00	4,24	
512	1639,00	974,00	771,29	-46,59	6,00	2,82	
513	1557,00	980,00	732,71	-49,41	17,00	8,00	
514	1652,00	976,00	777,41	-47,53	5,00	2,35	
515	1815,00	976,00	854,12	-47,53	5,00	2,35	
516	1829,00	977,00	860,71	-48,00	6,00	2,82	
517	1714,00	978,00	806,59	-48,47	5,00	2,35	
518	1879,00	978,00	884,24	-48,47	6,00	2,82	
519	1610,00	978,00	757,65	-48,47	5,00	2,35	
520	1280,00	982,00	602,35	-50,35	7,00	3,29	
521	1859,00	982,00	874,82	-50,35	8,00	3,76	
522	2002,00	982,00	942,12	-50,35	6,00	2,82	
523	1828,00	987,00	860,24	-52,71	5,00	2,35	
524	1595,00	989,00	750,59	-53,65	7,00	3,29	
525	1613,00	990,00	759,06	-54,12	5,00	2,35	
526	1744,00	991,00	820,71	-54,59	5,00	2,35	
527	1801,00	992,00	847,53	-55,06	16,00	7,53	
528	1840,00	992,00	865,88	-55,06	6,00	2,82	
529	1857,00	993,00	873,88	-55,53	6,00	2,82	
530	2227,00	995,00	1048,00	-56,47	7,00	3,29	
531	2248,00	994,00	1057,88	-56,00	7,00	3,29	
532	1981,00	996,00	932,24	-56,94	6,00	2,82	
533	2494,00	996,00	1173,65	-56,94	5,00	2,35	
534	1833,00	997,00	862,59	-57,41	7,00	3,29	
535	2221,00	997,00	1045,18	-57,41	7,00	3,29	
536	2217,00	998,00	1043,29	-57,88	7,00	3,29	
537	2322,00	1001,00	1092,71	-59,29	22,00	10,35	
538	2506,00	999,00	1179,29	-58,35	5,00	2,35	
539	2567,00	1000,00	1208,00	-58,82	29,00	13,65	
540	1538,00	1000,00	723,76	-58,82	5,00	2,35	
541	1455,00	1001,00	684,71	-59,29	17,00	8,00	
542	2357,00	1005,00	1109,18	-61,18	6,00	2,82	
543	2462,00	1003,00	1158,59	-60,24	9,00	4,24	
544	1625,00	1004,00	764,71	-60,71	6,00	2,82	
545	2202,00	1007,00	1036,24	-62,12	6,00	2,82	
546	2393,00	1006,00	1126,12	-61,65	8,00	3,76	
547	2163,00	1005,00	1017,88	-61,18	6,00	2,82	
548	2245,00	1005,00	1056,47	-61,18	8,00	3,76	
549	2434,00	1009,00	1145,41	-63,06	16,00	7,53	
550	2306,00	1010,00	1085,18	-63,53	17,00	8,00	
551	2435,00	1011,00	1145,88	-64,00	16,00	7,53	
552	2299,00	1013,00	1081,88	-64,94	18,00	8,47	
553	2407,00	1013,00	1132,71	-64,94	5,00	2,35	
554	2297,00	1014,00	1080,94	-65,41	18,00	8,47	
555	1646,00	1018,00	774,59	-67,29	15,00	7,06	
556	1916,00	1017,00	901,65	-66,82	5,00	2,35	
557	1974,00	1017,00	928,94	-66,82	5,00	2,35	
558	2174,00	1018,00	1023,06	-67,29	8,00	3,76	
559	1724,00	1018,00	811,29	-67,29	17,00	8,00	
560	1940,00	1020,00	912,94	-68,24	6,00	2,82	
561	1416,00	1019,00	666,35	-67,76	8,00	3,76	
562	1804,00	1020,00	848,94	-68,24	6,00	2,82	
563	1917,00	1020,00	902,12	-68,24	5,00	2,35	
564	1509,00	1021,00	710,12	-68,71	5,00	2,35	
565	1774,00	1022,00	834,82	-69,18	5,00	2,35	
566	2440,00	1023,00	1148,24	-69,65	20,00	9,41	
567	2149,00	1024,00	1011,29	-70,12	5,00	2,35	
568	2400,00	1025,00	1129,41	-70,59	5,00	2,35	
569	1600,00	1025,00	752,94	-70,59	12,00	5,65	
570	1775,00	1026,00	835,29	-71,06	5,00	2,35	
571	1865,00	1026,00	877,65	-71,06	14,00	6,59	
572	1628,00	1027,00	766,12	-71,53	12,00	5,65	
573	2280,00	1028,00	1072,94	-72,00	21,00	9,88	
574	1839,00	1029,00	865,41	-72,47	11,00	5,18	
575	2469,00	1029,00	1161,88	-72,47	8,00	3,76	
576	2490,00	1036,00	1171,76	-75,76	5,00	2,35	
577	1690,00	1038,00	795,29	-76,71	25,00	11,76	
578	1310,00	1039,00	616,47	-77,18	17,00	8,00	
579	1507,00	1039,00	709,18	-77,18	8,00	3,76	
580	1502,00	1040,00	706,82	-77,65	8,00	3,76	
581	2516,00	1041,00	1184,00	-78,12	6,00	2,82	
582	2259,00	1043,00	1063,06	-79,06	29,00	13,65	
583	1754,00	1044,00	825,41	-79,53	5,00	2,35	
584	2614,00	1044,00	1230,12	-79,53	10,00	4,71	
585	1411,00	1046,00	664,00	-80,47	5,00	2,35	
586	2302,00	1045,00	1083,29	-80,00	10,00	4,71	
587	2176,00	1047,00	1024,00	-80,94	6,00	2,82	
588	2348,00	1049,00	1104,94	-81,88	12,00	5,65	
589	1789,00	1049,00	841,88	-81,88	9,00	4,24	
590	2018,00	1050,00	949,65	-82,35	6,00	2,82	
591	2434,00	1050,00	1145,41	-82,35	14,00	6,59	
592	2594,00	1050,00	1220,71	-82,35	5,00	2,35	
593	2149,00	1051,00	1011,29	-82,82	8,00	3,76	
594	1486,00	1052,00	699,29	-83,29	5,00	2,35	
595	1891,00	1054,00	889,88	-84,24	11,00	5,18	
596	1722,00	1054,00	810,35	-84,24	13,00	6,12	
597	2470,00	1054,00	1162,35	-84,24	5,00	2,35	
598	2523,00	1056,00	1187,29	-85,18	5,00	2,35	
599	1990,00	1055,00	936,47	-84,71	10,00	4,71	
600	2330,00	1056,00	1096,47	-85,18	6,00	2,82	
601	2496,00	1057,00	1174,59	-85,65	8,00	3,76	
602	2564,00	1060,00	1206,59	-87,06	5,00	2,35	
603	1761,00	1061,00	828,71	-87,53	7,00	3,29	
604	1281,00	1061,00	602,82	-87,53	6,00	2,82	
605	1962,00	1063,00	923,29	-88,47	19,00	8,94	
606	2545,00	1063,00	1197,65	-88,47	7,00	3,29	
607	1314,00	1064,00	618,35	-88,94	14,00	6,59	
608	1284,00	1066,00	604,24	-89,88	6,00	2,82	
609	2379,00	1066,00	1119,53	-89,88	6,00	2,82	
610	2537,00	1066,00	1193,88	-89,88	9,00	4,24	
611	1411,00	1067,00	664,00	-90,35	6,00	2,82	
612	1737,00	1067,00	817,41	-90,35	13,00	6,12	
613	2400,00	1068,00	1129,41	-90,82	5,00	2,35	
614	1607,00	1071,00	756,24	-92,24	12,00	5,65	
615	1868,00	1072,00	879,06	-92,71	7,00	3,29	
616	2259,00	1074,00	1063,06	-93,65	28,00	13,18	
617	2031,00	1074,00	955,76	-93,65	8,00	3,76	
618	1323,00	1074,00	622,59	-93,65	13,00	6,12	
619	1953,00	1075,00	919,06	-94,12	18,00	8,47	
620	1359,00	1077,00	639,53	-95,06	6,00	2,82	
621	1622,00	1077,00	763,29	-95,06	11,00	5,18	
622	1913,00	1076,00	900,24	-94,59	6,00	2,82	
623	2512,00	1077,00	1182,12	-95,06	5,00	2,35	
624	2586,00	1078,00	1216,94	-95,53	5,00	2,35	
625	1579,00	1080,00	743,06	-96,47	9,00	4,24	
626	2081,00	1080,00	979,29	-96,47	28,00	13,18	
627	2498,00	1080,00	1175,53	-96,47	9,00	4,24	
628	2594,00	1081,00	1220,71	-96,94	5,00	2,35	
629	2602,00	1082,00	1224,47	-97,41	5,00	2,35	
630	1354,00	1087,00	637,18	-99,76	9,00	4,24	
631	2000,00	1086,00	941,18	-99,29	8,00	3,76	
632	2022,00	1088,00	951,53	-100,24	9,00	4,24	
633	2393,00	1088,00	1126,12	-100,24	9,00	4,24	
634	1629,00	1090,00	766,59	-101,18	9,00	4,24	
635	2397,00	1090,00	1128,00	-101,18	8,00	3,76	
636	2399,00	1091,00	1128,94	-101,65	8,00	3,76	
637	2430,00	1091,00	1143,53	-101,65	10,00	4,71	
638	2176,00	1094,00	1024,00	-103,06	10,00	4,71	
639	1639,00	1095,00	771,29	-103,53	12,00	5,65	
640	1996,00	1096,00	939,29	-104,00	8,00	3,76	
641	2560,00	1095,00	1204,71	-103,53	14,00	6,59	
642	1844,00	1099,00	867,76	-105,41	5,00	2,35	
643	2286,00	1099,00	1075,76	-105,41	23,00	10,82	
644	1553,00	1101,00	730,82	-106,35	9,00	4,24	
645	2335,00	1103,00	1098,82	-107,29	5,00	2,35	
646	2503,00	1102,00	1177,88	-106,82	5,00	2,35	
647	1581,00	1103,00	744,00	-107,29	5,00	2,35	
648	1685,00	1107,00	792,94	-109,18	9,00	4,24	
649	1941,00	1109,00	913,41	-110,12	13,00	6,12	
650	2172,00	1110,00	1022,12	-110,59	9,00	4,24	
651	2370,00	1110,00	1115,29	-110,59	5,00	2,35	
652	1634,00	1111,00	768,94	-111,06	9,00	4,24	
653	2314,00	1111,00	1088,94	-111,06	5,00	2,35	
654	2447,00	1111,00	1151,53	-111,06	11,00	5,18	
655	1862,00	1112,00	876,24	-111,53	7,00	3,29	
656	2208,00	1114,00	1039,06	-112,47	6,00	2,82	
657	1536,00	1116,00	722,82	-113,41	15,00	7,06	
658	2000,00	1114,00	941,18	-112,47	11,00	5,18	
659	2470,00	1114,00	1162,35	-112,47	10,00	4,71	
660	1632,00	1117,00	768,00	-113,88	10,00	4,71	
661	2115,00	1117,00	995,29	-113,88	9,00	4,24	
662	1867,00	1121,00	878,59	-115,76	10,00	4,71	
663	2465,00	1122,00	1160,00	-116,24	11,00	5,18	
664	2527,00	1125,00	1189,18	-117,65	7,00	3,29	
665	1577,00	1124,00	742,12	-117,18	6,00	2,82	
666	2589,00	1123,00	1218,35	-116,71	18,00	8,47	
667	1988,00	1126,00	935,53	-118,12	9,00	4,24	
668	1510,00	1126,00	710,59	-118,12	11,00	5,18	
669	1924,00	1130,00	905,41	-120,00	15,00	7,06	
670	2396,00	1126,00	1127,53	-118,12	6,00	2,82	
671	1647,00	1129,00	775,06	-119,53	7,00	3,29	
672	2059,00	1128,00	968,94	-119,06	9,00	4,24	
673	2209,00	1127,00	1039,53	-118,59	7,00	3,29	
674	2506,00	1127,00	1179,29	-118,59	10,00	4,71	
675	1593,00	1129,00	749,65	-119,53	5,00	2,35	
676	1854,00	1128,00	872,47	-119,06	8,00	3,76	
677	2275,00	1128,00	1070,59	-119,06	13,00	6,12	
678	2616,00	1129,00	1231,06	-119,53	7,00	3,29	
679	2165,00	1131,00	1018,82	-120,47	7,00	3,29	
680	2273,00	1131,00	1069,65	-120,47	13,00	6,12	
681	1889,00	1131,00	888,94	-120,47	5,00	2,35	
682	2193,00	1133,00	1032,00	-121,41	5,00	2,35	
683	2178,00	1135,00	1024,94	-122,35	5,00	2,35	
684	1690,00	1135,00	795,29	-122,35	9,00	4,24	
685	2131,00	1135,00	1002,82	-122,35	17,00	8,00	
686	2547,00	1135,00	1198,59	-122,35	9,00	4,24	
687	1664,00	1136,00	783,06	-122,82	8,00	3,76	
688	1990,00	1137,00	936,47	-123,29	6,00	2,82	
689	1568,00	1138,00	737,88	-123,76	6,00	2,82	
690	2523,00	1139,00	1187,29	-124,24	5,00	2,35	
691	1612,00	1141,00	758,59	-125,18	9,00	4,24	
692	2247,00	1142,00	1057,41	-125,65	6,00	2,82	
693	2378,00	1142,00	1119,06	-125,65	18,00	8,47	
694	1992,00	1143,00	937,41	-126,12	6,00	2,82	
695	2040,00	1145,00	960,00	-127,06	7,00	3,29	
696	2306,00	1146,00	1085,18	-127,53	8,00	3,76	
697	1554,00	1146,00	731,29	-127,53	7,00	3,29	
698	1956,00	1147,00	920,47	-128,00	5,00	2,35	
699	2075,00	1146,00	976,47	-127,53	12,00	5,65	
700	1560,00	1148,00	734,12	-128,47	7,00	3,29	
701	2182,00	1150,00	1026,82	-129,41	6,00	2,82	
702	2222,00	1149,00	1045,65	-128,94	5,00	2,35	
703	2549,00	1149,00	1199,53	-128,94	5,00	2,35	
704	1522,00	1150,00	716,24	-129,41	5,00	2,35	
705	1639,00	1150,00	771,29	-129,41	6,00	2,82	
706	1901,00	1150,00	894,59	-129,41	6,00	2,82	
707	1920,00	1150,00	903,53	-129,41	9,00	4,24	
708	1719,00	1152,00	808,94	-130,35	8,00	3,76	
709	2249,00	1152,00	1058,35	-130,35	5,00	2,35	
710	2598,00	1153,00	1222,59	-130,82	13,00	6,12	
711	2252,00	1153,00	1059,76	-130,82	5,00	2,35	
712	1946,00	1154,00	915,76	-131,29	7,00	3,29	
713	1623,00	1156,00	763,76	-132,24	6,00	2,82	
714	2380,00	1157,00	1120,00	-132,71	20,00	9,41	
715	1544,00	1156,00	726,59	-132,24	7,00	3,29	
716	2048,00	1156,00	963,76	-132,24	5,00	2,35	
717	1944,00	1157,00	914,82	-132,71	7,00	3,29	
718	1721,00	1158,00	809,88	-133,18	9,00	4,24	
719	2197,00	1158,00	1033,88	-133,18	12,00	5,65	
720	1997,00	1160,00	939,76	-134,12	5,00	2,35	
721	1833,00	1164,00	862,59	-136,00	23,00	10,82	
722	1888,00	1160,00	888,47	-134,12	5,00	2,35	
723	1898,00	1161,00	893,18	-134,59	5,00	2,35	
724	1486,00	1163,00	699,29	-135,53	11,00	5,18	
725	1921,00	1163,00	904,00	-135,53	11,00	5,18	
726	1518,00	1167,00	714,35	-137,41	5,00	2,35	
727	1744,00	1166,00	820,71	-136,94	6,00	2,82	
728	2125,00	1167,00	1000,00	-137,41	11,00	5,18	
729	2127,00	1171,00	1000,94	-139,29	11,00	5,18	
730	2615,00	1172,00	1230,59	-139,76	5,00	2,35	
731	2033,00	1173,00	956,71	-140,24	5,00	2,35	
732	1985,00	1174,00	934,12	-140,71	5,00	2,35	
733	2242,00	1174,00	1055,06	-140,71	10,00	4,71	
734	1749,00	1177,00	823,06	-142,12	5,00	2,35	
735	1668,00	1177,00	784,94	-142,12	7,00	3,29	
736	1786,00	1177,00	840,47	-142,12	7,00	3,29	
737	1927,00	1177,00	906,82	-142,12	9,00	4,24	
738	1977,00	1177,00	930,35	-142,12	5,00	2,35	
739	1880,00	1179,00	884,71	-143,06	5,00	2,35	
740	2016,00	1179,00	948,71	-143,06	5,00	2,35	
741	1714,00	1182,00	806,59	-144,47	8,00	3,76	
742	2461,00	1183,00	1158,12	-144,94	5,00	2,35	
743	2478,00	1182,00	1166,12	-144,47	10,00	4,71	
744	2521,00	1182,00	1186,35	-144,47	19,00	8,94	
745	2265,00	1183,00	1065,88	-144,94	5,00	2,35	
746	2343,00	1184,00	1102,59	-145,41	31,00	14,59	
747	2595,00	1184,00	1221,18	-145,41	11,00	5,18	
748	2120,00	1190,00	997,65	-148,24	10,00	4,71	
749	2342,00	1187,00	1102,12	-146,82	31,00	14,59	
750	2016,00	1188,00	948,71	-147,29	6,00	2,82	
751	1599,00	1189,00	752,47	-147,76	13,00	6,12	
752	2013,00	1189,00	947,29	-147,76	6,00	2,82	
753	2247,00	1189,00	1057,41	-147,76	5,00	2,35	
754	1974,00	1191,00	928,94	-148,71	5,00	2,35	
755	1613,00	1193,00	759,06	-149,65	10,00	4,71	
756	2334,00	1193,00	1098,35	-149,65	30,00	14,12	
757	1631,00	1195,00	767,53	-150,59	5,00	2,35	
758	1745,00	1201,00	821,18	-153,41	5,00	2,35	
759	2251,00	1196,00	1059,29	-151,06	6,00	2,82	
760	2470,00	1197,00	1162,35	-151,53	8,00	3,76	
761	1668,00	1200,00	784,94	-152,94	16,00	7,53	
762	1963,00	1198,00	923,76	-152,00	6,00	2,82	
763	2272,00	1201,00	1069,18	-153,41	5,00	2,35	
764	2533,00	1201,00	1192,00	-153,41	27,00	12,71	
765	1726,00	1201,00	812,24	-153,41	6,00	2,82	
766	1776,00	1201,00	835,76	-153,41	7,00	3,29	
767	2287,00	1202,00	1076,24	-153,88	5,00	2,35	
768	2486,00	1203,00	1169,88	-154,35	5,00	2,35	
769	2610,00	1203,00	1228,24	-154,35	7,00	3,29	
770	2105,00	1204,00	990,59	-154,82	9,00	4,24	
771	1713,00	1205,00	806,12	-155,29	7,00	3,29	
772	2041,00	1207,00	960,47	-156,24	11,00	5,18	
773	1904,00	1208,00	896,00	-156,71	5,00	2,35	
774	2568,00	1209,00	1208,47	-157,18	5,00	2,35	
775	1919,00	1211,00	903,06	-158,12	7,00	3,29	
776	1937,00	1211,00	911,53	-158,12	5,00	2,35	
777	2092,00	1211,00	984,47	-158,12	8,00	3,76	
778	1969,00	1211,00	926,59	-158,12	5,00	2,35	
779	2632,00	1211,00	1238,59	-158,12	12,00	5,65	
780	2268,00	1212,00	1067,29	-158,59	5,00	2,35	
781	1601,00	1213,00	753,41	-159,06	7,00	3,29	
782	1968,00	1214,00	926,12	-159,53	5,00	2,35	
783	1541,00	1216,00	725,18	-160,47	32,00	15,06	
784	2060,00	1216,00	969,41	-160,47	9,00	4,24	
785	2381,00	1216,00	1120,47	-160,47	5,00	2,35	
786	2454,00	1215,00	1154,82	-160,00	15,00	7,06	
787	1676,00	1216,00	788,71	-160,47	12,00	5,65	
788	1746,00	1216,00	821,65	-160,47	5,00	2,35	
789	2499,00	1219,00	1176,00	-161,88	8,00	3,76	
790	2008,00	1221,00	944,94	-162,82	6,00	2,82	
791	2038,00	1223,00	959,06	-163,76	8,00	3,76	
792	2575,00	1224,00	1211,76	-164,24	5,00	2,35	
793	1978,00	1225,00	930,82	-164,71	7,00	3,29	
794	2110,00	1224,00	992,94	-164,24	6,00	2,82	
795	1933,00	1226,00	909,65	-165,18	5,00	2,35	
796	2067,00	1225,00	972,71	-164,71	6,00	2,82	
797	2367,00	1226,00	1113,88	-165,18	5,00	2,35	
798	2456,00	1228,00	1155,76	-166,12	14,00	6,59	
799	1864,00	1231,00	877,18	-167,53	5,00	2,35	
800	1970,00	1228,00	927,06	-166,12	7,00	3,29	
801	2280,00	1229,00	1072,94	-166,59	5,00	2,35	
802	2117,00	1230,00	996,24	-167,06	6,00	2,82	
803	1955,00	1231,00	920,00	-167,53	5,00	2,35	
804	2582,00	1233,00	1215,06	-168,47	8,00	3,76	
805	2523,00	1237,00	1187,29	-170,35	6,00	2,82	
806	2006,00	1237,00	944,00	-170,35	5,00	2,35	
807	2348,00	1237,00	1104,94	-170,35	5,00	2,35	
808	2590,00	1238,00	1218,82	-170,82	7,00	3,29	
809	1765,00	1240,00	830,59	-171,76	8,00	3,76	
810	1833,00	1240,00	862,59	-171,76	17,00	8,00	
811	2253,00	1239,00	1060,24	-171,29	15,00	7,06	
812	2607,00	1239,00	1226,82	-171,29	7,00	3,29	
813	1946,00	1243,00	915,76	-173,18	5,00	2,35	
814	2403,00	1242,00	1130,82	-172,71	7,00	3,29	
815	1737,00	1243,00	817,41	-173,18	8,00	3,76	
816	1756,00	1243,00	826,35	-173,18	8,00	3,76	
817	1877,00	1245,00	883,29	-174,12	5,00	2,35	
818	2553,00	1244,00	1201,41	-173,65	5,00	2,35	
819	1857,00	1246,00	873,88	-174,59	5,00	2,35	
820	2499,00	1246,00	1176,00	-174,59	5,00	2,35	
821	1630,00	1247,00	767,06	-175,06	5,00	2,35	
822	1972,00	1248,00	928,00	-175,53	5,00	2,35	
823	2291,00	1249,00	1078,12	-176,00	6,00	2,82	
824	2552,00	1248,00	1200,94	-175,53	5,00	2,35	
825	1897,00	1250,00	892,71	-176,47	6,00	2,82	
826	2426,00	1252,00	1141,65	-177,41	5,00	2,35	
827	2563,00	1255,00	1206,12	-178,82	5,00	2,35	
828	1577,00	1253,00	742,12	-177,88	5,00	2,35	
829	2475,00	1254,00	1164,71	-178,35	5,00	2,35	
830	2021,00	1258,00	951,06	-180,24	18,00	8,47	
831	2441,00	1255,00	1148,71	-178,82	5,00	2,35	
832	2473,00	1255,00	1163,76	-178,82	5,00	2,35	
833	2183,00	1256,00	1027,29	-179,29	9,00	4,24	
834	2087,00	1257,00	982,12	-179,76	17,00	8,00	
835	1878,00	1261,00	883,76	-181,65	6,00	2,82	
836	1949,00	1259,00	917,18	-180,71	5,00	2,35	
837	2404,00	1260,00	1131,29	-181,18	5,00	2,35	
838	2593,00	1262,00	1220,24	-182,12	5,00	2,35	
839	1924,00	1266,00	905,41	-184,00	6,00	2,82	
840	1934,00	1265,00	910,12	-183,53	6,00	2,82	
841	2552,00	1267,00	1200,94	-184,47	5,00	2,35	
842	2262,00	1269,00	1064,47	-185,41	6,00	2,82	
843	2294,00	1271,00	1079,53	-186,35	5,00	2,35	
844	2575,00	1277,00	1211,76	-189,18	9,00	4,24	
845	1696,00	1272,00	798,12	-186,82	16,00	7,53	
846	1912,00	1273,00	899,76	-187,29	5,00	2,35	
847	2378,00	1273,00	1119,06	-187,29	13,00	6,12	
848	1514,00	1277,00	712,47	-189,18	5,00	2,35	
849	1661,00	1276,00	781,65	-188,71	25,00	11,76	
850	1883,00	1277,00	886,12	-189,18	7,00	3,29	
851	2556,00	1278,00	1202,82	-189,65	5,00	2,35	
852	1733,00	1279,00	815,53	-190,12	8,00	3,76	
853	1867,00	1280,00	878,59	-190,59	5,00	2,35	
854	1985,00	1279,00	934,12	-190,12	8,00	3,76	
855	2224,00	1280,00	1046,59	-190,59	6,00	2,82	
856	2428,00	1279,00	1142,59	-190,12	8,00	3,76	
857	1786,00	1280,00	840,47	-190,59	7,00	3,29	
858	2181,00	1280,00	1026,35	-190,59	5,00	2,35	
859	1900,00	1282,00	894,12	-191,53	5,00	2,35	
860	2555,00	1282,00	1202,35	-191,53	5,00	2,35	
861	1811,00	1283,00	852,24	-192,00	6,00	2,82	
862	1551,00	1285,00	729,88	-192,94	28,00	13,18	
863	1764,00	1285,00	830,12	-192,94	7,00	3,29	
864	1921,00	1285,00	904,00	-192,94	5,00	2,35	
865	1957,00	1289,00	920,94	-194,82	7,00	3,29	
866	1655,00	1294,00	778,82	-197,18	23,00	10,82	
867	2148,00	1292,00	1010,82	-196,24	29,00	13,65	
868	2316,00	1293,00	1089,88	-196,71	8,00	3,76	
869	1849,00	1293,00	870,12	-196,71	11,00	5,18	
870	2338,00	1298,00	1100,24	-199,06	7,00	3,29	
871	1496,00	1300,00	704,00	-200,00	5,00	2,35	
872	2505,00	1299,00	1178,82	-199,53	13,00	6,12	
873	1643,00	1304,00	773,18	-201,88	23,00	10,82	
874	2496,00	1304,00	1174,59	-201,88	12,00	5,65	
875	1686,00	1305,00	793,41	-202,35	5,00	2,35	
876	1327,00	1306,00	624,47	-202,82	6,00	2,82	
877	2582,00	1307,00	1215,06	-203,29	7,00	3,29	
878	2351,00	1308,00	1106,35	-203,76	5,00	2,35	
879	2325,00	1309,00	1094,12	-204,24	5,00	2,35	
880	2595,00	1311,00	1221,18	-205,18	5,00	2,35	
881	1709,00	1311,00	804,24	-205,18	6,00	2,82	
882	1935,00	1311,00	910,59	-205,18	12,00	5,65	
883	1953,00	1311,00	919,06	-205,18	9,00	4,24	
884	1972,00	1314,00	928,00	-206,59	6,00	2,82	
885	2347,00	1314,00	1104,47	-206,59	5,00	2,35	
886	2466,00	1312,00	1160,47	-205,65	13,00	6,12	
887	1507,00	1313,00	709,18	-206,12	9,00	4,24	
888	1758,00	1314,00	827,29	-206,59	8,00	3,76	
889	2368,00	1314,00	1114,35	-206,59	8,00	3,76	
890	2524,00	1315,00	1187,76	-207,06	14,00	6,59	
891	2371,00	1315,00	1115,76	-207,06	8,00	3,76	
892	1273,00	1318,00	599,06	-208,47	6,00	2,82	
893	2129,00	1317,00	1001,88	-208,00	23,00	10,82	
894	2218,00	1318,00	1043,76	-208,47	17,00	8,00	
895	2289,00	1317,00	1077,18	-208,00	6,00	2,82	
896	2590,00	1317,00	1218,82	-208,00	6,00	2,82	
897	1303,00	1318,00	613,18	-208,47	6,00	2,82	
898	1845,00	1320,00	868,24	-209,41	5,00	2,35	
899	1811,00	1319,00	852,24	-208,94	5,00	2,35	
900	1905,00	1320,00	896,47	-209,41	10,00	4,71	
901	2579,00	1321,00	1213,65	-209,88	5,00	2,35	
902	1509,00	1323,00	710,12	-210,82	8,00	3,76	
903	2313,00	1326,00	1088,47	-212,24	5,00	2,35	
904	2382,00	1324,00	1120,94	-211,29	5,00	2,35	
905	1515,00	1326,00	712,94	-212,24	7,00	3,29	
906	1800,00	1326,00	847,06	-212,24	6,00	2,82	
907	1323,00	1327,00	622,59	-212,71	12,00	5,65	
908	2271,00	1327,00	1068,71	-212,71	5,00	2,35	
909	2333,00	1328,00	1097,88	-213,18	7,00	3,29	
910	2556,00	1328,00	1202,82	-213,18	7,00	3,29	
911	1606,00	1331,00	755,76	-214,59	10,00	4,71	
912	1798,00	1334,00	846,12	-216,00	6,00	2,82	
913	2273,00	1330,00	1069,65	-214,12	5,00	2,35	
914	1855,00	1331,00	872,94	-214,59	7,00	3,29	
915	2549,00	1334,00	1199,53	-216,00	8,00	3,76	
916	2564,00	1331,00	1206,59	-214,59	5,00	2,35	
917	2036,00	1333,00	958,12	-215,53	33,00	15,53	
918	2296,00	1333,00	1080,47	-215,53	5,00	2,35	
919	2491,00	1334,00	1172,24	-216,00	5,00	2,35	
920	2324,00	1337,00	1093,65	-217,41	8,00	3,76	
921	1965,00	1338,00	924,71	-217,88	9,00	4,24	
922	1669,00	1339,00	785,41	-218,35	8,00	3,76	
923	1817,00	1338,00	855,06	-217,88	5,00	2,35	
924	2369,00	1340,00	1114,82	-218,82	7,00	3,29	
925	1274,00	1340,00	599,53	-218,82	10,00	4,71	
926	2301,00	1342,00	1082,82	-219,76	6,00	2,82	
927	2387,00	1341,00	1123,29	-219,29	5,00	2,35	
928	2529,00	1341,00	1190,12	-219,29	5,00	2,35	
929	1247,00	1341,00	586,82	-219,29	5,00	2,35	
930	1312,00	1341,00	617,41	-219,29	6,00	2,82	
931	1803,00	1341,00	848,47	-219,29	6,00	2,82	
932	2548,00	1341,00	1199,06	-219,29	8,00	3,76	
933	1618,00	1345,00	761,41	-221,18	10,00	4,71	
934	1897,00	1342,00	892,71	-219,76	15,00	7,06	
935	1718,00	1344,00	808,47	-220,71	19,00	8,94	
936	2563,00	1343,00	1206,12	-220,24	5,00	2,35	
937	1581,00	1345,00	744,00	-221,18	8,00	3,76	
938	2547,00	1347,00	1198,59	-222,12	8,00	3,76	
939	1638,00	1347,00	770,82	-222,12	6,00	2,82	
940	2235,00	1349,00	1051,76	-223,06	10,00	4,71	
941	2331,00	1348,00	1096,94	-222,59	6,00	2,82	
942	2403,00	1347,00	1130,82	-222,12	7,00	3,29	
943	2441,00	1348,00	1148,71	-222,59	10,00	4,71	
944	2529,00	1348,00	1190,12	-222,59	5,00	2,35	
