Circle #	Center X	Center Y	Center X (µm)	Center Y (µm)	Radius	Radius (µm)	
86	3061,00	194,00	1440,47	320,47	11,00	5,18	
87	3182,00	190,00	1497,41	322,35	24,00	11,29	
88	3702,00	195,00	1742,12	320,00	14,00	6,59	
89	3181,00	203,00	1496,94	316,24	24,00	11,29	
90	3060,00	210,00	1440,00	312,94	11,00	5,18	
91	3179,00	213,00	1496,00	311,53	24,00	11,29	
92	3005,00	212,00	1414,12	312,00	39,00	18,35	
93	3220,00	211,00	1515,29	312,47	5,00	2,35	
94	3595,00	211,00	1691,76	312,47	5,00	2,35	
95	3595,00	219,00	1691,76	308,71	6,00	2,82	
96	3593,00	221,00	1690,82	307,76	6,00	2,82	
97	2971,00	230,00	1398,12	303,53	29,00	13,65	
98	1922,00	245,00	904,47	296,47	17,00	8,00	
99	1911,00	247,00	899,29	295,53	17,00	8,00	
100	2104,00	250,00	990,12	294,12	13,00	6,12	
101	2085,00	250,00	981,18	294,12	13,00	6,12	
102	2137,00	253,00	1005,65	292,71	9,00	4,24	
103	1812,00	254,00	852,71	292,24	5,00	2,35	
104	3172,00	254,00	1492,71	292,24	5,00	2,35	
105	2005,00	256,00	943,53	291,29	5,00	2,35	
106	2991,00	256,00	1407,53	291,29	8,00	3,76	
107	1797,00	257,00	845,65	290,82	6,00	2,82	
108	1786,00	259,00	840,47	289,88	6,00	2,82	
109	1975,00	261,00	929,41	288,94	7,00	3,29	
110	1776,00	264,00	835,76	287,53	6,00	2,82	
111	2148,00	278,00	1010,82	280,94	11,00	5,18	
112	3020,00	278,00	1421,18	280,94	6,00	2,82	
113	2130,00	279,00	1002,35	280,47	5,00	2,35	
114	3090,00	286,00	1454,12	277,18	5,00	2,35	
115	1812,00	288,00	852,71	276,24	26,00	12,24	
116	2018,00	290,00	949,65	275,29	26,00	12,24	
117	1800,00	294,00	847,06	273,41	28,00	13,18	
118	1764,00	296,00	830,12	272,47	24,00	11,29	
119	1761,00	297,00	828,71	272,00	24,00	11,29	
120	2004,00	297,00	943,06	272,00	25,00	11,76	
121	1756,00	300,00	826,35	270,59	24,00	11,29	
122	1754,00	302,00	825,41	269,65	24,00	11,29	
123	1752,00	303,00	824,47	269,18	24,00	11,29	
124	1922,00	304,00	904,47	268,71	9,00	4,24	
125	1903,00	312,00	895,53	264,94	5,00	2,35	
126	1768,00	331,00	832,00	256,00	5,00	2,35	
127	1822,00	333,00	857,41	255,06	7,00	3,29	
128	1915,00	333,00	901,18	255,06	13,00	6,12	
129	1873,00	337,00	881,41	253,18	12,00	5,65	
130	1925,00	339,00	905,88	252,24	11,00	5,18	
131	1685,00	341,00	792,94	251,29	42,00	19,76	
132	1946,00	342,00	915,76	250,82	5,00	2,35	
133	2608,00	343,00	1227,29	250,35	28,00	13,18	
134	1677,00	344,00	789,18	249,88	41,00	19,29	
135	2300,00	344,00	1082,35	249,88	5,00	2,35	
136	1870,00	346,00	880,00	248,94	12,00	5,65	
137	2316,00	347,00	1089,88	248,47	8,00	3,76	
138	1669,00	346,00	785,41	248,94	42,00	19,76	
139	1949,00	347,00	917,18	248,47	5,00	2,35	
140	1666,00	347,00	784,00	248,47	42,00	19,76	
141	2571,00	350,00	1209,88	247,06	18,00	8,47	
142	2335,00	352,00	1098,82	246,12	8,00	3,76	
143	2207,00	354,00	1038,59	245,18	13,00	6,12	
144	3266,00	354,00	1536,94	245,18	7,00	3,29	
145	2352,00	356,00	1106,82	244,24	5,00	2,35	
146	1898,00	359,00	893,18	242,82	5,00	2,35	
147	3273,00	356,00	1540,24	244,24	6,00	2,82	
148	2120,00	358,00	997,65	243,29	50,00	23,53	
149	2124,00	359,00	999,53	242,82	50,00	23,53	
150	2129,00	360,00	1001,88	242,35	50,00	23,53	
151	1816,00	362,00	854,59	241,41	11,00	5,18	
152	2239,00	362,00	1053,65	241,41	25,00	11,76	
153	1993,00	365,00	937,88	240,00	9,00	4,24	
154	2249,00	364,00	1058,35	240,47	25,00	11,76	
155	2554,00	367,00	1201,88	239,06	23,00	10,82	
156	3462,00	367,00	1629,18	239,06	8,00	3,76	
157	2452,00	369,00	1153,88	238,12	13,00	6,12	
158	2412,00	370,00	1135,06	237,65	8,00	3,76	
159	3489,00	371,00	1641,88	237,18	8,00	3,76	
160	3243,00	371,00	1526,12	237,18	8,00	3,76	
161	3446,00	371,00	1621,65	237,18	11,00	5,18	
162	2346,00	373,00	1104,00	236,24	10,00	4,71	
163	2542,00	374,00	1196,24	235,76	22,00	10,35	
164	2371,00	377,00	1115,76	234,35	5,00	2,35	
165	1986,00	379,00	934,59	233,41	9,00	4,24	
166	2587,00	380,00	1217,41	232,94	7,00	3,29	
167	3503,00	384,00	1648,47	231,06	10,00	4,71	
168	1768,00	382,00	832,00	232,00	5,00	2,35	
169	1865,00	382,00	877,65	232,00	23,00	10,82	
170	2534,00	382,00	1192,47	232,00	23,00	10,82	
171	1638,00	388,00	770,82	229,18	49,00	23,06	
172	3427,00	388,00	1612,71	229,18	7,00	3,29	
173	1937,00	387,00	911,53	229,65	14,00	6,59	
174	1767,00	388,00	831,53	229,18	5,00	2,35	
175	2277,00	389,00	1071,53	228,71	29,00	13,65	
176	2516,00	388,00	1184,00	229,18	17,00	8,00	
177	2513,00	390,00	1182,59	228,24	17,00	8,00	
178	1763,00	394,00	829,65	226,35	7,00	3,29	
179	3510,00	396,00	1651,76	225,41	9,00	4,24	
180	1818,00	396,00	855,53	225,41	5,00	2,35	
181	1736,00	398,00	816,94	224,47	5,00	2,35	
182	3208,00	399,00	1509,65	224,00	7,00	3,29	
183	2998,00	400,00	1410,82	223,53	6,00	2,82	
184	1812,00	402,00	852,71	222,59	6,00	2,82	
185	1928,00	404,00	907,29	221,65	13,00	6,12	
186	2177,00	404,00	1024,47	221,65	6,00	2,82	
187	2640,00	404,00	1242,35	221,65	17,00	8,00	
188	3197,00	404,00	1504,47	221,65	7,00	3,29	
189	1995,00	405,00	938,82	221,18	13,00	6,12	
190	3394,00	408,00	1597,18	219,76	6,00	2,82	
191	2021,00	408,00	951,06	219,76	9,00	4,24	
192	3007,00	408,00	1415,06	219,76	8,00	3,76	
193	1748,00	409,00	822,59	219,29	5,00	2,35	
194	2306,00	409,00	1085,18	219,29	11,00	5,18	
195	3182,00	411,00	1497,41	218,35	7,00	3,29	
196	2213,00	413,00	1041,41	217,41	12,00	5,65	
197	2232,00	414,00	1050,35	216,94	6,00	2,82	
198	3167,00	413,00	1490,35	217,41	10,00	4,71	
199	3520,00	414,00	1656,47	216,94	7,00	3,29	
200	3387,00	417,00	1593,88	215,53	6,00	2,82	
201	1942,00	417,00	913,88	215,53	9,00	4,24	
202	3053,00	417,00	1436,71	215,53	7,00	3,29	
203	2036,00	419,00	958,12	214,59	7,00	3,29	
204	3143,00	419,00	1479,06	214,59	12,00	5,65	
205	3105,00	421,00	1461,18	213,65	6,00	2,82	
206	3025,00	421,00	1423,53	213,65	7,00	3,29	
207	2484,00	422,00	1168,94	213,18	9,00	4,24	
208	2151,00	423,00	1012,24	212,71	11,00	5,18	
209	2490,00	424,00	1171,76	212,24	8,00	3,76	
210	1691,00	425,00	795,76	211,76	8,00	3,76	
211	1739,00	426,00	818,35	211,29	10,00	4,71	
212	2152,00	426,00	1012,71	211,29	11,00	5,18	
213	3067,00	425,00	1443,29	211,76	11,00	5,18	
214	1724,00	426,00	811,29	211,29	5,00	2,35	
215	2316,00	426,00	1089,88	211,29	12,00	5,65	
216	3072,00	426,00	1445,65	211,29	11,00	5,18	
217	1696,00	427,00	798,12	210,82	8,00	3,76	
218	2318,00	427,00	1090,82	210,82	12,00	5,65	
219	3115,00	428,00	1465,88	210,35	7,00	3,29	
220	2258,00	429,00	1062,59	209,88	12,00	5,65	
221	2400,00	430,00	1129,41	209,41	47,00	22,12	
222	1878,00	431,00	883,76	208,94	5,00	2,35	
223	2116,00	431,00	995,76	208,94	9,00	4,24	
224	2257,00	431,00	1062,12	208,94	12,00	5,65	
225	1592,00	437,00	749,18	206,12	7,00	3,29	
226	2027,00	436,00	953,88	206,59	6,00	2,82	
227	3523,00	439,00	1657,88	205,18	5,00	2,35	
228	3446,00	441,00	1621,65	204,24	8,00	3,76	
229	3496,00	441,00	1645,18	204,24	9,00	4,24	
230	3404,00	444,00	1601,88	202,82	7,00	3,29	
231	3386,00	443,00	1593,41	203,29	7,00	3,29	
232	3432,00	443,00	1615,06	203,29	7,00	3,29	
233	3468,00	443,00	1632,00	203,29	10,00	4,71	
234	2631,00	445,00	1238,12	202,35	8,00	3,76	
235	1563,00	445,00	735,53	202,35	7,00	3,29	
236	1748,00	447,00	822,59	201,41	10,00	4,71	
237	1999,00	445,00	940,71	202,35	5,00	2,35	
238	2251,00	447,00	1059,29	201,41	15,00	7,06	
239	1913,00	447,00	900,24	201,41	6,00	2,82	
240	1557,00	448,00	732,71	200,94	6,00	2,82	
241	2311,00	455,00	1087,53	197,65	9,00	4,24	
242	2559,00	452,00	1204,24	199,06	5,00	2,35	
243	1546,00	453,00	727,53	198,59	5,00	2,35	
244	2004,00	454,00	943,06	198,12	7,00	3,29	
245	2070,00	454,00	974,12	198,12	9,00	4,24	
246	2547,00	457,00	1198,59	196,71	6,00	2,82	
247	2655,00	456,00	1249,41	197,18	6,00	2,82	
248	2659,00	459,00	1251,29	195,76	6,00	2,82	
249	2199,00	459,00	1034,82	195,76	6,00	2,82	
250	2510,00	461,00	1181,18	194,82	11,00	5,18	
251	1886,00	462,00	887,53	194,35	13,00	6,12	
252	2238,00	462,00	1053,18	194,35	15,00	7,06	
253	1671,00	463,00	786,35	193,88	20,00	9,41	
254	1944,00	464,00	914,82	193,41	6,00	2,82	
255	1740,00	464,00	818,82	193,41	13,00	6,12	
256	1962,00	468,00	923,29	191,53	10,00	4,71	
257	1941,00	472,00	913,41	189,65	5,00	2,35	
258	2577,00	472,00	1212,71	189,65	18,00	8,47	
259	2032,00	473,00	956,24	189,18	13,00	6,12	
260	2517,00	473,00	1184,47	189,18	12,00	5,65	
261	3477,00	473,00	1636,24	189,18	5,00	2,35	
262	3524,00	473,00	1658,35	189,18	6,00	2,82	
263	1723,00	474,00	810,82	188,71	14,00	6,59	
264	3572,00	474,00	1680,94	188,71	7,00	3,29	
265	2490,00	475,00	1171,76	188,24	6,00	2,82	
266	2518,00	475,00	1184,94	188,24	12,00	5,65	
267	3367,00	476,00	1584,47	187,76	5,00	2,35	
268	1588,00	477,00	747,29	187,29	20,00	9,41	
269	2132,00	480,00	1003,29	185,88	5,00	2,35	
270	2226,00	477,00	1047,53	187,29	22,00	10,35	
271	2459,00	480,00	1157,18	185,88	7,00	3,29	
272	3337,00	479,00	1570,35	186,35	5,00	2,35	
273	3402,00	478,00	1600,94	186,82	9,00	4,24	
274	1800,00	480,00	847,06	185,88	19,00	8,94	
275	2308,00	479,00	1086,12	186,35	6,00	2,82	
276	1873,00	481,00	881,41	185,41	12,00	5,65	
277	3499,00	482,00	1646,59	184,94	5,00	2,35	
278	1686,00	482,00	793,41	184,94	22,00	10,35	
279	2300,00	482,00	1082,35	184,94	7,00	3,29	
280	3566,00	482,00	1678,12	184,94	5,00	2,35	
281	2331,00	485,00	1096,94	183,53	5,00	2,35	
282	2116,00	489,00	995,76	181,65	5,00	2,35	
283	2182,00	489,00	1026,82	181,65	5,00	2,35	
284	1991,00	490,00	936,94	181,18	5,00	2,35	
285	2073,00	493,00	975,53	179,76	8,00	3,76	
286	1543,00	498,00	726,12	177,41	32,00	15,06	
287	2261,00	502,00	1064,00	175,53	5,00	2,35	
288	2423,00	502,00	1140,24	175,53	5,00	2,35	
289	2377,00	508,00	1118,59	172,71	27,00	12,71	
290	1860,00	505,00	875,29	174,12	5,00	2,35	
291	2115,00	506,00	995,29	173,65	9,00	4,24	
292	2071,00	512,00	974,59	170,82	8,00	3,76	
293	2176,00	510,00	1024,00	171,76	10,00	4,71	
294	1516,00	510,00	713,41	171,76	22,00	10,35	
295	2104,00	512,00	990,12	170,82	7,00	3,29	
296	1870,00	513,00	880,00	170,35	5,00	2,35	
297	2135,00	513,00	1004,71	170,35	5,00	2,35	
298	2275,00	515,00	1070,59	169,41	8,00	3,76	
299	2278,00	516,00	1072,00	168,94	8,00	3,76	
300	1764,00	519,00	830,12	167,53	9,00	4,24	
301	2071,00	519,00	974,59	167,53	8,00	3,76	
302	1620,00	523,00	762,35	165,65	11,00	5,18	
303	1992,00	526,00	937,41	164,24	16,00	7,53	
304	1621,00	526,00	762,82	164,24	11,00	5,18	
305	2779,00	525,00	1307,76	164,71	47,00	22,12	
306	2776,00	526,00	1306,35	164,24	47,00	22,12	
307	2773,00	527,00	1304,94	163,76	47,00	22,12	
308	2247,00	530,00	1057,41	162,35	9,00	4,24	
309	2804,00	530,00	1319,53	162,35	41,00	19,29	
310	1805,00	531,00	849,41	161,88	8,00	3,76	
311	2315,00	532,00	1089,41	161,41	22,00	10,35	
312	2508,00	533,00	1180,24	160,94	33,00	15,53	
313	2831,00	536,00	1332,24	159,53	45,00	21,18	
314	2234,00	538,00	1051,29	158,59	12,00	5,65	
315	2748,00	541,00	1293,18	157,18	41,00	19,29	
316	1900,00	542,00	894,12	156,71	36,00	16,94	
317	2165,00	543,00	1018,82	156,24	9,00	4,24	
318	2080,00	551,00	978,82	152,47	16,00	7,53	
319	2418,00	551,00	1137,88	152,47	6,00	2,82	
320	2159,00	554,00	1016,00	151,06	10,00	4,71	
321	2217,00	553,00	1043,29	151,53	10,00	4,71	
322	1672,00	560,00	786,82	148,24	15,00	7,06	
323	2423,00	561,00	1140,24	147,76	5,00	2,35	
324	2509,00	561,00	1180,71	147,76	34,00	16,00	
325	1971,00	566,00	927,53	145,41	7,00	3,29	
326	2345,00	567,00	1103,53	144,94	6,00	2,82	
327	1978,00	570,00	930,82	143,53	7,00	3,29	
328	1783,00	571,00	839,06	143,06	29,00	13,65	
329	2414,00	572,00	1136,00	142,59	5,00	2,35	
330	1496,00	574,00	704,00	141,65	49,00	23,06	
331	1999,00	573,00	940,71	142,12	5,00	2,35	
332	2161,00	574,00	1016,94	141,65	6,00	2,82	
333	1992,00	574,00	937,41	141,65	5,00	2,35	
334	2503,00	578,00	1177,88	139,76	37,00	17,41	
335	2889,00	575,00	1359,53	141,18	29,00	13,65	
336	1728,00	577,00	813,18	140,24	9,00	4,24	
337	1785,00	578,00	840,00	139,76	30,00	14,12	
338	1681,00	579,00	791,06	139,29	5,00	2,35	
339	2420,00	579,00	1138,82	139,29	7,00	3,29	
340	1429,00	580,00	672,47	138,82	8,00	3,76	
341	1682,00	582,00	791,53	137,88	5,00	2,35	
342	2164,00	583,00	1018,35	137,41	6,00	2,82	
343	2338,00	584,00	1100,24	136,94	5,00	2,35	
344	1680,00	587,00	790,59	135,53	5,00	2,35	
345	1923,00	589,00	904,94	134,59	7,00	3,29	
346	2035,00	592,00	957,65	133,18	6,00	2,82	
347	2090,00	591,00	983,53	133,65	5,00	2,35	
348	1859,00	593,00	874,82	132,71	10,00	4,71	
349	1582,00	595,00	744,47	131,76	11,00	5,18	
350	1675,00	597,00	788,24	130,82	5,00	2,35	
351	2277,00	598,00	1071,53	130,35	6,00	2,82	
352	1738,00	601,00	817,88	128,94	5,00	2,35	
353	1852,00	603,00	871,53	128,00	8,00	3,76	
354	2030,00	602,00	955,29	128,47	6,00	2,82	
355	2901,00	605,00	1365,18	127,06	34,00	16,00	
356	2317,00	606,00	1090,35	126,59	8,00	3,76	
357	1887,00	607,00	888,00	126,12	7,00	3,29	
358	1656,00	607,00	779,29	126,12	6,00	2,82	
359	1676,00	608,00	788,71	125,65	6,00	2,82	
360	1437,00	608,00	676,24	125,65	6,00	2,82	
361	2903,00	609,00	1366,12	125,18	34,00	16,00	
362	2349,00	611,00	1105,41	124,24	6,00	2,82	
363	1888,00	611,00	888,47	124,24	7,00	3,29	
364	1978,00	612,00	930,82	123,76	5,00	2,35	
365	2310,00	614,00	1087,06	122,82	9,00	4,24	
366	2374,00	615,00	1117,18	122,35	5,00	2,35	
367	1700,00	616,00	800,00	121,88	7,00	3,29	
368	1730,00	617,00	814,12	121,41	12,00	5,65	
369	2358,00	622,00	1109,65	119,06	8,00	3,76	
370	1945,00	620,00	915,29	120,00	12,00	5,65	
371	1808,00	620,00	850,82	120,00	5,00	2,35	
372	1829,00	620,00	860,71	120,00	6,00	2,82	
373	2485,00	621,00	1169,41	119,53	41,00	19,29	
374	1675,00	627,00	788,24	116,71	7,00	3,29	
375	2906,00	625,00	1367,53	117,65	35,00	16,47	
376	2864,00	628,00	1347,76	116,24	5,00	2,35	
377	1593,00	627,00	749,65	116,71	6,00	2,82	
378	1488,00	630,00	700,24	115,29	5,00	2,35	
379	2274,00	631,00	1070,12	114,82	15,00	7,06	
380	2182,00	631,00	1026,82	114,82	6,00	2,82	
381	2831,00	631,00	1332,24	114,82	18,00	8,47	
382	1564,00	634,00	736,00	113,41	5,00	2,35	
383	2736,00	634,00	1287,53	113,41	5,00	2,35	
384	1702,00	636,00	800,94	112,47	6,00	2,82	
385	2800,00	636,00	1317,65	112,47	13,00	6,12	
386	2350,00	638,00	1105,88	111,53	5,00	2,35	
387	1476,00	639,00	694,59	111,06	5,00	2,35	
388	2032,00	639,00	956,24	111,06	5,00	2,35	
389	2257,00	638,00	1062,12	111,53	9,00	4,24	
390	1885,00	643,00	887,06	109,18	7,00	3,29	
391	1620,00	644,00	762,35	108,71	10,00	4,71	
392	2373,00	643,00	1116,71	109,18	13,00	6,12	
393	1940,00	646,00	912,94	107,76	6,00	2,82	
394	1752,00	645,00	824,47	108,24	5,00	2,35	
395	2239,00	645,00	1053,65	108,24	7,00	3,29	
396	1455,00	648,00	684,71	106,82	9,00	4,24	
397	1746,00	646,00	821,65	107,76	5,00	2,35	
398	2730,00	646,00	1284,71	107,76	6,00	2,82	
399	2529,00	651,00	1190,12	105,41	5,00	2,35	
400	2010,00	650,00	945,88	105,88	13,00	6,12	
401	2335,00	651,00	1098,82	105,41	7,00	3,29	
402	1898,00	653,00	893,18	104,47	6,00	2,82	
403	1972,00	654,00	928,00	104,00	6,00	2,82	
404	2334,00	653,00	1098,35	104,47	7,00	3,29	
405	2377,00	657,00	1118,59	102,59	13,00	6,12	
406	1478,00	657,00	695,53	102,59	6,00	2,82	
407	2586,00	657,00	1216,94	102,59	17,00	8,00	
408	1732,00	658,00	815,06	102,12	5,00	2,35	
409	1539,00	659,00	724,24	101,65	13,00	6,12	
410	2607,00	659,00	1226,82	101,65	6,00	2,82	
411	1843,00	662,00	867,29	100,24	12,00	5,65	
412	2227,00	662,00	1048,00	100,24	7,00	3,29	
413	2281,00	662,00	1073,41	100,24	6,00	2,82	
414	1799,00	663,00	846,59	99,76	5,00	2,35	
415	2447,00	663,00	1151,53	99,76	15,00	7,06	
416	2896,00	664,00	1362,82	99,29	37,00	17,41	
417	1457,00	665,00	685,65	98,82	9,00	4,24	
418	2445,00	664,00	1150,59	99,29	15,00	7,06	
419	2019,00	665,00	950,12	98,82	6,00	2,82	
420	2796,00	667,00	1315,76	97,88	5,00	2,35	
421	1602,00	666,00	753,88	98,35	12,00	5,65	
422	1433,00	667,00	674,35	97,88	11,00	5,18	
423	1974,00	668,00	928,94	97,41	5,00	2,35	
424	2001,00	671,00	941,65	96,00	10,00	4,71	
425	2846,00	668,00	1339,29	97,41	5,00	2,35	
426	1432,00	670,00	673,88	96,47	11,00	5,18	
427	1601,00	669,00	753,41	96,94	12,00	5,65	
428	2433,00	669,00	1144,94	96,94	17,00	8,00	
429	2838,00	670,00	1335,53	96,47	6,00	2,82	
430	1741,00	670,00	819,29	96,47	8,00	3,76	
431	2807,00	673,00	1320,94	95,06	5,00	2,35	
432	1599,00	672,00	752,47	95,53	12,00	5,65	
433	2395,00	671,00	1127,06	96,00	13,00	6,12	
434	1487,00	672,00	699,76	95,53	12,00	5,65	
435	1561,00	672,00	734,59	95,53	7,00	3,29	
436	2624,00	676,00	1234,82	93,65	5,00	2,35	
437	2397,00	676,00	1128,00	93,65	13,00	6,12	
438	2607,00	675,00	1226,82	94,12	5,00	2,35	
439	1650,00	678,00	776,47	92,71	8,00	3,76	
440	1433,00	678,00	674,35	92,71	11,00	5,18	
441	2023,00	682,00	952,00	90,82	5,00	2,35	
442	1558,00	680,00	733,18	91,76	9,00	4,24	
443	1902,00	681,00	895,06	91,29	13,00	6,12	
444	1930,00	682,00	908,24	90,82	11,00	5,18	
445	1978,00	682,00	930,82	90,82	7,00	3,29	
446	2007,00	684,00	944,47	89,88	9,00	4,24	
447	2297,00	682,00	1080,94	90,82	11,00	5,18	
448	1678,00	686,00	789,65	88,94	6,00	2,82	
449	1700,00	686,00	800,00	88,94	6,00	2,82	
450	1981,00	687,00	932,24	88,47	7,00	3,29	
451	1962,00	687,00	923,29	88,47	6,00	2,82	
452	1687,00	690,00	793,88	87,06	5,00	2,35	
453	1638,00	692,00	770,82	86,12	9,00	4,24	
454	1665,00	692,00	783,53	86,12	6,00	2,82	
455	2294,00	693,00	1079,53	85,65	8,00	3,76	
456	1872,00	696,00	880,94	84,24	5,00	2,35	
457	2291,00	697,00	1078,12	83,76	8,00	3,76	
458	2530,00	695,00	1190,59	84,71	7,00	3,29	
459	2855,00	696,00	1343,53	84,24	10,00	4,71	
460	2045,00	697,00	962,35	83,76	5,00	2,35	
461	2512,00	697,00	1182,12	83,76	6,00	2,82	
462	2562,00	697,00	1205,65	83,76	7,00	3,29	
463	1484,00	698,00	698,35	83,29	10,00	4,71	
464	1945,00	698,00	915,29	83,29	5,00	2,35	
465	1551,00	699,00	729,88	82,82	6,00	2,82	
466	1610,00	699,00	757,65	82,82	15,00	7,06	
467	1533,00	702,00	721,41	81,41	8,00	3,76	
468	2660,00	702,00	1251,76	81,41	5,00	2,35	
469	1654,00	703,00	778,35	80,94	8,00	3,76	
470	2496,00	702,00	1174,59	81,41	11,00	5,18	
471	1630,00	705,00	767,06	80,00	13,00	6,12	
472	1459,00	706,00	686,59	79,53	11,00	5,18	
473	1746,00	706,00	821,65	79,53	5,00	2,35	
474	1678,00	707,00	789,65	79,06	5,00	2,35	
475	2249,00	709,00	1058,35	78,12	13,00	6,12	
476	2520,00	708,00	1185,88	78,59	5,00	2,35	
477	1675,00	714,00	788,24	75,76	5,00	2,35	
478	1904,00	710,00	896,00	77,65	8,00	3,76	
479	2672,00	710,00	1257,41	77,65	7,00	3,29	
480	1508,00	712,00	709,65	76,71	7,00	3,29	
481	2287,00	712,00	1076,24	76,71	9,00	4,24	
482	1557,00	713,00	732,71	76,24	7,00	3,29	
483	3033,00	712,00	1427,29	76,71	11,00	5,18	
484	2800,00	713,00	1317,65	76,24	11,00	5,18	
485	3024,00	713,00	1423,06	76,24	11,00	5,18	
486	1569,00	714,00	738,35	75,76	8,00	3,76	
487	1467,00	715,00	690,35	75,29	13,00	6,12	
488	2791,00	715,00	1313,41	75,29	12,00	5,65	
