Circle #	Center X	Center Y	Center X (µm)	Center Y (µm)	Radius	Radius (µm)	
112	1989,00	486,00	936,00	183,06	15,00	7,06	
113	2306,00	485,00	1085,18	183,53	23,00	10,82	
114	1712,00	486,00	805,65	183,06	27,00	12,71	
115	2237,00	489,00	1052,71	181,65	48,00	22,59	
116	1711,00	488,00	805,18	182,12	27,00	12,71	
117	1062,00	489,00	499,76	181,65	5,00	2,35	
118	2111,00	490,00	993,41	181,18	10,00	4,71	
119	1126,00	492,00	529,88	180,24	10,00	4,71	
120	2408,00	493,00	1133,18	179,76	11,00	5,18	
121	2454,00	492,00	1154,82	180,24	5,00	2,35	
122	1141,00	493,00	536,94	179,76	9,00	4,24	
123	1020,00	495,00	480,00	178,82	12,00	5,65	
124	1144,00	494,00	538,35	179,29	9,00	4,24	
125	2353,00	494,00	1107,29	179,29	12,00	5,65	
126	1064,00	500,00	500,71	176,47	5,00	2,35	
127	2166,00	499,00	1019,29	176,94	5,00	2,35	
128	1110,00	501,00	522,35	176,00	9,00	4,24	
129	2169,00	505,00	1020,71	174,12	6,00	2,82	
130	1614,00	506,00	759,53	173,65	10,00	4,71	
131	1578,00	506,00	742,59	173,65	7,00	3,29	
132	1707,00	509,00	803,29	172,24	28,00	13,18	
133	2058,00	510,00	968,47	171,76	18,00	8,47	
134	1543,00	511,00	726,12	171,29	5,00	2,35	
135	2475,00	510,00	1164,71	171,76	5,00	2,35	
136	2408,00	512,00	1133,18	170,82	13,00	6,12	
137	1659,00	512,00	780,71	170,82	6,00	2,82	
138	1101,00	513,00	518,12	170,35	8,00	3,76	
139	2457,00	513,00	1156,24	170,35	7,00	3,29	
140	2621,00	514,00	1233,41	169,88	7,00	3,29	
141	1335,00	516,00	628,24	168,94	11,00	5,18	
142	2465,00	516,00	1160,00	168,94	6,00	2,82	
143	1358,00	517,00	639,06	168,47	9,00	4,24	
144	2502,00	519,00	1177,41	167,53	6,00	2,82	
145	2617,00	522,00	1231,53	166,12	7,00	3,29	
146	1315,00	521,00	618,82	166,59	8,00	3,76	
147	2414,00	521,00	1136,00	166,59	12,00	5,65	
148	1433,00	524,00	674,35	165,18	22,00	10,35	
149	2493,00	523,00	1173,18	165,65	5,00	2,35	
150	2125,00	523,00	1000,00	165,65	14,00	6,59	
151	1370,00	524,00	644,71	165,18	9,00	4,24	
152	1566,00	525,00	736,94	164,71	11,00	5,18	
153	1621,00	527,00	762,82	163,76	13,00	6,12	
154	1035,00	527,00	487,06	163,76	10,00	4,71	
155	2554,00	527,00	1201,88	163,76	15,00	7,06	
156	1303,00	528,00	613,18	163,29	7,00	3,29	
157	2044,00	529,00	961,88	162,82	21,00	9,88	
158	2533,00	531,00	1192,00	161,88	5,00	2,35	
159	1089,00	533,00	512,47	160,94	9,00	4,24	
160	1709,00	535,00	804,24	160,00	26,00	12,24	
161	1416,00	534,00	666,35	160,47	17,00	8,00	
162	1051,00	538,00	494,59	158,59	9,00	4,24	
163	1598,00	538,00	752,00	158,59	8,00	3,76	
164	2566,00	538,00	1207,53	158,59	17,00	8,00	
165	1413,00	539,00	664,94	158,12	17,00	8,00	
166	2529,00	541,00	1190,12	157,18	6,00	2,82	
167	2620,00	541,00	1232,94	157,18	8,00	3,76	
168	1948,00	542,00	916,71	156,71	5,00	2,35	
169	1409,00	544,00	663,06	155,76	18,00	8,47	
170	2370,00	546,00	1115,29	154,82	14,00	6,59	
171	1075,00	545,00	505,88	155,29	8,00	3,76	
172	1954,00	545,00	919,53	155,29	5,00	2,35	
173	2333,00	546,00	1097,88	154,82	6,00	2,82	
174	1967,00	548,00	925,65	153,88	10,00	4,71	
175	1392,00	549,00	655,06	153,41	16,00	7,53	
176	2486,00	549,00	1169,88	153,41	16,00	7,53	
177	1284,00	550,00	604,24	152,94	13,00	6,12	
178	1987,00	551,00	935,06	152,47	10,00	4,71	
179	1280,00	552,00	602,35	152,00	14,00	6,59	
180	2569,00	553,00	1208,94	151,53	19,00	8,94	
181	2455,00	558,00	1155,29	149,18	7,00	3,29	
182	2146,00	556,00	1009,88	150,12	5,00	2,35	
183	1270,00	559,00	597,65	148,71	13,00	6,12	
184	2420,00	560,00	1138,82	148,24	6,00	2,82	
185	2087,00	562,00	982,12	147,29	6,00	2,82	
186	1867,00	563,00	878,59	146,82	5,00	2,35	
187	2071,00	567,00	974,59	144,94	7,00	3,29	
188	1450,00	568,00	682,35	144,47	8,00	3,76	
189	2423,00	568,00	1140,24	144,47	7,00	3,29	
190	2640,00	573,00	1242,35	142,12	5,00	2,35	
191	1265,00	570,00	595,29	143,53	15,00	7,06	
192	1638,00	571,00	770,82	143,06	20,00	9,41	
193	2189,00	571,00	1030,12	143,06	14,00	6,59	
194	2129,00	573,00	1001,88	142,12	14,00	6,59	
195	2269,00	573,00	1067,76	142,12	9,00	4,24	
196	2027,00	575,00	953,88	141,18	7,00	3,29	
197	2059,00	575,00	968,94	141,18	7,00	3,29	
198	2050,00	576,00	964,71	140,71	5,00	2,35	
199	2216,00	576,00	1042,82	140,71	5,00	2,35	
200	1443,00	577,00	679,06	140,24	5,00	2,35	
201	2117,00	578,00	996,24	139,76	10,00	4,71	
202	1657,00	580,00	779,76	138,82	19,00	8,94	
203	2040,00	580,00	960,00	138,82	7,00	3,29	
204	2114,00	580,00	994,82	138,82	10,00	4,71	
205	2043,00	582,00	961,41	137,88	7,00	3,29	
206	2299,00	582,00	1081,88	137,88	9,00	4,24	
207	2521,00	583,00	1186,35	137,41	15,00	7,06	
208	1335,00	584,00	628,24	136,94	6,00	2,82	
209	2139,00	593,00	1006,59	132,71	7,00	3,29	
210	2555,00	602,00	1202,35	128,47	5,00	2,35	
211	2417,00	596,00	1137,41	131,29	23,00	10,82	
212	2498,00	598,00	1175,53	130,35	7,00	3,29	
213	1529,00	602,00	719,53	128,47	30,00	14,12	
214	2321,00	603,00	1092,24	128,00	20,00	9,41	
215	1450,00	604,00	682,35	127,53	7,00	3,29	
216	2221,00	604,00	1045,18	127,53	16,00	7,53	
217	1603,00	604,00	754,35	127,53	15,00	7,06	
218	1095,00	607,00	515,29	126,12	17,00	8,00	
219	1259,00	609,00	592,47	125,18	15,00	7,06	
220	1656,00	607,00	779,29	126,12	11,00	5,18	
221	2021,00	608,00	951,06	125,65	6,00	2,82	
222	1443,00	609,00	679,06	125,18	6,00	2,82	
223	2397,00	609,00	1128,00	125,18	25,00	11,76	
224	2389,00	612,00	1124,24	123,76	25,00	11,76	
225	1212,00	613,00	570,35	123,29	11,00	5,18	
226	1423,00	614,00	669,65	122,82	7,00	3,29	
227	1618,00	614,00	761,41	122,82	10,00	4,71	
228	2299,00	615,00	1081,88	122,35	10,00	4,71	
229	1364,00	619,00	641,88	120,47	8,00	3,76	
230	1621,00	618,00	762,82	120,94	10,00	4,71	
231	1193,00	618,00	561,41	120,94	7,00	3,29	
232	1700,00	619,00	800,00	120,47	7,00	3,29	
233	2219,00	618,00	1044,24	120,94	14,00	6,59	
234	2281,00	619,00	1073,41	120,47	5,00	2,35	
235	2633,00	619,00	1239,06	120,47	33,00	15,53	
236	1971,00	627,00	927,53	116,71	8,00	3,76	
237	2093,00	623,00	984,94	118,59	9,00	4,24	
238	1121,00	624,00	527,53	118,12	6,00	2,82	
239	1190,00	627,00	560,00	116,71	8,00	3,76	
240	1281,00	624,00	602,82	118,12	13,00	6,12	
241	1308,00	624,00	615,53	118,12	15,00	7,06	
242	2547,00	626,00	1198,59	117,18	7,00	3,29	
243	1139,00	629,00	536,00	115,76	5,00	2,35	
244	1147,00	629,00	539,76	115,76	5,00	2,35	
245	1327,00	631,00	624,47	114,82	5,00	2,35	
246	2532,00	633,00	1191,53	113,88	7,00	3,29	
247	1504,00	633,00	707,76	113,88	8,00	3,76	
248	2206,00	634,00	1038,12	113,41	8,00	3,76	
249	2264,00	636,00	1065,41	112,47	12,00	5,65	
250	1697,00	636,00	798,59	112,47	9,00	4,24	
251	2550,00	637,00	1200,00	112,00	7,00	3,29	
252	2564,00	636,00	1206,59	112,47	5,00	2,35	
253	1488,00	637,00	700,24	112,00	5,00	2,35	
254	1558,00	638,00	733,18	111,53	5,00	2,35	
255	1180,00	641,00	555,29	110,12	10,00	4,71	
256	1209,00	639,00	568,94	111,06	6,00	2,82	
257	1383,00	639,00	650,82	111,06	5,00	2,35	
258	2500,00	639,00	1176,47	111,06	8,00	3,76	
259	1419,00	642,00	667,76	109,65	14,00	6,59	
260	2291,00	645,00	1078,12	108,24	5,00	2,35	
261	2194,00	646,00	1032,47	107,76	16,00	7,53	
262	2447,00	646,00	1151,53	107,76	15,00	7,06	
263	1956,00	648,00	920,47	106,82	7,00	3,29	
264	2729,00	648,00	1284,24	106,82	11,00	5,18	
265	1150,00	649,00	541,18	106,35	11,00	5,18	
266	1379,00	650,00	648,94	105,88	7,00	3,29	
267	1426,00	649,00	671,06	106,35	13,00	6,12	
268	2359,00	650,00	1110,12	105,88	11,00	5,18	
269	1428,00	650,00	672,00	105,88	13,00	6,12	
270	1888,00	650,00	888,47	105,88	6,00	2,82	
271	2718,00	650,00	1279,06	105,88	10,00	4,71	
272	1435,00	651,00	675,29	105,41	13,00	6,12	
273	2224,00	652,00	1046,59	104,94	10,00	4,71	
274	2715,00	652,00	1277,65	104,94	10,00	4,71	
275	1136,00	653,00	534,59	104,47	7,00	3,29	
276	1948,00	656,00	916,71	103,06	5,00	2,35	
277	1635,00	657,00	769,41	102,59	9,00	4,24	
278	2135,00	659,00	1004,71	101,65	5,00	2,35	
279	2268,00	658,00	1067,29	102,12	5,00	2,35	
280	2080,00	660,00	978,82	101,18	7,00	3,29	
281	2365,00	661,00	1112,94	100,71	11,00	5,18	
282	2703,00	660,00	1272,00	101,18	14,00	6,59	
283	1903,00	661,00	895,53	100,71	8,00	3,76	
284	2280,00	661,00	1072,94	100,71	7,00	3,29	
285	1939,00	665,00	912,47	98,82	7,00	3,29	
286	2090,00	663,00	983,53	99,76	6,00	2,82	
287	1247,00	665,00	586,82	98,82	10,00	4,71	
288	1905,00	665,00	896,47	98,82	8,00	3,76	
289	2075,00	665,00	976,47	98,82	7,00	3,29	
290	1250,00	667,00	588,24	97,88	10,00	4,71	
291	1906,00	667,00	896,94	97,88	8,00	3,76	
292	2734,00	669,00	1286,59	96,94	11,00	5,18	
293	2364,00	674,00	1112,47	94,59	12,00	5,65	
294	1633,00	675,00	768,47	94,12	9,00	4,24	
295	2074,00	676,00	976,00	93,65	7,00	3,29	
296	2402,00	674,00	1130,35	94,59	5,00	2,35	
297	1901,00	678,00	894,59	92,71	7,00	3,29	
298	2582,00	677,00	1215,06	93,18	12,00	5,65	
299	1265,00	677,00	595,29	93,18	9,00	4,24	
300	2502,00	677,00	1177,41	93,18	6,00	2,82	
301	2530,00	677,00	1190,59	93,18	10,00	4,71	
302	2308,00	679,00	1086,12	92,24	7,00	3,29	
303	2750,00	679,00	1294,12	92,24	6,00	2,82	
304	1632,00	680,00	768,00	91,76	9,00	4,24	
305	2072,00	683,00	975,06	90,35	7,00	3,29	
306	2405,00	681,00	1131,76	91,29	6,00	2,82	
307	1315,00	682,00	618,82	90,82	5,00	2,35	
308	2361,00	682,00	1111,06	90,82	12,00	5,65	
309	2250,00	685,00	1058,82	89,41	5,00	2,35	
310	2845,00	686,00	1338,82	88,94	7,00	3,29	
311	1136,00	687,00	534,59	88,47	5,00	2,35	
312	1464,00	689,00	688,94	87,53	5,00	2,35	
313	2202,00	687,00	1036,24	88,47	6,00	2,82	
314	2198,00	688,00	1034,35	88,00	6,00	2,82	
315	2828,00	691,00	1330,82	86,59	5,00	2,35	
316	1305,00	690,00	614,12	87,06	5,00	2,35	
317	1330,00	692,00	625,88	86,12	5,00	2,35	
318	1436,00	690,00	675,76	87,06	6,00	2,82	
319	2059,00	690,00	968,94	87,06	7,00	3,29	
320	2046,00	692,00	962,82	86,12	7,00	3,29	
321	2282,00	692,00	1073,88	86,12	9,00	4,24	
322	2310,00	696,00	1087,06	84,24	6,00	2,82	
323	1665,00	695,00	783,53	84,71	9,00	4,24	
324	1712,00	693,00	805,65	85,65	10,00	4,71	
325	2584,00	693,00	1216,00	85,65	10,00	4,71	
326	1748,00	695,00	822,59	84,71	5,00	2,35	
327	2853,00	698,00	1342,59	83,29	8,00	3,76	
328	2440,00	703,00	1148,24	80,94	6,00	2,82	
329	2746,00	702,00	1292,24	81,41	5,00	2,35	
330	2402,00	702,00	1130,35	81,41	7,00	3,29	
331	1725,00	703,00	811,76	80,94	6,00	2,82	
332	2766,00	703,00	1301,65	80,94	7,00	3,29	
333	1406,00	704,00	661,65	80,47	13,00	6,12	
334	2603,00	705,00	1224,94	80,00	14,00	6,59	
335	2645,00	705,00	1244,71	80,00	10,00	4,71	
336	2875,00	705,00	1352,94	80,00	12,00	5,65	
337	1471,00	706,00	692,24	79,53	6,00	2,82	
338	2391,00	707,00	1125,18	79,06	8,00	3,76	
339	2651,00	707,00	1247,53	79,06	10,00	4,71	
340	2350,00	710,00	1105,88	77,65	10,00	4,71	
341	1382,00	715,00	650,35	75,29	8,00	3,76	
342	1432,00	712,00	673,88	76,71	6,00	2,82	
343	2828,00	712,00	1330,82	76,71	6,00	2,82	
344	2529,00	714,00	1190,12	75,76	18,00	8,47	
345	2674,00	714,00	1258,35	75,76	17,00	8,00	
346	2880,00	714,00	1355,29	75,76	13,00	6,12	
347	2381,00	715,00	1120,47	75,29	7,00	3,29	
348	2790,00	718,00	1312,94	73,88	15,00	7,06	
349	2889,00	720,00	1359,53	72,94	11,00	5,18	
350	2717,00	721,00	1278,59	72,47	10,00	4,71	
351	2344,00	723,00	1103,06	71,53	8,00	3,76	
352	2776,00	729,00	1306,35	68,71	17,00	8,00	
353	1698,00	730,00	799,06	68,24	9,00	4,24	
354	2330,00	729,00	1096,47	68,71	10,00	4,71	
355	2892,00	735,00	1360,94	65,88	11,00	5,18	
356	2322,00	734,00	1092,71	66,35	8,00	3,76	
357	2078,00	739,00	977,88	64,00	5,00	2,35	
358	2316,00	740,00	1089,88	63,53	9,00	4,24	
359	2368,00	740,00	1114,35	63,53	6,00	2,82	
360	1395,00	741,00	656,47	63,06	7,00	3,29	
361	2736,00	742,00	1287,53	62,59	5,00	2,35	
362	1750,00	744,00	823,53	61,65	8,00	3,76	
363	2356,00	748,00	1108,71	59,76	6,00	2,82	
364	2362,00	749,00	1111,53	59,29	6,00	2,82	
365	2672,00	748,00	1257,41	59,76	18,00	8,47	
366	2066,00	749,00	972,24	59,29	5,00	2,35	
367	2476,00	749,00	1165,18	59,29	7,00	3,29	
368	2893,00	751,00	1361,41	58,35	12,00	5,65	
369	2347,00	751,00	1104,47	58,35	5,00	2,35	
370	2722,00	751,00	1280,94	58,35	9,00	4,24	
371	1696,00	753,00	798,12	57,41	5,00	2,35	
372	1747,00	756,00	822,12	56,00	7,00	3,29	
373	2529,00	755,00	1190,12	56,47	6,00	2,82	
374	1662,00	756,00	782,12	56,00	6,00	2,82	
375	1672,00	756,00	786,82	56,00	7,00	3,29	
376	2595,00	762,00	1221,18	53,18	7,00	3,29	
377	1645,00	765,00	774,12	51,76	8,00	3,76	
378	2588,00	764,00	1217,88	52,24	8,00	3,76	
379	2674,00	766,00	1258,35	51,29	18,00	8,47	
380	1386,00	767,00	652,24	50,82	7,00	3,29	
381	1725,00	768,00	811,76	50,35	8,00	3,76	
382	2241,00	768,00	1054,59	50,35	7,00	3,29	
383	2196,00	768,00	1033,41	50,35	5,00	2,35	
384	2559,00	769,00	1204,24	49,88	5,00	2,35	
385	2582,00	768,00	1215,06	50,35	9,00	4,24	
386	1384,00	774,00	651,29	47,53	7,00	3,29	
387	2130,00	779,00	1002,35	45,18	5,00	2,35	
388	2526,00	781,00	1188,71	44,24	5,00	2,35	
389	2741,00	781,00	1289,88	44,24	6,00	2,82	
390	2736,00	782,00	1287,53	43,76	6,00	2,82	
391	2762,00	782,00	1299,76	43,76	9,00	4,24	
392	1766,00	787,00	831,06	41,41	5,00	2,35	
393	2630,00	783,00	1237,65	43,29	17,00	8,00	
394	2633,00	784,00	1239,06	42,82	17,00	8,00	
395	1719,00	785,00	808,94	42,35	11,00	5,18	
396	2525,00	785,00	1188,24	42,35	5,00	2,35	
397	1716,00	787,00	807,53	41,41	11,00	5,18	
398	2523,00	789,00	1187,29	40,47	5,00	2,35	
399	2557,00	788,00	1203,29	40,94	8,00	3,76	
400	1895,00	790,00	891,76	40,00	8,00	3,76	
401	2093,00	791,00	984,94	39,53	6,00	2,82	
402	2561,00	790,00	1205,18	40,00	8,00	3,76	
403	2487,00	791,00	1170,35	39,53	6,00	2,82	
404	2505,00	792,00	1178,82	39,06	8,00	3,76	
405	1817,00	794,00	855,06	38,12	5,00	2,35	
406	2503,00	798,00	1177,88	36,24	8,00	3,76	
407	1699,00	797,00	799,53	36,71	7,00	3,29	
408	2497,00	800,00	1175,06	35,29	8,00	3,76	
409	1742,00	801,00	819,76	34,82	5,00	2,35	
410	2660,00	803,00	1251,76	33,88	6,00	2,82	
411	2827,00	807,00	1330,35	32,00	38,00	17,88	
412	1365,00	807,00	642,35	32,00	5,00	2,35	
413	2507,00	805,00	1179,76	32,94	6,00	2,82	
414	2697,00	806,00	1269,18	32,47	5,00	2,35	
415	1741,00	807,00	819,29	32,00	5,00	2,35	
416	2654,00	812,00	1248,94	29,65	6,00	2,82	
417	2724,00	812,00	1281,88	29,65	6,00	2,82	
418	2506,00	812,00	1179,29	29,65	6,00	2,82	
419	2574,00	814,00	1211,29	28,71	6,00	2,82	
420	1743,00	814,00	820,24	28,71	5,00	2,35	
421	1849,00	813,00	870,12	29,18	8,00	3,76	
422	1763,00	815,00	829,65	28,24	9,00	4,24	
423	1811,00	820,00	852,24	25,88	11,00	5,18	
424	2322,00	822,00	1092,71	24,94	5,00	2,35	
425	1812,00	828,00	852,71	22,12	11,00	5,18	
426	2111,00	826,00	993,41	23,06	6,00	2,82	
427	2700,00	826,00	1270,59	23,06	5,00	2,35	
428	1972,00	827,00	928,00	22,59	5,00	2,35	
429	2685,00	831,00	1263,53	20,71	5,00	2,35	
430	1969,00	833,00	926,59	19,76	5,00	2,35	
431	2725,00	833,00	1282,35	19,76	8,00	3,76	
432	1894,00	834,00	891,29	19,29	5,00	2,35	
433	1971,00	836,00	927,53	18,35	5,00	2,35	
434	2294,00	840,00	1079,53	16,47	7,00	3,29	
435	2515,00	837,00	1183,53	17,88	9,00	4,24	
436	1723,00	838,00	810,82	17,41	11,00	5,18	
437	2581,00	839,00	1214,59	16,94	13,00	6,12	
438	2729,00	841,00	1284,24	16,00	10,00	4,71	
439	1816,00	841,00	854,59	16,00	12,00	5,65	
440	1823,00	846,00	857,88	13,65	10,00	4,71	
441	2148,00	848,00	1010,82	12,71	5,00	2,35	
442	1835,00	853,00	863,53	10,35	14,00	6,59	
443	1775,00	852,00	835,29	10,82	13,00	6,12	
444	2867,00	857,00	1349,18	8,47	8,00	3,76	
445	2682,00	858,00	1262,12	8,00	5,00	2,35	
446	2179,00	860,00	1025,41	7,06	5,00	2,35	
447	2730,00	860,00	1284,71	7,06	8,00	3,76	
448	2563,00	860,00	1206,12	7,06	19,00	8,94	
449	2120,00	861,00	997,65	6,59	5,00	2,35	
450	1866,00	867,00	878,12	3,76	10,00	4,71	
451	2290,00	865,00	1077,65	4,71	8,00	3,76	
452	2120,00	868,00	997,65	3,29	5,00	2,35	
453	2162,00	867,00	1017,41	3,76	5,00	2,35	
454	1798,00	871,00	846,12	1,88	10,00	4,71	
455	2503,00	870,00	1177,88	2,35	9,00	4,24	
456	1965,00	872,00	924,71	1,41	5,00	2,35	
457	1864,00	872,00	877,18	1,41	10,00	4,71	
458	1743,00	874,00	820,24	0,47	10,00	4,71	
459	2280,00	877,00	1072,94	-0,94	8,00	3,76	
460	2390,00	880,00	1124,71	-2,35	5,00	2,35	
461	2070,00	880,00	974,12	-2,35	5,00	2,35	
462	2749,00	881,00	1293,65	-2,82	12,00	5,65	
463	2805,00	881,00	1320,00	-2,82	18,00	8,47	
464	2810,00	882,00	1322,35	-3,29	18,00	8,47	
465	2030,00	888,00	955,29	-6,12	7,00	3,29	
466	1867,00	888,00	878,59	-6,12	11,00	5,18	
467	2505,00	888,00	1178,82	-6,12	6,00	2,82	
468	1935,00	890,00	910,59	-7,06	7,00	3,29	
469	2228,00	890,00	1048,47	-7,06	7,00	3,29	
470	2847,00	893,00	1339,76	-8,47	5,00	2,35	
471	2769,00	894,00	1303,06	-8,94	11,00	5,18	
472	2552,00	896,00	1200,94	-9,88	10,00	4,71	
473	1802,00	896,00	848,00	-9,88	18,00	8,47	
474	2275,00	897,00	1070,59	-10,35	11,00	5,18	
475	2466,00	897,00	1160,47	-10,35	9,00	4,24	
476	2503,00	899,00	1177,88	-11,29	6,00	2,82	
477	2033,00	905,00	956,71	-14,12	7,00	3,29	
478	2568,00	902,00	1208,47	-12,71	9,00	4,24	
479	2322,00	906,00	1092,71	-14,59	5,00	2,35	
480	2133,00	908,00	1003,76	-15,53	5,00	2,35	
481	2571,00	908,00	1209,88	-15,53	8,00	3,76	
482	2675,00	909,00	1258,82	-16,00	8,00	3,76	
483	2710,00	909,00	1275,29	-16,00	12,00	5,65	
484	2572,00	910,00	1210,35	-16,47	8,00	3,76	
485	2705,00	911,00	1272,94	-16,94	12,00	5,65	
486	2365,00	912,00	1112,94	-17,41	7,00	3,29	
487	1776,00	913,00	835,76	-17,88	10,00	4,71	
