Circle #	Center X	Center Y	Center X (µm)	Center Y (µm)	Radius	Radius (µm)	
69	1062,00	118,00	499,76	356,24	20,00	9,41	
70	1148,00	118,00	540,24	356,24	17,00	8,00	
71	1658,00	121,00	780,24	354,82	10,00	4,71	
72	1478,00	120,00	695,53	355,29	10,00	4,71	
73	1565,00	120,00	736,47	355,29	11,00	5,18	
74	1469,00	124,00	691,29	353,41	10,00	4,71	
75	1556,00	125,00	732,24	352,94	13,00	6,12	
76	1468,00	127,00	690,82	352,00	10,00	4,71	
77	968,00	131,00	455,53	350,12	19,00	8,94	
78	946,00	131,00	445,18	350,12	16,00	7,53	
79	1163,00	132,00	547,29	349,65	13,00	6,12	
80	1531,00	134,00	720,47	348,71	10,00	4,71	
81	1131,00	136,00	532,24	347,76	6,00	2,82	
82	1521,00	138,00	715,76	346,82	10,00	4,71	
83	1667,00	138,00	784,47	346,82	10,00	4,71	
84	1109,00	138,00	521,88	346,82	5,00	2,35	
85	1454,00	140,00	684,24	345,88	8,00	3,76	
86	1513,00	141,00	712,00	345,41	10,00	4,71	
87	1511,00	144,00	711,06	344,00	10,00	4,71	
88	730,00	149,00	343,53	341,65	46,00	21,65	
89	921,00	146,00	433,41	343,06	21,00	9,88	
90	1109,00	147,00	521,88	342,59	5,00	2,35	
91	1508,00	146,00	709,65	343,06	10,00	4,71	
92	1499,00	152,00	705,41	340,24	11,00	5,18	
93	909,00	151,00	427,76	340,71	19,00	8,94	
94	902,00	156,00	424,47	338,35	20,00	9,41	
95	1165,00	160,00	548,24	336,47	14,00	6,59	
96	1377,00	161,00	648,00	336,00	17,00	8,00	
97	1484,00	163,00	698,35	335,06	8,00	3,76	
98	1481,00	164,00	696,94	334,59	8,00	3,76	
99	1651,00	166,00	776,94	333,65	17,00	8,00	
100	1154,00	172,00	543,06	330,82	14,00	6,59	
101	1254,00	168,00	590,12	332,71	7,00	3,29	
102	1266,00	172,00	595,76	330,82	6,00	2,82	
103	1469,00	172,00	691,29	330,82	10,00	4,71	
104	1225,00	174,00	576,47	329,88	8,00	3,76	
105	1649,00	173,00	776,00	330,35	16,00	7,53	
106	1462,00	175,00	688,00	329,41	10,00	4,71	
107	1210,00	178,00	569,41	328,00	7,00	3,29	
108	1147,00	179,00	539,76	327,53	14,00	6,59	
109	1145,00	180,00	538,82	327,06	14,00	6,59	
110	1645,00	180,00	774,12	327,06	17,00	8,00	
111	1643,00	183,00	773,18	325,65	17,00	8,00	
112	1450,00	184,00	682,35	325,18	13,00	6,12	
113	790,00	187,00	371,76	323,76	5,00	2,35	
114	1280,00	189,00	602,35	322,82	9,00	4,24	
115	1089,00	190,00	512,47	322,35	7,00	3,29	
116	1437,00	191,00	676,24	321,88	16,00	7,53	
117	1616,00	191,00	760,47	321,88	9,00	4,24	
118	1700,00	192,00	800,00	321,41	10,00	4,71	
119	1468,00	196,00	690,82	319,53	5,00	2,35	
120	1624,00	195,00	764,24	320,00	10,00	4,71	
121	1717,00	196,00	808,00	319,53	10,00	4,71	
122	1067,00	196,00	502,12	319,53	5,00	2,35	
123	1394,00	196,00	656,00	319,53	14,00	6,59	
124	1063,00	198,00	500,24	318,59	5,00	2,35	
125	2058,00	197,00	968,47	319,06	38,00	17,88	
126	892,00	198,00	419,76	318,59	23,00	10,82	
127	1295,00	200,00	609,41	317,65	6,00	2,82	
128	976,00	200,00	459,29	317,65	10,00	4,71	
129	1058,00	200,00	497,88	317,65	5,00	2,35	
130	2131,00	200,00	1002,82	317,65	8,00	3,76	
131	1687,00	205,00	793,88	315,29	11,00	5,18	
132	1475,00	206,00	694,12	314,82	5,00	2,35	
133	1768,00	207,00	832,00	314,35	16,00	7,53	
134	988,00	208,00	464,94	313,88	10,00	4,71	
135	2137,00	209,00	1005,65	313,41	9,00	4,24	
136	788,00	210,00	370,82	312,94	15,00	7,06	
137	781,00	212,00	367,53	312,00	15,00	7,06	
138	2142,00	217,00	1008,00	309,65	6,00	2,82	
139	1011,00	220,00	475,76	308,24	14,00	6,59	
140	1408,00	222,00	662,59	307,29	5,00	2,35	
141	896,00	222,00	421,65	307,29	24,00	11,29	
142	1947,00	221,00	916,24	307,76	41,00	19,29	
143	1090,00	226,00	512,94	305,41	8,00	3,76	
144	1217,00	227,00	572,71	304,94	17,00	8,00	
145	1935,00	227,00	910,59	304,94	39,00	18,35	
146	2145,00	228,00	1009,41	304,47	8,00	3,76	
147	899,00	229,00	423,06	304,00	23,00	10,82	
148	1403,00	232,00	660,24	302,59	5,00	2,35	
149	816,00	233,00	384,00	302,12	6,00	2,82	
150	1202,00	240,00	565,65	298,82	16,00	7,53	
151	1353,00	243,00	636,71	297,41	26,00	12,24	
152	919,00	245,00	432,47	296,47	18,00	8,47	
153	959,00	245,00	451,29	296,47	9,00	4,24	
154	1046,00	246,00	492,24	296,00	9,00	4,24	
155	1088,00	246,00	512,00	296,00	11,00	5,18	
156	1651,00	247,00	776,94	295,53	9,00	4,24	
157	1250,00	251,00	588,24	293,65	13,00	6,12	
158	1647,00	249,00	775,06	294,59	9,00	4,24	
159	2164,00	251,00	1018,35	293,65	11,00	5,18	
160	1366,00	253,00	642,82	292,71	24,00	11,29	
161	1615,00	255,00	760,00	291,76	11,00	5,18	
162	718,00	254,00	337,88	292,24	12,00	5,65	
163	984,00	254,00	463,06	292,24	9,00	4,24	
164	996,00	254,00	468,71	292,24	9,00	4,24	
165	2169,00	255,00	1020,71	291,76	10,00	4,71	
166	1006,00	258,00	473,41	290,35	8,00	3,76	
167	1578,00	258,00	742,59	290,35	5,00	2,35	
168	1716,00	258,00	807,53	290,35	9,00	4,24	
169	1730,00	258,00	814,12	290,35	10,00	4,71	
170	1732,00	260,00	815,06	289,41	10,00	4,71	
171	1073,00	264,00	504,94	287,53	7,00	3,29	
172	1177,00	261,00	553,88	288,94	10,00	4,71	
173	1702,00	262,00	800,94	288,47	10,00	4,71	
174	1044,00	264,00	491,29	287,53	6,00	2,82	
175	735,00	267,00	345,88	286,12	13,00	6,12	
176	773,00	270,00	363,76	284,71	5,00	2,35	
177	1266,00	269,00	595,76	285,18	11,00	5,18	
178	1635,00	269,00	769,41	285,18	9,00	4,24	
179	1417,00	275,00	666,82	282,35	7,00	3,29	
180	2182,00	272,00	1026,82	283,76	7,00	3,29	
181	854,00	273,00	401,88	283,29	17,00	8,00	
182	1268,00	273,00	596,71	283,29	11,00	5,18	
183	1173,00	274,00	552,00	282,82	13,00	6,12	
184	1269,00	276,00	597,18	281,88	11,00	5,18	
185	1653,00	278,00	777,88	280,94	9,00	4,24	
186	1155,00	279,00	543,53	280,47	15,00	7,06	
187	842,00	280,00	396,24	280,00	14,00	6,59	
188	1628,00	283,00	766,12	278,59	6,00	2,82	
189	1272,00	282,00	598,59	279,06	11,00	5,18	
190	1369,00	282,00	644,24	279,06	20,00	9,41	
191	1052,00	285,00	495,06	277,65	10,00	4,71	
192	1201,00	285,00	565,18	277,65	5,00	2,35	
193	1670,00	289,00	785,88	275,76	5,00	2,35	
194	1274,00	290,00	599,53	275,29	12,00	5,65	
195	1760,00	297,00	828,24	272,00	9,00	4,24	
196	2108,00	294,00	992,00	273,41	46,00	21,65	
197	861,00	298,00	405,18	271,53	5,00	2,35	
198	1674,00	300,00	787,76	270,59	5,00	2,35	
199	2191,00	301,00	1031,06	270,12	12,00	5,65	
200	1279,00	303,00	601,88	269,18	13,00	6,12	
201	1278,00	305,00	601,41	268,24	13,00	6,12	
202	855,00	306,00	402,35	267,76	5,00	2,35	
203	854,00	308,00	401,88	266,82	5,00	2,35	
204	1814,00	311,00	853,65	265,41	5,00	2,35	
205	1156,00	313,00	544,00	264,47	20,00	9,41	
206	2020,00	311,00	950,59	265,41	9,00	4,24	
207	1030,00	313,00	484,71	264,47	5,00	2,35	
208	1741,00	314,00	819,29	264,00	5,00	2,35	
209	2186,00	316,00	1028,71	263,06	9,00	4,24	
210	848,00	318,00	399,06	262,12	5,00	2,35	
211	1690,00	320,00	795,29	261,18	6,00	2,82	
212	1847,00	326,00	869,18	258,35	5,00	2,35	
213	1250,00	327,00	588,24	257,88	6,00	2,82	
214	2232,00	327,00	1050,35	257,88	10,00	4,71	
215	1343,00	333,00	632,00	255,06	20,00	9,41	
216	2233,00	329,00	1050,82	256,94	10,00	4,71	
217	1251,00	330,00	588,71	256,47	6,00	2,82	
218	886,00	335,00	416,94	254,12	9,00	4,24	
219	1171,00	335,00	551,06	254,12	16,00	7,53	
220	2237,00	335,00	1052,71	254,12	9,00	4,24	
221	870,00	337,00	409,41	253,18	10,00	4,71	
222	1172,00	337,00	551,53	253,18	16,00	7,53	
223	2238,00	338,00	1053,18	252,71	9,00	4,24	
224	872,00	338,00	410,35	252,71	10,00	4,71	
225	804,00	341,00	378,35	251,29	29,00	13,65	
226	1745,00	343,00	821,18	250,35	9,00	4,24	
227	1753,00	347,00	824,94	248,47	10,00	4,71	
228	1066,00	350,00	501,65	247,06	5,00	2,35	
229	1384,00	353,00	651,29	245,65	7,00	3,29	
230	1756,00	354,00	826,35	245,18	11,00	5,18	
231	1128,00	355,00	530,82	244,71	10,00	4,71	
232	1260,00	355,00	592,94	244,71	11,00	5,18	
233	1466,00	357,00	689,88	243,76	5,00	2,35	
234	1101,00	358,00	518,12	243,29	5,00	2,35	
235	1460,00	359,00	687,06	242,82	6,00	2,82	
236	1249,00	361,00	587,76	241,88	10,00	4,71	
237	1397,00	361,00	657,41	241,88	5,00	2,35	
238	973,00	363,00	457,88	240,94	43,00	20,24	
239	1300,00	364,00	611,76	240,47	16,00	7,53	
240	972,00	366,00	457,41	239,53	43,00	20,24	
241	2251,00	368,00	1059,29	238,59	8,00	3,76	
242	1119,00	368,00	526,59	238,59	7,00	3,29	
243	2156,00	368,00	1014,59	238,59	6,00	2,82	
244	1865,00	371,00	877,65	237,18	26,00	12,24	
245	1186,00	372,00	558,12	236,71	12,00	5,65	
246	1757,00	372,00	826,82	236,71	7,00	3,29	
247	1416,00	374,00	666,35	235,76	8,00	3,76	
248	1052,00	381,00	495,06	232,47	8,00	3,76	
249	1105,00	375,00	520,00	235,29	11,00	5,18	
250	2225,00	375,00	1047,06	235,29	6,00	2,82	
251	968,00	376,00	455,53	234,82	44,00	20,71	
252	1471,00	378,00	692,24	233,88	6,00	2,82	
253	965,00	380,00	454,12	232,94	44,00	20,71	
254	1208,00	380,00	568,47	232,94	5,00	2,35	
255	1715,00	381,00	807,06	232,47	6,00	2,82	
256	1827,00	382,00	859,76	232,00	6,00	2,82	
257	1477,00	385,00	695,06	230,59	5,00	2,35	
258	1186,00	386,00	558,12	230,12	13,00	6,12	
259	829,00	392,00	390,12	227,29	13,00	6,12	
260	1044,00	391,00	491,29	227,76	7,00	3,29	
261	2171,00	392,00	1021,65	227,29	14,00	6,59	
262	2193,00	394,00	1032,00	226,35	7,00	3,29	
263	1036,00	395,00	487,53	225,88	6,00	2,82	
264	2197,00	396,00	1033,88	225,41	7,00	3,29	
265	2099,00	398,00	987,76	224,47	9,00	4,24	
266	3576,00	399,00	1682,82	224,00	5,00	2,35	
267	2147,00	399,00	1010,35	224,00	6,00	2,82	
268	2305,00	401,00	1084,71	223,06	9,00	4,24	
269	2092,00	400,00	984,47	223,53	8,00	3,76	
270	1850,00	401,00	870,59	223,06	9,00	4,24	
271	2257,00	403,00	1062,12	222,12	11,00	5,18	
272	3562,00	403,00	1676,24	222,12	7,00	3,29	
273	3606,00	404,00	1696,94	221,65	8,00	3,76	
274	1171,00	406,00	551,06	220,71	16,00	7,53	
275	1761,00	408,00	828,71	219,76	11,00	5,18	
276	3516,00	409,00	1654,59	219,29	5,00	2,35	
277	3552,00	409,00	1671,53	219,29	7,00	3,29	
278	939,00	412,00	441,88	217,88	48,00	22,59	
279	852,00	415,00	400,94	216,47	5,00	2,35	
280	1112,00	414,00	523,29	216,94	10,00	4,71	
281	1856,00	413,00	873,41	217,41	5,00	2,35	
282	2273,00	414,00	1069,65	216,94	5,00	2,35	
283	1424,00	420,00	670,12	214,12	7,00	3,29	
284	1543,00	414,00	726,12	216,94	7,00	3,29	
285	1753,00	415,00	824,94	216,47	8,00	3,76	
286	2244,00	418,00	1056,00	215,06	6,00	2,82	
287	3540,00	419,00	1665,88	214,59	5,00	2,35	
288	1144,00	420,00	538,35	214,12	5,00	2,35	
289	3616,00	420,00	1701,65	214,12	7,00	3,29	
290	3527,00	423,00	1659,76	212,71	8,00	3,76	
291	1532,00	424,00	720,94	212,24	11,00	5,18	
292	2247,00	424,00	1057,41	212,24	6,00	2,82	
293	1367,00	425,00	643,29	211,76	6,00	2,82	
294	1297,00	426,00	610,35	211,29	10,00	4,71	
295	1791,00	427,00	842,82	210,82	21,00	9,88	
296	2314,00	427,00	1088,94	210,82	14,00	6,59	
297	1291,00	427,00	607,53	210,82	10,00	4,71	
298	1237,00	435,00	582,12	207,06	7,00	3,29	
299	1412,00	429,00	664,47	209,88	6,00	2,82	
300	1149,00	429,00	540,71	209,88	5,00	2,35	
301	1442,00	432,00	678,59	208,47	5,00	2,35	
302	1509,00	430,00	710,12	209,41	7,00	3,29	
303	2105,00	431,00	990,59	208,94	7,00	3,29	
304	836,00	438,00	393,41	205,65	12,00	5,65	
305	3626,00	436,00	1706,35	206,59	7,00	3,29	
306	1821,00	435,00	856,94	207,06	9,00	4,24	
307	1184,00	437,00	557,18	206,12	17,00	8,00	
308	3507,00	436,00	1650,35	206,59	6,00	2,82	
309	1362,00	437,00	640,94	206,12	6,00	2,82	
310	1499,00	441,00	705,41	204,24	10,00	4,71	
311	3496,00	441,00	1645,18	204,24	9,00	4,24	
312	1336,00	442,00	628,71	203,76	14,00	6,59	
313	2087,00	442,00	982,12	203,76	8,00	3,76	
314	3488,00	443,00	1641,41	203,29	10,00	4,71	
315	1327,00	444,00	624,47	202,82	13,00	6,12	
316	1717,00	445,00	808,00	202,35	5,00	2,35	
317	1720,00	448,00	809,41	200,94	5,00	2,35	
318	2080,00	447,00	978,82	201,41	7,00	3,29	
319	1345,00	449,00	632,94	200,47	10,00	4,71	
320	2310,00	450,00	1087,06	200,00	17,00	8,00	
321	3637,00	450,00	1711,53	200,00	9,00	4,24	
322	1347,00	452,00	633,88	199,06	10,00	4,71	
323	2050,00	453,00	964,71	198,59	8,00	3,76	
324	1318,00	457,00	620,24	196,71	9,00	4,24	
325	3473,00	457,00	1634,35	196,71	7,00	3,29	
326	3641,00	458,00	1713,41	196,24	8,00	3,76	
327	2108,00	459,00	992,00	195,76	5,00	2,35	
328	1446,00	461,00	680,47	194,82	9,00	4,24	
329	1471,00	462,00	692,24	194,35	15,00	7,06	
330	2065,00	464,00	971,76	193,41	12,00	5,65	
331	854,00	466,00	401,88	192,47	5,00	2,35	
332	1322,00	466,00	622,12	192,47	9,00	4,24	
333	2292,00	466,00	1078,59	192,47	5,00	2,35	
334	976,00	469,00	459,29	191,06	5,00	2,35	
335	1086,00	471,00	511,06	190,12	13,00	6,12	
336	1875,00	474,00	882,35	188,71	5,00	2,35	
337	3645,00	472,00	1715,29	189,65	5,00	2,35	
338	1371,00	473,00	645,18	189,18	25,00	11,76	
339	1266,00	477,00	595,76	187,29	7,00	3,29	
340	1473,00	480,00	693,18	185,88	7,00	3,29	
341	1210,00	480,00	569,41	185,88	28,00	13,18	
342	3456,00	480,00	1626,35	185,88	5,00	2,35	
343	3529,00	482,00	1660,71	184,94	5,00	2,35	
344	1438,00	483,00	676,71	184,47	12,00	5,65	
345	3544,00	484,00	1667,76	184,00	7,00	3,29	
346	3610,00	483,00	1698,82	184,47	6,00	2,82	
347	937,00	484,00	440,94	184,00	8,00	3,76	
348	1616,00	484,00	760,47	184,00	7,00	3,29	
349	3499,00	484,00	1646,59	184,00	8,00	3,76	
350	3570,00	485,00	1680,00	183,53	7,00	3,29	
351	3594,00	484,00	1691,29	184,00	7,00	3,29	
352	3640,00	484,00	1712,94	184,00	7,00	3,29	
353	3447,00	485,00	1622,12	183,53	6,00	2,82	
354	3585,00	485,00	1687,06	183,53	5,00	2,35	
355	934,00	486,00	439,53	183,06	8,00	3,76	
356	1133,00	486,00	533,18	183,06	17,00	8,00	
357	914,00	488,00	430,12	182,12	12,00	5,65	
358	1090,00	488,00	512,94	182,12	15,00	7,06	
359	1636,00	488,00	769,88	182,12	5,00	2,35	
360	1714,00	488,00	806,59	182,12	11,00	5,18	
361	1125,00	489,00	529,41	181,65	18,00	8,47	
362	1072,00	491,00	504,47	180,71	12,00	5,65	
363	2154,00	494,00	1013,65	179,29	20,00	9,41	
364	1149,00	495,00	540,71	178,82	10,00	4,71	
365	2000,00	496,00	941,18	178,35	9,00	4,24	
366	1049,00	498,00	493,65	177,41	11,00	5,18	
367	1114,00	497,00	524,24	177,88	21,00	9,88	
368	1707,00	498,00	803,29	177,41	5,00	2,35	
369	1809,00	500,00	851,29	176,47	11,00	5,18	
370	1706,00	501,00	802,82	176,00	5,00	2,35	
371	1790,00	503,00	842,35	175,06	8,00	3,76	
372	1485,00	504,00	698,82	174,59	7,00	3,29	
373	1836,00	504,00	864,00	174,59	12,00	5,65	
374	1776,00	505,00	835,76	174,12	9,00	4,24	
375	1695,00	507,00	797,65	173,18	5,00	2,35	
376	1957,00	506,00	920,94	173,65	5,00	2,35	
377	1876,00	510,00	882,82	171,76	23,00	10,82	
378	2165,00	511,00	1018,82	171,29	14,00	6,59	
379	2470,00	514,00	1162,35	169,88	29,00	13,65	
380	2537,00	511,00	1193,88	171,29	20,00	9,41	
381	2581,00	515,00	1214,59	169,41	19,00	8,94	
382	2584,00	516,00	1216,00	168,94	19,00	8,94	
383	1948,00	517,00	916,71	168,47	9,00	4,24	
384	1005,00	518,00	472,94	168,00	27,00	12,71	
385	2296,00	522,00	1080,47	166,12	5,00	2,35	
386	2622,00	520,00	1233,88	167,06	12,00	5,65	
387	2634,00	525,00	1239,53	164,71	12,00	5,65	
388	1300,00	527,00	611,76	163,76	32,00	15,06	
389	1946,00	532,00	915,76	161,41	10,00	4,71	
390	1182,00	531,00	556,24	161,88	5,00	2,35	
391	1323,00	532,00	622,59	161,41	30,00	14,12	
392	1842,00	532,00	866,82	161,41	6,00	2,82	
393	1248,00	538,00	587,29	158,59	13,00	6,12	
394	1350,00	538,00	635,29	158,59	27,00	12,71	
395	2079,00	538,00	978,35	158,59	12,00	5,65	
396	1991,00	539,00	936,94	158,12	24,00	11,29	
397	1234,00	540,00	580,71	157,65	13,00	6,12	
398	1438,00	541,00	676,71	157,18	21,00	9,88	
399	1844,00	540,00	867,76	157,65	8,00	3,76	
400	1083,00	543,00	509,65	156,24	7,00	3,29	
401	1870,00	544,00	880,00	155,76	7,00	3,29	
402	1954,00	544,00	919,53	155,76	11,00	5,18	
403	1845,00	548,00	868,24	153,88	8,00	3,76	
404	2335,00	545,00	1098,82	155,29	17,00	8,00	
405	2331,00	548,00	1096,94	153,88	17,00	8,00	
406	2567,00	552,00	1208,00	152,00	9,00	4,24	
407	1000,00	561,00	470,59	147,76	25,00	11,76	
408	2215,00	554,00	1042,35	151,06	26,00	12,24	
409	2615,00	554,00	1230,59	151,06	5,00	2,35	
410	2586,00	555,00	1216,94	150,59	6,00	2,82	
411	1843,00	559,00	867,29	148,71	7,00	3,29	
412	2172,00	557,00	1022,12	149,65	10,00	4,71	
413	2634,00	561,00	1239,53	147,76	8,00	3,76	
414	2165,00	560,00	1018,82	148,24	9,00	4,24	
415	2280,00	561,00	1072,94	147,76	5,00	2,35	
416	2466,00	562,00	1160,47	147,29	14,00	6,59	
417	2220,00	564,00	1044,71	146,35	28,00	13,18	
418	2157,00	567,00	1015,06	144,94	9,00	4,24	
419	2453,00	569,00	1154,35	144,00	11,00	5,18	
420	2591,00	569,00	1219,29	144,00	8,00	3,76	
421	2152,00	573,00	1012,71	142,12	9,00	4,24	
422	2030,00	573,00	955,29	142,12	10,00	4,71	
423	1841,00	573,00	866,35	142,12	5,00	2,35	
424	2122,00	573,00	998,59	142,12	11,00	5,18	
425	2397,00	574,00	1128,00	141,65	9,00	4,24	
426	2441,00	574,00	1148,71	141,65	12,00	5,65	
427	1187,00	575,00	558,59	141,18	17,00	8,00	
428	2438,00	575,00	1147,29	141,18	12,00	5,65	
429	2696,00	575,00	1268,71	141,18	8,00	3,76	
430	2105,00	576,00	990,59	140,71	10,00	4,71	
431	2594,00	578,00	1220,71	139,76	7,00	3,29	
432	1281,00	578,00	602,82	139,76	7,00	3,29	
433	2382,00	577,00	1120,94	140,24	8,00	3,76	
434	2040,00	578,00	960,00	139,76	8,00	3,76	
435	2089,00	579,00	983,06	139,29	10,00	4,71	
436	2507,00	581,00	1179,76	138,35	6,00	2,82	
437	2374,00	582,00	1117,18	137,88	10,00	4,71	
438	2634,00	583,00	1239,53	137,41	9,00	4,24	
439	2714,00	582,00	1277,18	137,88	7,00	3,29	
440	2069,00	586,00	973,65	136,00	13,00	6,12	
441	2706,00	585,00	1273,41	136,47	9,00	4,24	
442	1869,00	587,00	879,53	135,53	5,00	2,35	
443	2306,00	588,00	1085,18	135,06	9,00	4,24	
444	1121,00	589,00	527,53	134,59	11,00	5,18	
445	1940,00	590,00	912,94	134,12	7,00	3,29	
446	2194,00	589,00	1032,47	134,59	11,00	5,18	
447	1110,00	591,00	522,35	133,65	10,00	4,71	
448	1129,00	591,00	531,29	133,65	12,00	5,65	
449	1093,00	595,00	514,35	131,76	10,00	4,71	
450	1448,00	598,00	681,41	130,35	16,00	7,53	
451	2360,00	599,00	1110,59	129,88	13,00	6,12	
452	1155,00	599,00	543,53	129,88	16,00	7,53	
453	1067,00	601,00	502,12	128,94	16,00	7,53	
454	1364,00	601,00	641,88	128,94	9,00	4,24	
455	2433,00	602,00	1144,94	128,47	9,00	4,24	
456	1521,00	604,00	715,76	127,53	5,00	2,35	
457	2172,00	607,00	1022,12	126,12	9,00	4,24	
458	2679,00	606,00	1260,71	126,59	13,00	6,12	
459	1044,00	607,00	491,29	126,12	17,00	8,00	
460	1495,00	609,00	703,53	125,18	6,00	2,82	
461	1861,00	609,00	875,76	125,18	5,00	2,35	
462	1870,00	608,00	880,00	125,65	5,00	2,35	
463	2342,00	609,00	1102,12	125,18	7,00	3,29	
464	2407,00	609,00	1132,71	125,18	5,00	2,35	
465	1001,00	610,00	471,06	124,71	32,00	15,06	
466	2404,00	610,00	1131,29	124,71	5,00	2,35	
467	1502,00	613,00	706,82	123,29	6,00	2,82	
468	1940,00	614,00	912,94	122,82	6,00	2,82	
469	2373,00	615,00	1116,71	122,35	10,00	4,71	
470	2592,00	620,00	1219,76	120,00	10,00	4,71	
471	1435,00	621,00	675,29	119,53	18,00	8,47	
472	962,00	622,00	452,71	119,06	12,00	5,65	
473	1315,00	622,00	618,82	119,06	8,00	3,76	
474	956,00	624,00	449,88	118,12	12,00	5,65	
475	1313,00	623,00	617,88	118,59	8,00	3,76	
476	1325,00	624,00	623,53	118,12	7,00	3,29	
477	2598,00	624,00	1222,59	118,12	10,00	4,71	
478	2726,00	625,00	1282,82	117,65	21,00	9,88	
479	1834,00	625,00	863,06	117,65	6,00	2,82	
480	2234,00	625,00	1051,29	117,65	6,00	2,82	
481	2323,00	625,00	1093,18	117,65	9,00	4,24	
482	1938,00	626,00	912,00	117,18	6,00	2,82	
483	2127,00	627,00	1000,94	116,71	7,00	3,29	
484	2230,00	626,00	1049,41	117,18	6,00	2,82	
485	2305,00	626,00	1084,71	117,18	10,00	4,71	
486	2301,00	627,00	1082,82	116,71	10,00	4,71	
487	2606,00	627,00	1226,35	116,71	9,00	4,24	
488	1394,00	630,00	656,00	115,29	14,00	6,59	
489	2170,00	629,00	1021,18	115,76	11,00	5,18	
490	1463,00	630,00	688,47	115,29	5,00	2,35	
491	931,00	633,00	438,12	113,88	10,00	4,71	
492	2635,00	634,00	1240,00	113,41	5,00	2,35	
493	923,00	636,00	434,35	112,47	9,00	4,24	
494	2133,00	637,00	1003,76	112,00	6,00	2,82	
