Circle #	Center X	Center Y	Center X (µm)	Center Y (µm)	Radius	Radius (µm)	
44	3446,00	390,00	1621,65	228,24	5,00	2,35	
45	2241,00	397,00	1054,59	224,94	9,00	4,24	
46	3655,00	400,00	1720,00	223,53	7,00	3,29	
47	2302,00	402,00	1083,29	222,59	5,00	2,35	
48	3628,00	403,00	1707,29	222,12	10,00	4,71	
49	3475,00	405,00	1635,29	221,18	10,00	4,71	
50	3514,00	406,00	1653,65	220,71	6,00	2,82	
51	3496,00	407,00	1645,18	220,24	7,00	3,29	
52	3524,00	407,00	1658,35	220,24	7,00	3,29	
53	3568,00	407,00	1679,06	220,24	8,00	3,76	
54	3602,00	408,00	1695,06	219,76	9,00	4,24	
55	3532,00	409,00	1662,12	219,29	8,00	3,76	
56	2232,00	424,00	1050,35	212,24	6,00	2,82	
57	2267,00	426,00	1066,82	211,29	5,00	2,35	
58	2252,00	428,00	1059,76	210,35	6,00	2,82	
59	2245,00	431,00	1056,47	208,94	5,00	2,35	
60	3688,00	436,00	1735,53	206,59	5,00	2,35	
61	3672,00	438,00	1728,00	205,65	5,00	2,35	
62	3566,00	438,00	1678,12	205,65	5,00	2,35	
63	3448,00	439,00	1622,59	205,18	5,00	2,35	
64	3621,00	439,00	1704,00	205,18	7,00	3,29	
65	2302,00	440,00	1083,29	204,71	5,00	2,35	
66	3658,00	441,00	1721,41	204,24	7,00	3,29	
67	3551,00	442,00	1671,06	203,76	8,00	3,76	
68	3584,00	442,00	1686,59	203,76	9,00	4,24	
69	3474,00	443,00	1634,82	203,29	9,00	4,24	
70	3505,00	443,00	1649,41	203,29	9,00	4,24	
71	3490,00	444,00	1642,35	202,82	9,00	4,24	
72	2289,00	451,00	1077,18	199,53	5,00	2,35	
73	2243,00	454,00	1055,53	198,12	5,00	2,35	
74	3543,00	453,00	1667,29	198,59	5,00	2,35	
75	3587,00	454,00	1688,00	198,12	5,00	2,35	
76	2257,00	456,00	1062,12	197,18	6,00	2,82	
77	2311,00	470,00	1087,53	190,59	8,00	3,76	
78	2224,00	475,00	1046,59	188,24	6,00	2,82	
79	2296,00	476,00	1080,47	187,76	6,00	2,82	
80	2254,00	484,00	1060,71	184,00	6,00	2,82	
81	2308,00	483,00	1086,12	184,47	5,00	2,35	
82	2231,00	484,00	1049,88	184,00	5,00	2,35	
83	2265,00	487,00	1065,88	182,59	5,00	2,35	
84	2221,00	494,00	1045,18	179,29	6,00	2,82	
85	2293,00	496,00	1079,06	178,35	5,00	2,35	
86	2226,00	499,00	1047,53	176,94	5,00	2,35	
87	2287,00	503,00	1076,24	175,06	5,00	2,35	
88	2298,00	511,00	1081,41	171,29	5,00	2,35	
89	2311,00	512,00	1087,53	170,82	6,00	2,82	
90	2281,00	521,00	1073,41	166,59	5,00	2,35	
91	2254,00	526,00	1060,71	164,24	8,00	3,76	
92	2290,00	535,00	1077,65	160,00	5,00	2,35	
93	2267,00	541,00	1066,82	157,18	5,00	2,35	
94	2230,00	541,00	1049,41	157,18	7,00	3,29	
95	2295,00	552,00	1080,00	152,00	5,00	2,35	
96	2369,00	556,00	1114,82	150,12	5,00	2,35	
97	2211,00	558,00	1040,47	149,18	5,00	2,35	
98	2381,00	564,00	1120,47	146,35	8,00	3,76	
99	2220,00	565,00	1044,71	145,88	6,00	2,82	
100	2355,00	575,00	1108,24	141,18	5,00	2,35	
101	2383,00	575,00	1121,41	141,18	10,00	4,71	
102	2362,00	579,00	1111,53	139,29	6,00	2,82	
103	2368,00	587,00	1114,35	135,53	5,00	2,35	
104	2280,00	594,00	1072,94	132,24	7,00	3,29	
105	2278,00	604,00	1072,00	127,53	7,00	3,29	
106	2357,00	606,00	1109,18	126,59	7,00	3,29	
107	2221,00	608,00	1045,18	125,65	6,00	2,82	
108	2292,00	608,00	1078,59	125,65	5,00	2,35	
109	2252,00	615,00	1059,76	122,35	5,00	2,35	
110	2347,00	619,00	1104,47	120,47	7,00	3,29	
111	2263,00	625,00	1064,94	117,65	5,00	2,35	
112	2351,00	627,00	1106,35	116,71	7,00	3,29	
113	2217,00	637,00	1043,29	112,00	5,00	2,35	
114	2307,00	641,00	1085,65	110,12	5,00	2,35	
115	2321,00	642,00	1092,24	109,65	6,00	2,82	
116	2339,00	643,00	1100,71	109,18	7,00	3,29	
117	2250,00	646,00	1058,82	107,76	8,00	3,76	
118	2287,00	652,00	1076,24	104,94	5,00	2,35	
119	2196,00	653,00	1033,41	104,47	7,00	3,29	
120	2330,00	657,00	1096,47	102,59	5,00	2,35	
121	2276,00	660,00	1071,06	101,18	6,00	2,82	
122	2322,00	660,00	1092,71	101,18	6,00	2,82	
123	2151,00	663,00	1012,24	99,76	6,00	2,82	
124	2333,00	668,00	1097,88	97,41	5,00	2,35	
125	2279,00	674,00	1072,47	94,59	7,00	3,29	
126	2329,00	675,00	1096,00	94,12	5,00	2,35	
127	2287,00	682,00	1076,24	90,82	5,00	2,35	
128	2211,00	684,00	1040,47	89,88	6,00	2,82	
129	2318,00	688,00	1090,82	88,00	6,00	2,82	
130	2083,00	689,00	980,24	87,53	11,00	5,18	
131	2300,00	689,00	1082,35	87,53	7,00	3,29	
132	2041,00	695,00	960,47	84,71	8,00	3,76	
133	2127,00	694,00	1000,94	85,18	7,00	3,29	
134	2070,00	695,00	974,12	84,71	8,00	3,76	
135	1442,00	697,00	678,59	83,76	6,00	2,82	
136	1417,00	698,00	666,82	83,29	11,00	5,18	
137	2093,00	699,00	984,94	82,82	6,00	2,82	
138	2115,00	699,00	995,29	82,82	9,00	4,24	
139	2099,00	700,00	987,76	82,35	6,00	2,82	
140	2138,00	701,00	1006,12	81,88	9,00	4,24	
141	1409,00	709,00	663,06	78,12	7,00	3,29	
142	1432,00	711,00	673,88	77,18	7,00	3,29	
143	1900,00	712,00	894,12	76,71	5,00	2,35	
144	2082,00	717,00	979,76	74,35	5,00	2,35	
145	2042,00	721,00	960,94	72,47	8,00	3,76	
146	1624,00	722,00	764,24	72,00	5,00	2,35	
147	2063,00	722,00	970,82	72,00	7,00	3,29	
148	2121,00	722,00	998,12	72,00	5,00	2,35	
149	1423,00	723,00	669,65	71,53	5,00	2,35	
150	1645,00	724,00	774,12	71,06	7,00	3,29	
151	2030,00	726,00	955,29	70,12	12,00	5,65	
152	1449,00	728,00	681,88	69,18	13,00	6,12	
153	1405,00	730,00	661,18	68,24	6,00	2,82	
154	2197,00	730,00	1033,88	68,24	9,00	4,24	
155	1904,00	731,00	896,00	67,76	8,00	3,76	
156	1874,00	736,00	881,88	65,41	6,00	2,82	
157	1885,00	738,00	887,06	64,47	6,00	2,82	
158	2097,00	738,00	986,82	64,47	5,00	2,35	
159	1886,00	740,00	887,53	63,53	6,00	2,82	
160	1494,00	742,00	703,06	62,59	6,00	2,82	
161	1478,00	743,00	695,53	62,12	7,00	3,29	
162	2118,00	743,00	996,71	62,12	5,00	2,35	
163	1900,00	745,00	894,12	61,18	5,00	2,35	
164	2053,00	755,00	966,12	56,47	8,00	3,76	
165	2101,00	756,00	988,71	56,00	8,00	3,76	
166	2132,00	755,00	1003,29	56,47	6,00	2,82	
167	2207,00	755,00	1038,59	56,47	13,00	6,12	
168	1863,00	756,00	876,71	56,00	7,00	3,29	
169	1997,00	757,00	939,76	55,53	6,00	2,82	
170	1511,00	757,00	711,06	55,53	8,00	3,76	
171	1867,00	758,00	878,59	55,06	7,00	3,29	
172	1595,00	759,00	750,59	54,59	10,00	4,71	
173	2016,00	758,00	948,71	55,06	11,00	5,18	
174	1409,00	760,00	663,06	54,12	20,00	9,41	
175	1644,00	759,00	773,65	54,59	8,00	3,76	
176	2052,00	759,00	965,65	54,59	8,00	3,76	
177	2155,00	760,00	1014,12	54,12	6,00	2,82	
178	1627,00	761,00	765,65	53,65	7,00	3,29	
179	2193,00	760,00	1032,00	54,12	12,00	5,65	
180	2051,00	761,00	965,18	53,65	8,00	3,76	
181	2124,00	762,00	999,53	53,18	5,00	2,35	
182	2022,00	769,00	951,53	49,88	10,00	4,71	
183	1652,00	773,00	777,41	48,00	5,00	2,35	
184	1653,00	775,00	777,88	47,06	5,00	2,35	
185	2090,00	776,00	983,53	46,59	11,00	5,18	
186	2158,00	777,00	1015,53	46,12	7,00	3,29	
187	1656,00	781,00	779,29	44,24	5,00	2,35	
188	2086,00	778,00	981,65	45,65	11,00	5,18	
189	1991,00	784,00	936,94	42,82	7,00	3,29	
190	2133,00	784,00	1003,76	42,82	9,00	4,24	
191	2262,00	784,00	1064,47	42,82	6,00	2,82	
192	1616,00	785,00	760,47	42,35	10,00	4,71	
193	2190,00	785,00	1030,59	42,35	17,00	8,00	
194	2076,00	790,00	976,94	40,00	14,00	6,59	
195	1592,00	789,00	749,18	40,47	11,00	5,18	
196	2153,00	790,00	1013,18	40,00	11,00	5,18	
197	2276,00	791,00	1071,06	39,53	6,00	2,82	
198	1858,00	792,00	874,35	39,06	6,00	2,82	
199	1976,00	794,00	929,88	38,12	6,00	2,82	
200	1433,00	795,00	674,35	37,65	23,00	10,82	
201	1945,00	795,00	915,29	37,65	6,00	2,82	
202	1886,00	796,00	887,53	37,18	8,00	3,76	
203	1681,00	799,00	791,06	35,76	5,00	2,35	
204	2014,00	799,00	947,76	35,76	5,00	2,35	
205	1440,00	801,00	677,65	34,82	22,00	10,35	
206	1525,00	800,00	717,65	35,29	5,00	2,35	
207	1480,00	801,00	696,47	34,82	30,00	14,12	
208	1557,00	802,00	732,71	34,35	7,00	3,29	
209	1320,00	803,00	621,18	33,88	7,00	3,29	
210	2259,00	804,00	1063,06	33,41	5,00	2,35	
211	1389,00	805,00	653,65	32,94	11,00	5,18	
212	1446,00	805,00	680,47	32,94	23,00	10,82	
213	1672,00	806,00	786,82	32,47	5,00	2,35	
214	2035,00	806,00	957,65	32,47	7,00	3,29	
215	1464,00	807,00	688,94	32,00	26,00	12,24	
216	1542,00	807,00	725,65	32,00	5,00	2,35	
217	1462,00	808,00	688,00	31,53	26,00	12,24	
218	1554,00	808,00	731,29	31,53	7,00	3,29	
219	1333,00	810,00	627,29	30,59	5,00	2,35	
220	1456,00	809,00	685,18	31,06	26,00	12,24	
221	1893,00	812,00	890,82	29,65	6,00	2,82	
222	2272,00	810,00	1069,18	30,59	7,00	3,29	
223	1529,00	812,00	719,53	29,65	5,00	2,35	
224	1653,00	812,00	777,88	29,65	9,00	4,24	
225	1552,00	812,00	730,35	29,65	7,00	3,29	
226	2024,00	811,00	952,47	30,12	6,00	2,82	
227	1933,00	813,00	909,65	29,18	8,00	3,76	
228	1321,00	817,00	621,65	27,29	6,00	2,82	
229	1357,00	817,00	638,59	27,29	5,00	2,35	
230	1830,00	817,00	861,18	27,29	6,00	2,82	
231	1863,00	820,00	876,71	25,88	9,00	4,24	
232	1953,00	818,00	919,06	26,82	8,00	3,76	
233	1681,00	820,00	791,06	25,88	5,00	2,35	
234	2277,00	821,00	1071,53	25,41	7,00	3,29	
235	1908,00	822,00	897,88	24,94	7,00	3,29	
236	2022,00	825,00	951,53	23,53	8,00	3,76	
237	1890,00	826,00	889,41	23,06	7,00	3,29	
238	1289,00	827,00	606,59	22,59	21,00	9,88	
239	1385,00	827,00	651,76	22,59	5,00	2,35	
240	1369,00	830,00	644,24	21,18	9,00	4,24	
241	1636,00	828,00	769,88	22,12	11,00	5,18	
242	2000,00	828,00	941,18	22,12	7,00	3,29	
243	1290,00	829,00	607,06	21,65	21,00	9,88	
244	1501,00	829,00	706,35	21,65	14,00	6,59	
245	1816,00	832,00	854,59	20,24	5,00	2,35	
246	1291,00	831,00	607,53	20,71	21,00	9,88	
247	1882,00	831,00	885,65	20,71	5,00	2,35	
248	1969,00	832,00	926,59	20,24	7,00	3,29	
249	1584,00	833,00	745,41	19,76	22,00	10,35	
250	1507,00	837,00	709,18	17,88	14,00	6,59	
251	1254,00	837,00	590,12	17,88	5,00	2,35	
252	2206,00	836,00	1038,12	18,35	47,00	22,12	
253	1856,00	841,00	873,41	16,00	5,00	2,35	
254	1975,00	839,00	929,41	16,94	8,00	3,76	
255	2296,00	840,00	1080,47	16,47	9,00	4,24	
256	1245,00	844,00	585,88	14,59	8,00	3,76	
257	1295,00	848,00	609,41	12,71	26,00	12,24	
258	1381,00	848,00	649,88	12,71	5,00	2,35	
259	1822,00	847,00	857,41	13,18	8,00	3,76	
260	1898,00	849,00	893,18	12,24	5,00	2,35	
261	1966,00	848,00	925,18	12,71	5,00	2,35	
262	1530,00	849,00	720,00	12,24	5,00	2,35	
263	1943,00	849,00	914,35	12,24	7,00	3,29	
264	1609,00	850,00	757,18	11,76	13,00	6,12	
265	1907,00	850,00	897,41	11,76	5,00	2,35	
266	1363,00	851,00	641,41	11,29	6,00	2,82	
267	1463,00	853,00	688,47	10,35	12,00	5,65	
268	1942,00	852,00	913,88	10,82	7,00	3,29	
269	1896,00	853,00	892,24	10,35	5,00	2,35	
270	1338,00	857,00	629,65	8,47	10,00	4,71	
271	1894,00	856,00	891,29	8,94	5,00	2,35	
272	2091,00	858,00	984,00	8,00	10,00	4,71	
273	1867,00	859,00	878,59	7,53	6,00	2,82	
274	2125,00	860,00	1000,00	7,06	5,00	2,35	
275	1580,00	860,00	743,53	7,06	5,00	2,35	
276	1227,00	864,00	577,41	5,18	11,00	5,18	
277	1854,00	862,00	872,47	6,12	5,00	2,35	
278	1956,00	863,00	920,47	5,65	6,00	2,82	
279	1411,00	864,00	664,00	5,18	12,00	5,65	
280	2092,00	864,00	984,47	5,18	10,00	4,71	
281	1840,00	865,00	865,88	4,71	9,00	4,24	
282	1944,00	868,00	914,82	3,29	5,00	2,35	
283	1408,00	869,00	662,59	2,82	12,00	5,65	
284	1603,00	871,00	754,35	1,88	7,00	3,29	
285	1585,00	869,00	745,88	2,82	6,00	2,82	
286	1547,00	876,00	728,00	-0,47	7,00	3,29	
287	1501,00	875,00	706,35	0,00	5,00	2,35	
288	1519,00	874,00	714,82	0,47	5,00	2,35	
289	1884,00	874,00	886,59	0,47	6,00	2,82	
290	1965,00	876,00	924,71	-0,47	9,00	4,24	
291	1261,00	876,00	593,41	-0,47	8,00	3,76	
292	2021,00	880,00	951,06	-2,35	6,00	2,82	
293	1931,00	884,00	908,71	-4,24	7,00	3,29	
294	2111,00	882,00	993,41	-3,29	6,00	2,82	
295	1921,00	886,00	904,00	-5,18	5,00	2,35	
296	1941,00	886,00	913,41	-5,18	5,00	2,35	
297	1170,00	888,00	550,59	-6,12	22,00	10,35	
298	1208,00	887,00	568,47	-5,65	15,00	7,06	
299	1382,00	887,00	650,35	-5,65	6,00	2,82	
300	1590,00	889,00	748,24	-6,59	7,00	3,29	
301	1211,00	889,00	569,88	-6,59	15,00	7,06	
302	1893,00	889,00	890,82	-6,59	5,00	2,35	
303	2038,00	890,00	959,06	-7,06	8,00	3,76	
304	1555,00	893,00	731,76	-8,47	6,00	2,82	
305	1862,00	894,00	876,24	-8,94	7,00	3,29	
306	1899,00	896,00	893,65	-9,88	5,00	2,35	
307	1154,00	896,00	543,06	-9,88	25,00	11,76	
308	2085,00	895,00	981,18	-9,41	5,00	2,35	
309	1353,00	896,00	636,71	-9,88	11,00	5,18	
310	1412,00	900,00	664,47	-11,76	10,00	4,71	
311	1560,00	898,00	734,12	-10,82	6,00	2,82	
312	1864,00	899,00	877,18	-11,29	7,00	3,29	
313	1952,00	898,00	918,59	-10,82	5,00	2,35	
314	1948,00	899,00	916,71	-11,29	5,00	2,35	
315	2158,00	900,00	1015,53	-11,76	10,00	4,71	
316	1498,00	900,00	704,94	-11,76	5,00	2,35	
317	1373,00	904,00	646,12	-13,65	6,00	2,82	
318	2244,00	902,00	1056,00	-12,71	10,00	4,71	
319	1094,00	903,00	514,82	-13,18	5,00	2,35	
320	1439,00	904,00	677,18	-13,65	5,00	2,35	
321	1971,00	903,00	927,53	-13,18	8,00	3,76	
322	2097,00	903,00	986,82	-13,18	5,00	2,35	
323	1686,00	905,00	793,41	-14,12	5,00	2,35	
324	1899,00	905,00	893,65	-14,12	5,00	2,35	
325	1924,00	906,00	905,41	-14,59	7,00	3,29	
326	2019,00	905,00	950,12	-14,12	6,00	2,82	
327	1679,00	906,00	790,12	-14,59	5,00	2,35	
328	1914,00	908,00	900,71	-15,53	6,00	2,82	
329	1417,00	909,00	666,82	-16,00	9,00	4,24	
330	1900,00	909,00	894,12	-16,00	5,00	2,35	
331	1589,00	910,00	747,76	-16,47	7,00	3,29	
332	1649,00	910,00	776,00	-16,47	10,00	4,71	
333	1218,00	912,00	573,18	-17,41	18,00	8,47	
334	1465,00	915,00	689,41	-18,82	13,00	6,12	
335	1587,00	913,00	746,82	-17,88	7,00	3,29	
336	1379,00	914,00	648,94	-18,35	7,00	3,29	
337	2114,00	914,00	994,82	-18,35	5,00	2,35	
338	1694,00	916,00	797,18	-19,29	5,00	2,35	
339	1874,00	915,00	881,88	-18,82	7,00	3,29	
340	1299,00	917,00	611,29	-19,76	8,00	3,76	
341	2215,00	917,00	1042,35	-19,76	5,00	2,35	
342	1430,00	919,00	672,94	-20,71	10,00	4,71	
343	1579,00	918,00	743,06	-20,24	6,00	2,82	
344	1047,00	919,00	492,71	-20,71	11,00	5,18	
345	1185,00	922,00	557,65	-22,12	5,00	2,35	
346	1578,00	921,00	742,59	-21,65	6,00	2,82	
347	1882,00	921,00	885,65	-21,65	7,00	3,29	
348	2068,00	921,00	973,18	-21,65	8,00	3,76	
349	1544,00	922,00	726,59	-22,12	10,00	4,71	
350	2126,00	925,00	1000,47	-23,53	5,00	2,35	
351	1263,00	927,00	594,35	-24,47	6,00	2,82	
352	1956,00	925,00	920,47	-23,53	5,00	2,35	
353	1393,00	926,00	655,53	-24,00	12,00	5,65	
354	1007,00	927,00	473,88	-24,47	6,00	2,82	
355	1328,00	927,00	624,94	-24,47	14,00	6,59	
356	1146,00	934,00	539,29	-27,76	27,00	12,71	
357	2172,00	929,00	1022,12	-25,41	5,00	2,35	
358	2258,00	930,00	1062,59	-25,88	8,00	3,76	
359	2047,00	930,00	963,29	-25,88	8,00	3,76	
360	2158,00	931,00	1015,53	-26,35	5,00	2,35	
361	1716,00	932,00	807,53	-26,82	7,00	3,29	
362	2085,00	932,00	981,18	-26,82	9,00	4,24	
363	2144,00	932,00	1008,94	-26,82	6,00	2,82	
364	1254,00	933,00	590,12	-27,29	6,00	2,82	
365	1556,00	934,00	732,24	-27,76	14,00	6,59	
366	1312,00	936,00	617,41	-28,71	10,00	4,71	
367	1679,00	937,00	790,12	-29,18	14,00	6,59	
368	1890,00	936,00	889,41	-28,71	5,00	2,35	
369	1729,00	942,00	813,65	-31,53	5,00	2,35	
370	1139,00	941,00	536,00	-31,06	27,00	12,71	
371	1969,00	942,00	926,59	-31,53	10,00	4,71	
372	1381,00	942,00	649,88	-31,53	7,00	3,29	
373	2019,00	945,00	950,12	-32,94	5,00	2,35	
374	1801,00	943,00	847,53	-32,00	8,00	3,76	
375	1873,00	943,00	881,41	-32,00	9,00	4,24	
376	980,00	944,00	461,18	-32,47	9,00	4,24	
377	1310,00	945,00	616,47	-32,94	9,00	4,24	
378	1913,00	944,00	900,24	-32,47	5,00	2,35	
379	1958,00	944,00	921,41	-32,47	5,00	2,35	
380	1823,00	945,00	857,88	-32,94	5,00	2,35	
381	2248,00	948,00	1057,88	-34,35	8,00	3,76	
382	1429,00	948,00	672,47	-34,35	7,00	3,29	
383	1470,00	948,00	691,76	-34,35	6,00	2,82	
384	1928,00	948,00	907,29	-34,35	6,00	2,82	
385	1367,00	950,00	643,29	-35,29	5,00	2,35	
386	1816,00	950,00	854,59	-35,29	5,00	2,35	
387	1921,00	950,00	904,00	-35,29	6,00	2,82	
388	2029,00	951,00	954,82	-35,76	7,00	3,29	
389	981,00	953,00	461,65	-36,71	9,00	4,24	
390	1038,00	955,00	488,47	-37,65	5,00	2,35	
391	2076,00	956,00	976,94	-38,12	10,00	4,71	
392	2116,00	956,00	995,76	-38,12	5,00	2,35	
393	2280,00	956,00	1072,94	-38,12	9,00	4,24	
394	1528,00	958,00	719,06	-39,06	6,00	2,82	
395	1635,00	957,00	769,41	-38,59	15,00	7,06	
396	2160,00	957,00	1016,47	-38,59	7,00	3,29	
397	1473,00	959,00	693,18	-39,53	6,00	2,82	
398	2046,00	960,00	962,82	-40,00	6,00	2,82	
399	1312,00	960,00	617,41	-40,00	5,00	2,35	
400	1967,00	964,00	925,65	-41,88	8,00	3,76	
401	1980,00	963,00	931,76	-41,41	5,00	2,35	
402	2197,00	962,00	1033,88	-40,94	14,00	6,59	
403	1018,00	962,00	479,06	-40,94	14,00	6,59	
404	1279,00	963,00	601,88	-41,41	7,00	3,29	
405	1296,00	963,00	609,88	-41,41	8,00	3,76	
406	1569,00	963,00	738,35	-41,41	5,00	2,35	
407	1112,00	964,00	523,29	-41,88	44,00	20,71	
408	1337,00	964,00	629,18	-41,88	6,00	2,82	
409	2105,00	966,00	990,59	-42,82	5,00	2,35	
410	2143,00	968,00	1008,47	-43,76	9,00	4,24	
411	1929,00	966,00	907,76	-42,82	5,00	2,35	
412	2327,00	967,00	1095,06	-43,29	6,00	2,82	
413	1715,00	967,00	807,06	-43,29	6,00	2,82	
414	1314,00	969,00	618,35	-44,24	6,00	2,82	
415	1408,00	970,00	662,59	-44,71	7,00	3,29	
416	1893,00	969,00	890,82	-44,24	6,00	2,82	
417	2338,00	969,00	1100,24	-44,24	5,00	2,35	
418	986,00	971,00	464,00	-45,18	6,00	2,82	
419	1736,00	970,00	816,94	-44,71	5,00	2,35	
420	1767,00	971,00	831,53	-45,18	11,00	5,18	
421	1426,00	973,00	671,06	-46,12	9,00	4,24	
422	1614,00	973,00	759,53	-46,12	23,00	10,82	
423	1522,00	975,00	716,24	-47,06	6,00	2,82	
424	1862,00	976,00	876,24	-47,53	8,00	3,76	
425	1622,00	976,00	763,29	-47,53	25,00	11,76	
426	1835,00	977,00	863,53	-48,00	12,00	5,65	
427	2092,00	976,00	984,47	-47,53	6,00	2,82	
428	2285,00	979,00	1075,29	-48,94	6,00	2,82	
429	2004,00	980,00	943,06	-49,41	11,00	5,18	
430	1817,00	982,00	855,06	-50,35	12,00	5,65	
431	1878,00	981,00	883,76	-49,88	6,00	2,82	
432	2099,00	980,00	987,76	-49,41	6,00	2,82	
433	2208,00	980,00	1039,06	-49,41	16,00	7,53	
434	1197,00	981,00	563,29	-49,88	6,00	2,82	
435	1172,00	982,00	551,53	-50,35	6,00	2,82	
436	1939,00	982,00	912,47	-50,35	5,00	2,35	
437	970,00	984,00	456,47	-51,29	6,00	2,82	
438	1801,00	983,00	847,53	-50,82	10,00	4,71	
439	1627,00	984,00	765,65	-51,29	24,00	11,29	
440	1912,00	984,00	899,76	-51,29	6,00	2,82	
441	1965,00	984,00	924,71	-51,29	5,00	2,35	
442	2312,00	984,00	1088,00	-51,29	6,00	2,82	
443	2330,00	984,00	1096,47	-51,29	6,00	2,82	
444	1628,00	986,00	766,12	-52,24	24,00	11,29	
445	1359,00	989,00	639,53	-53,65	16,00	7,53	
446	1401,00	989,00	659,29	-53,65	5,00	2,35	
447	1532,00	989,00	720,94	-53,65	5,00	2,35	
448	1886,00	989,00	887,53	-53,65	7,00	3,29	
449	2135,00	990,00	1004,71	-54,12	5,00	2,35	
450	1248,00	989,00	587,29	-53,65	6,00	2,82	
451	1527,00	989,00	718,59	-53,65	5,00	2,35	
452	1222,00	990,00	575,06	-54,12	20,00	9,41	
453	1968,00	990,00	926,12	-54,12	6,00	2,82	
454	1929,00	991,00	907,76	-54,59	9,00	4,24	
455	2025,00	993,00	952,94	-55,53	6,00	2,82	
456	2339,00	992,00	1100,71	-55,06	5,00	2,35	
457	2175,00	995,00	1023,53	-56,47	13,00	6,12	
458	2072,00	997,00	975,06	-57,41	7,00	3,29	
459	1848,00	998,00	869,65	-57,88	7,00	3,29	
460	1299,00	999,00	611,29	-58,35	6,00	2,82	
461	1423,00	1000,00	669,65	-58,82	6,00	2,82	
462	1676,00	1001,00	788,71	-59,29	29,00	13,65	
463	2066,00	1000,00	972,24	-58,82	6,00	2,82	
464	2292,00	1001,00	1078,59	-59,29	8,00	3,76	
465	1455,00	1005,00	684,71	-61,18	6,00	2,82	
466	1991,00	1004,00	936,94	-60,71	7,00	3,29	
467	1870,00	1005,00	880,00	-61,18	6,00	2,82	
468	1961,00	1006,00	922,82	-61,65	5,00	2,35	
469	1663,00	1006,00	782,59	-61,65	26,00	12,24	
470	1038,00	1008,00	488,47	-62,59	35,00	16,47	
471	1920,00	1010,00	903,53	-63,53	5,00	2,35	
472	2032,00	1010,00	956,24	-63,53	6,00	2,82	
473	2209,00	1009,00	1039,53	-63,06	5,00	2,35	
474	1643,00	1011,00	773,18	-64,00	31,00	14,59	
475	1544,00	1011,00	726,59	-64,00	7,00	3,29	
476	2221,00	1011,00	1045,18	-64,00	5,00	2,35	
477	1526,00	1020,00	718,12	-68,24	10,00	4,71	
478	2344,00	1016,00	1103,06	-66,35	5,00	2,35	
479	1601,00	1015,00	753,41	-65,88	5,00	2,35	
480	1714,00	1014,00	806,59	-65,41	12,00	5,65	
481	1295,00	1016,00	609,41	-66,35	5,00	2,35	
482	1448,00	1016,00	681,41	-66,35	6,00	2,82	
483	1979,00	1016,00	931,29	-66,35	5,00	2,35	
