Создан как новый массив данных;Образец 006 полученный BalashovM Дата понедельник, апреля 12 2021
cm-1;A
2620,00;0,0196
2619,00;0,0196
2618,00;0,0196
2617,00;0,0195
2616,00;0,0195
2615,00;0,0195
2614,00;0,0194
2613,00;0,0194
2612,00;0,0193
2611,00;0,0193
2610,00;0,0193
2609,00;0,0192
2608,00;0,0192
2607,00;0,0192
2606,00;0,0191
2605,00;0,0191
2604,00;0,0191
2603,00;0,0190
2602,00;0,0190
2601,00;0,0190
2600,00;0,0189
2599,00;0,0189
2598,00;0,0189
2597,00;0,0188
2596,00;0,0188
2595,00;0,0188
2594,00;0,0187
2593,00;0,0187
2592,00;0,0187
2591,00;0,0186
2590,00;0,0186
2589,00;0,0186
2588,00;0,0186
2587,00;0,0185
2586,00;0,0185
2585,00;0,0185
2584,00;0,0184
2583,00;0,0184
2582,00;0,0184
2581,00;0,0184
2580,00;0,0183
2579,00;0,0183
2578,00;0,0183
2577,00;0,0182
2576,00;0,0182
2575,00;0,0182
2574,00;0,0182
2573,00;0,0181
2572,00;0,0181
2571,00;0,0181
2570,00;0,0181
2569,00;0,0180
2568,00;0,0180
2567,00;0,0180
2566,00;0,0180
2565,00;0,0179
2564,00;0,0179
2563,00;0,0179
2562,00;0,0178
2561,00;0,0178
2560,00;0,0178
2559,00;0,0178
2558,00;0,0178
2557,00;0,0178
2556,00;0,0177
2555,00;0,0177
2554,00;0,0177
2553,00;0,0177
2552,00;0,0176
2551,00;0,0176
2550,00;0,0176
2549,00;0,0176
2548,00;0,0176
2547,00;0,0175
2546,00;0,0175
2545,00;0,0175
2544,00;0,0175
2543,00;0,0175
2542,00;0,0174
2541,00;0,0174
2540,00;0,0174
2539,00;0,0174
2538,00;0,0174
2537,00;0,0174
2536,00;0,0173
2535,00;0,0173
2534,00;0,0173
2533,00;0,0173
2532,00;0,0173
2531,00;0,0172
2530,00;0,0172
2529,00;0,0172
2528,00;0,0172
2527,00;0,0172
2526,00;0,0172
2525,00;0,0172
2524,00;0,0171
2523,00;0,0171
2522,00;0,0171
2521,00;0,0171
2520,00;0,0171
2519,00;0,0171
2518,00;0,0171
2517,00;0,0171
2516,00;0,0170
2515,00;0,0170
2514,00;0,0170
2513,00;0,0170
2512,00;0,0170
2511,00;0,0170
2510,00;0,0170
2509,00;0,0170
2508,00;0,0169
2507,00;0,0169
2506,00;0,0169
2505,00;0,0169
2504,00;0,0169
2503,00;0,0169
2502,00;0,0169
2501,00;0,0169
2500,00;0,0169
2499,00;0,0169
2498,00;0,0169
2497,00;0,0168
2496,00;0,0168
2495,00;0,0168
2494,00;0,0168
2493,00;0,0168
2492,00;0,0168
2491,00;0,0168
2490,00;0,0168
2489,00;0,0168
2488,00;0,0168
2487,00;0,0168
2486,00;0,0168
2485,00;0,0168
2484,00;0,0168
2483,00;0,0168
2482,00;0,0168
2481,00;0,0168
2480,00;0,0168
2479,00;0,0168
2478,00;0,0168
2477,00;0,0167
2476,00;0,0167
2475,00;0,0167
2474,00;0,0167
2473,00;0,0167
2472,00;0,0167
2471,00;0,0167
2470,00;0,0167
2469,00;0,0167
2468,00;0,0168
2467,00;0,0168
2466,00;0,0168
2465,00;0,0167
2464,00;0,0167
2463,00;0,0167
2462,00;0,0167
2461,00;0,0167
2460,00;0,0167
2459,00;0,0167
2458,00;0,0167
2457,00;0,0167
2456,00;0,0167
2455,00;0,0167
2454,00;0,0167
2453,00;0,0167
2452,00;0,0167
2451,00;0,0167
2450,00;0,0167
2449,00;0,0167
2448,00;0,0167
2447,00;0,0167
2446,00;0,0167
2445,00;0,0167
2444,00;0,0167
2443,00;0,0167
2442,00;0,0167
2441,00;0,0166
2440,00;0,0166
2439,00;0,0166
2438,00;0,0166
2437,00;0,0166
2436,00;0,0166
2435,00;0,0166
2434,00;0,0166
2433,00;0,0166
2432,00;0,0166
2431,00;0,0165
2430,00;0,0165
2429,00;0,0165
2428,00;0,0165
2427,00;0,0165
2426,00;0,0165
2425,00;0,0165
2424,00;0,0165
2423,00;0,0165
2422,00;0,0165
2421,00;0,0165
2420,00;0,0164
2419,00;0,0164
2418,00;0,0164
2417,00;0,0164
2416,00;0,0164
2415,00;0,0164
2414,00;0,0164
2413,00;0,0164
2412,00;0,0164
2411,00;0,0163
2410,00;0,0163
2409,00;0,0163
2408,00;0,0163
2407,00;0,0163
2406,00;0,0163
2405,00;0,0162
2404,00;0,0162
2403,00;0,0162
2402,00;0,0162
2401,00;0,0162
2400,00;0,0162
2399,00;0,0162
2398,00;0,0162
2397,00;0,0162
2396,00;0,0162
2395,00;0,0162
2394,00;0,0161
2393,00;0,0161
2392,00;0,0161
2391,00;0,0161
2390,00;0,0161
2389,00;0,0160
2388,00;0,0160
2387,00;0,0160
2386,00;0,0160
2385,00;0,0160
2384,00;0,0160
2383,00;0,0160
2382,00;0,0160
2381,00;0,0160
2380,00;0,0160
2379,00;0,0160
2378,00;0,0160
2377,00;0,0160
2376,00;0,0159
2375,00;0,0159
2374,00;0,0159
2373,00;0,0160
2372,00;0,0160
2371,00;0,0160
2370,00;0,0159
2369,00;0,0159
2368,00;0,0159
2367,00;0,0159
2366,00;0,0159
2365,00;0,0159
2364,00;0,0159
2363,00;0,0159
2362,00;0,0159
2361,00;0,0159
2360,00;0,0159
2359,00;0,0160
2358,00;0,0160
2357,00;0,0160
2356,00;0,0160
2355,00;0,0160
2354,00;0,0160
2353,00;0,0160
2352,00;0,0160
2351,00;0,0160
2350,00;0,0160
2349,00;0,0160
2348,00;0,0160
2347,00;0,0161
2346,00;0,0161
2345,00;0,0161
2344,00;0,0161
2343,00;0,0161
2342,00;0,0161
2341,00;0,0162
2340,00;0,0162
2339,00;0,0162
2338,00;0,0161
2337,00;0,0161
2336,00;0,0161
2335,00;0,0161
2334,00;0,0161
2333,00;0,0162
2332,00;0,0162
2331,00;0,0162
2330,00;0,0162
2329,00;0,0162
2328,00;0,0162
2327,00;0,0164
2326,00;0,0166
2325,00;0,0167
2324,00;0,0168
2323,00;0,0168
2322,00;0,0167
2321,00;0,0166
2320,00;0,0165
2319,00;0,0165
2318,00;0,0164
2317,00;0,0164
2316,00;0,0163
2315,00;0,0163
2314,00;0,0163
2313,00;0,0163
2312,00;0,0163
2311,00;0,0163
2310,00;0,0163
2309,00;0,0162
2308,00;0,0162
2307,00;0,0162
2306,00;0,0162
2305,00;0,0162
2304,00;0,0162
2303,00;0,0162
2302,00;0,0162
2301,00;0,0162
2300,00;0,0162
2299,00;0,0162
2298,00;0,0162
2297,00;0,0162
2296,00;0,0162
2295,00;0,0163
2294,00;0,0163
2293,00;0,0163
2292,00;0,0163
2291,00;0,0164
2290,00;0,0164
2289,00;0,0164
2288,00;0,0164
2287,00;0,0164
2286,00;0,0164
2285,00;0,0164
2284,00;0,0164
2283,00;0,0163
2282,00;0,0162
2281,00;0,0161
2280,00;0,0160
2279,00;0,0159
2278,00;0,0158
2277,00;0,0158
2276,00;0,0157
2275,00;0,0157
2274,00;0,0157
2273,00;0,0156
2272,00;0,0156
2271,00;0,0156
2270,00;0,0156
2269,00;0,0155
2268,00;0,0154
2267,00;0,0153
2266,00;0,0153
2265,00;0,0152
2264,00;0,0152
2263,00;0,0152
2262,00;0,0152
2261,00;0,0152
2260,00;0,0152
2259,00;0,0152
2258,00;0,0152
2257,00;0,0152
2256,00;0,0151
2255,00;0,0150
2254,00;0,0149
2253,00;0,0149
2252,00;0,0149
2251,00;0,0148
2250,00;0,0148
2249,00;0,0148
2248,00;0,0148
2247,00;0,0147
2246,00;0,0147
2245,00;0,0147
2244,00;0,0146
2243,00;0,0146
2242,00;0,0146
2241,00;0,0146
2240,00;0,0146
2239,00;0,0145
2238,00;0,0145
2237,00;0,0145
2236,00;0,0145
2235,00;0,0144
2234,00;0,0144
2233,00;0,0144
2232,00;0,0143
2231,00;0,0143
2230,00;0,0143
2229,00;0,0143
2228,00;0,0143
2227,00;0,0142
2226,00;0,0142
2225,00;0,0142
2224,00;0,0142
2223,00;0,0142
2222,00;0,0141
2221,00;0,0141
2220,00;0,0141
2219,00;0,0141
2218,00;0,0140
2217,00;0,0140
2216,00;0,0140
2215,00;0,0140
2214,00;0,0140
2213,00;0,0140
2212,00;0,0139
2211,00;0,0139
2210,00;0,0139
2209,00;0,0139
2208,00;0,0139
2207,00;0,0138
2206,00;0,0138
2205,00;0,0138
2204,00;0,0138
2203,00;0,0139
2202,00;0,0139
2201,00;0,0138
2200,00;0,0138
2199,00;0,0137
2198,00;0,0137
2197,00;0,0137
2196,00;0,0137
2195,00;0,0137
2194,00;0,0137
2193,00;0,0137
2192,00;0,0137
2191,00;0,0137
2190,00;0,0137
2189,00;0,0137
2188,00;0,0137
2187,00;0,0137
2186,00;0,0136
2185,00;0,0135
2184,00;0,0134
2183,00;0,0132
2182,00;0,0131
2181,00;0,0131
2180,00;0,0131
2179,00;0,0132
2178,00;0,0132
2177,00;0,0132
2176,00;0,0131
2175,00;0,0130
2174,00;0,0130
2173,00;0,0130
2172,00;0,0130
2171,00;0,0131
2170,00;0,0133
2169,00;0,0134
2168,00;0,0134
2167,00;0,0135
2166,00;0,0135
2165,00;0,0135
2164,00;0,0134
2163,00;0,0134
2162,00;0,0134
2161,00;0,0131
2160,00;0,0125
2159,00;0,0118
2158,00;0,0111
2157,00;0,0108
2156,00;0,0108
2155,00;0,0110
2154,00;0,0112
2153,00;0,0113
2152,00;0,0115
2151,00;0,0116
2150,00;0,0116
2149,00;0,0116
2148,00;0,0116
2147,00;0,0116
2146,00;0,0115
2145,00;0,0115
2144,00;0,0115
2143,00;0,0116
2142,00;0,0116
2141,00;0,0116
2140,00;0,0116
2139,00;0,0117
2138,00;0,0117
2137,00;0,0117
2136,00;0,0116
2135,00;0,0116
2134,00;0,0115
2133,00;0,0115
2132,00;0,0115
2131,00;0,0116
2130,00;0,0117
2129,00;0,0118
2128,00;0,0119
2127,00;0,0120
2126,00;0,0120
2125,00;0,0120
2124,00;0,0121
2123,00;0,0122
2122,00;0,0123
2121,00;0,0124
2120,00;0,0124
2119,00;0,0125
2118,00;0,0125
2117,00;0,0127
2116,00;0,0129
2115,00;0,0131
2114,00;0,0131
2113,00;0,0131
2112,00;0,0131
2111,00;0,0131
2110,00;0,0130
2109,00;0,0130
2108,00;0,0130
2107,00;0,0129
2106,00;0,0128
2105,00;0,0128
2104,00;0,0127
2103,00;0,0127
2102,00;0,0126
2101,00;0,0126
2100,00;0,0126
2099,00;0,0126
2098,00;0,0126
2097,00;0,0125
2096,00;0,0124
2095,00;0,0122
2094,00;0,0122
2093,00;0,0122
2092,00;0,0122
2091,00;0,0123
2090,00;0,0124
2089,00;0,0124
2088,00;0,0125
2087,00;0,0125
2086,00;0,0124
2085,00;0,0124
2084,00;0,0124
2083,00;0,0124
2082,00;0,0124
2081,00;0,0124
2080,00;0,0124
2079,00;0,0123
2078,00;0,0123
2077,00;0,0123
2076,00;0,0123
2075,00;0,0123
2074,00;0,0123
2073,00;0,0122
2072,00;0,0122
2071,00;0,0121
2070,00;0,0121
2069,00;0,0121
2068,00;0,0121
2067,00;0,0121
2066,00;0,0121
2065,00;0,0120
2064,00;0,0120
2063,00;0,0120
2062,00;0,0120
2061,00;0,0120
2060,00;0,0120
2059,00;0,0119
2058,00;0,0119
2057,00;0,0119
2056,00;0,0119
2055,00;0,0119
2054,00;0,0119
2053,00;0,0119
2052,00;0,0120
2051,00;0,0120
2050,00;0,0120
2049,00;0,0119
2048,00;0,0118
2047,00;0,0117
2046,00;0,0117
2045,00;0,0116
2044,00;0,0115
2043,00;0,0115
2042,00;0,0115
2041,00;0,0115
2040,00;0,0115
2039,00;0,0115
2038,00;0,0115
2037,00;0,0114
2036,00;0,0114
2035,00;0,0113
2034,00;0,0112
2033,00;0,0112
2032,00;0,0112
2031,00;0,0112
2030,00;0,0111
2029,00;0,0111
2028,00;0,0110
2027,00;0,0110
2026,00;0,0110
2025,00;0,0110
2024,00;0,0110
2023,00;0,0109
2022,00;0,0108
2021,00;0,0107
2020,00;0,0106
2019,00;0,0105
2018,00;0,0105
2017,00;0,0106
2016,00;0,0106
2015,00;0,0107
2014,00;0,0107
2013,00;0,0107
2012,00;0,0107
2011,00;0,0107
2010,00;0,0106
2009,00;0,0105
2008,00;0,0104
2007,00;0,0103
2006,00;0,0102
2005,00;0,0101
2004,00;0,0101
2003,00;0,0102
2002,00;0,0103
2001,00;0,0104
2000,00;0,0105
1999,00;0,0106
1998,00;0,0107
1997,00;0,0107
1996,00;0,0107
1995,00;0,0106
1994,00;0,0106
1993,00;0,0105
1992,00;0,0105
1991,00;0,0105
1990,00;0,0104
1989,00;0,0105
1988,00;0,0105
1987,00;0,0105
1986,00;0,0105
1985,00;0,0106
1984,00;0,0108
1983,00;0,0109
1982,00;0,0110
1981,00;0,0110
1980,00;0,0108
1979,00;0,0105
1978,00;0,0101
1977,00;0,0098
1976,00;0,0097
1975,00;0,0096
1974,00;0,0097
1973,00;0,0097
1972,00;0,0097
1971,00;0,0096
1970,00;0,0096
1969,00;0,0096
1968,00;0,0096
1967,00;0,0096
1966,00;0,0096
1965,00;0,0096
1964,00;0,0095
1963,00;0,0094
1962,00;0,0094
1961,00;0,0093
1960,00;0,0092
1959,00;0,0091
1958,00;0,0089
1957,00;0,0089
1956,00;0,0089
1955,00;0,0090
1954,00;0,0090
1953,00;0,0091
1952,00;0,0092
1951,00;0,0092
1950,00;0,0092
1949,00;0,0091
1948,00;0,0091
1947,00;0,0091
1946,00;0,0091
1945,00;0,0092
1944,00;0,0092
1943,00;0,0092
1942,00;0,0091
1941,00;0,0091
1940,00;0,0091
1939,00;0,0091
1938,00;0,0092
1937,00;0,0093
1936,00;0,0093
1935,00;0,0093
1934,00;0,0093
1933,00;0,0093
1932,00;0,0092
1931,00;0,0092
1930,00;0,0091
1929,00;0,0091
1928,00;0,0092
1927,00;0,0092
1926,00;0,0092
1925,00;0,0092
1924,00;0,0093
1923,00;0,0093
1922,00;0,0093
1921,00;0,0094
1920,00;0,0094
1919,00;0,0094
1918,00;0,0093
1917,00;0,0093
1916,00;0,0093
1915,00;0,0093
1914,00;0,0093
1913,00;0,0093
1912,00;0,0093
1911,00;0,0093
1910,00;0,0093
1909,00;0,0093
1908,00;0,0093
1907,00;0,0093
1906,00;0,0093
1905,00;0,0093
1904,00;0,0093
1903,00;0,0093
1902,00;0,0093
1901,00;0,0093
1900,00;0,0093
1899,00;0,0093
1898,00;0,0093
1897,00;0,0093
1896,00;0,0092
1895,00;0,0092
1894,00;0,0092
1893,00;0,0092
1892,00;0,0092
1891,00;0,0092
1890,00;0,0092
1889,00;0,0092
1888,00;0,0092
1887,00;0,0092
1886,00;0,0092
1885,00;0,0092
1884,00;0,0092
1883,00;0,0092
1882,00;0,0092
1881,00;0,0092
1880,00;0,0092
1879,00;0,0091
1878,00;0,0091
1877,00;0,0091
1876,00;0,0091
1875,00;0,0091
1874,00;0,0091
1873,00;0,0091
1872,00;0,0091
1871,00;0,0091
1870,00;0,0091
1869,00;0,0090
1868,00;0,0090
1867,00;0,0090
1866,00;0,0090
1865,00;0,0090
1864,00;0,0090
1863,00;0,0090
1862,00;0,0090
1861,00;0,0090
1860,00;0,0090
1859,00;0,0089
1858,00;0,0089
1857,00;0,0089
1856,00;0,0089
1855,00;0,0089
1854,00;0,0089
1853,00;0,0089
1852,00;0,0089
1851,00;0,0089
1850,00;0,0088
1849,00;0,0088
1848,00;0,0088
1847,00;0,0088
1846,00;0,0088
1845,00;0,0088
1844,00;0,0088
1843,00;0,0088
1842,00;0,0088
1841,00;0,0088
1840,00;0,0087
1839,00;0,0087
1838,00;0,0087
1837,00;0,0087
1836,00;0,0087
1835,00;0,0087
1834,00;0,0087
1833,00;0,0087
1832,00;0,0087
1831,00;0,0087
1830,00;0,0087
1829,00;0,0087
1828,00;0,0087
1827,00;0,0087
1826,00;0,0087
1825,00;0,0087
1824,00;0,0087
1823,00;0,0086
1822,00;0,0086
1821,00;0,0086
1820,00;0,0086
1819,00;0,0085
1818,00;0,0084
1817,00;0,0084
1816,00;0,0084
1815,00;0,0084
1814,00;0,0084
1813,00;0,0084
1812,00;0,0085
1811,00;0,0085
1810,00;0,0085
1809,00;0,0085
1808,00;0,0085
1807,00;0,0085
1806,00;0,0085
1805,00;0,0085
1804,00;0,0085
1803,00;0,0085
1802,00;0,0085
1801,00;0,0085
1800,00;0,0085
1799,00;0,0085
1798,00;0,0084
1797,00;0,0084
1796,00;0,0085
1795,00;0,0085
1794,00;0,0084
1793,00;0,0085
1792,00;0,0085
1791,00;0,0084
1790,00;0,0084
1789,00;0,0084
1788,00;0,0084
1787,00;0,0084
1786,00;0,0084
1785,00;0,0085
1784,00;0,0085
1783,00;0,0085
1782,00;0,0084
1781,00;0,0084
1780,00;0,0084
1779,00;0,0084
1778,00;0,0084
1777,00;0,0084
1776,00;0,0084
1775,00;0,0084
1774,00;0,0084
1773,00;0,0084
1772,00;0,0084
1771,00;0,0084
1770,00;0,0084
1769,00;0,0084
1768,00;0,0084
1767,00;0,0084
1766,00;0,0084
1765,00;0,0084
1764,00;0,0085
1763,00;0,0085
1762,00;0,0084
1761,00;0,0084
1760,00;0,0084
1759,00;0,0084
1758,00;0,0084
1757,00;0,0084
1756,00;0,0085
1755,00;0,0085
1754,00;0,0085
1753,00;0,0085
1752,00;0,0085
1751,00;0,0085
1750,00;0,0085
1749,00;0,0085
1748,00;0,0085
1747,00;0,0085
1746,00;0,0084
1745,00;0,0084
1744,00;0,0084
1743,00;0,0084
1742,00;0,0084
1741,00;0,0084
1740,00;0,0084
1739,00;0,0084
1738,00;0,0084
1737,00;0,0085
1736,00;0,0085
1735,00;0,0085
1734,00;0,0085
1733,00;0,0086
1732,00;0,0086
1731,00;0,0087
1730,00;0,0087
1729,00;0,0087
1728,00;0,0087
1727,00;0,0087
1726,00;0,0087
1725,00;0,0087
1724,00;0,0087
1723,00;0,0087
1722,00;0,0088
1721,00;0,0088
1720,00;0,0089
1719,00;0,0089
1718,00;0,0088
1717,00;0,0088
1716,00;0,0088
1715,00;0,0088
1714,00;0,0089
1713,00;0,0089
1712,00;0,0089
1711,00;0,0089
1710,00;0,0090
1709,00;0,0090
1708,00;0,0091
1707,00;0,0091
1706,00;0,0092
1705,00;0,0092
1704,00;0,0092
1703,00;0,0092
1702,00;0,0093
1701,00;0,0093
1700,00;0,0093
1699,00;0,0094
1698,00;0,0094
1697,00;0,0095
1696,00;0,0095
1695,00;0,0096
1694,00;0,0097
1693,00;0,0099
1692,00;0,0101
1691,00;0,0102
1690,00;0,0104
1689,00;0,0106
1688,00;0,0107
1687,00;0,0108
1686,00;0,0109
1685,00;0,0110
1684,00;0,0113
1683,00;0,0115
1682,00;0,0117
1681,00;0,0120
1680,00;0,0123
1679,00;0,0125
1678,00;0,0128
1677,00;0,0132
1676,00;0,0136
1675,00;0,0140
1674,00;0,0144
1673,00;0,0149
1672,00;0,0155
1671,00;0,0161
1670,00;0,0168
1669,00;0,0176
1668,00;0,0186
1667,00;0,0196
1666,00;0,0208
1665,00;0,0223
1664,00;0,0242
1663,00;0,0265
1662,00;0,0291
1661,00;0,0318
1660,00;0,0347
1659,00;0,0378
1658,00;0,0410
1657,00;0,0442
1656,00;0,0474
1655,00;0,0509
1654,00;0,0557
1653,00;0,0619
1652,00;0,0675
1651,00;0,0717
1650,00;0,0751
1649,00;0,0787
1648,00;0,0831
1647,00;0,0884
1646,00;0,0936
1645,00;0,0985
1644,00;0,1029
1643,00;0,1072
1642,00;0,1115
1641,00;0,1160
1640,00;0,1204
1639,00;0,1246
1638,00;0,1288
1637,00;0,1334
1636,00;0,1387
1635,00;0,1440
1634,00;0,1485
1633,00;0,1522
1632,00;0,1558
1631,00;0,1592
1630,00;0,1625
1629,00;0,1657
1628,00;0,1686
1627,00;0,1710
1626,00;0,1730
1625,00;0,1747
1624,00;0,1763
1623,00;0,1776
1622,00;0,1787
1621,00;0,1797
1620,00;0,1808
1619,00;0,1818
1618,00;0,1830
1617,00;0,1843
1616,00;0,1858
1615,00;0,1871
1614,00;0,1883
1613,00;0,1896
1612,00;0,1911
1611,00;0,1926
1610,00;0,1940
1609,00;0,1954
1608,00;0,1968
1607,00;0,1982
1606,00;0,1994
1605,00;0,2005
1604,00;0,2017
1603,00;0,2029
1602,00;0,2041
1601,00;0,2054
1600,00;0,2068
1599,00;0,2082
1598,00;0,2096
1597,00;0,2111
1596,00;0,2126
1595,00;0,2140
1594,00;0,2151
1593,00;0,2161
1592,00;0,2171
1591,00;0,2179
1590,00;0,2185
1589,00;0,2192
1588,00;0,2199
1587,00;0,2206
1586,00;0,2213
1585,00;0,2221
1584,00;0,2230
1583,00;0,2239
1582,00;0,2247
1581,00;0,2256
1580,00;0,2266
1579,00;0,2275
1578,00;0,2283
1577,00;0,2291
1576,00;0,2298
1575,00;0,2304
1574,00;0,2308
1573,00;0,2312
1572,00;0,2317
1571,00;0,2320
1570,00;0,2321
1569,00;0,2318
1568,00;0,2316
1567,00;0,2314
1566,00;0,2310
1565,00;0,2305
1564,00;0,2299
1563,00;0,2294
1562,00;0,2289
1561,00;0,2283
1560,00;0,2273
1559,00;0,2255
1558,00;0,2233
1557,00;0,2217
1556,00;0,2205
1555,00;0,2194
1554,00;0,2179
1553,00;0,2163
1552,00;0,2148
1551,00;0,2133
1550,00;0,2117
1549,00;0,2099
1548,00;0,2083
1547,00;0,2070
1546,00;0,2056
1545,00;0,2039
1544,00;0,2022
1543,00;0,2004
1542,00;0,1986
1541,00;0,1963
1540,00;0,1937
1539,00;0,1911
1538,00;0,1890
1537,00;0,1872
1536,00;0,1857
1535,00;0,1840
1534,00;0,1817
1533,00;0,1792
1532,00;0,1769
1531,00;0,1748
1530,00;0,1729
1529,00;0,1708
1528,00;0,1685
1527,00;0,1660
1526,00;0,1632
1525,00;0,1603
1524,00;0,1573
1523,00;0,1540
1522,00;0,1501
1521,00;0,1458
1520,00;0,1420
1519,00;0,1388
1518,00;0,1356
1517,00;0,1322
1516,00;0,1288
1515,00;0,1259
1514,00;0,1233
1513,00;0,1210
1512,00;0,1189
1511,00;0,1170
1510,00;0,1154
1509,00;0,1137
1508,00;0,1118
1507,00;0,1092
1506,00;0,1063
1505,00;0,1036
1504,00;0,1013
1503,00;0,0991
1502,00;0,0969
1501,00;0,0945
1500,00;0,0922
1499,00;0,0900
1498,00;0,0877
1497,00;0,0855
1496,00;0,0833
1495,00;0,0814
1494,00;0,0798
1493,00;0,0782
1492,00;0,0767
1491,00;0,0751
1490,00;0,0734
1489,00;0,0717
1488,00;0,0700
1487,00;0,0685
1486,00;0,0669
1485,00;0,0655
1484,00;0,0641
1483,00;0,0628
1482,00;0,0615
1481,00;0,0601
1480,00;0,0589
1479,00;0,0578
1478,00;0,0567
1477,00;0,0556
1476,00;0,0545
1475,00;0,0535
1474,00;0,0524
1473,00;0,0512
1472,00;0,0500
1471,00;0,0490
1470,00;0,0481
1469,00;0,0472
1468,00;0,0464
1467,00;0,0456
1466,00;0,0447
1465,00;0,0438
1464,00;0,0429
1463,00;0,0421
1462,00;0,0415
1461,00;0,0408
1460,00;0,0402
1459,00;0,0396
1458,00;0,0389
1457,00;0,0380
1456,00;0,0371
1455,00;0,0365
1454,00;0,0359
1453,00;0,0353
1452,00;0,0347
1451,00;0,0342
1450,00;0,0336
1449,00;0,0330
1448,00;0,0324
1447,00;0,0318
1446,00;0,0313
1445,00;0,0307
1444,00;0,0302
1443,00;0,0297
1442,00;0,0292
1441,00;0,0287
1440,00;0,0283
1439,00;0,0279
1438,00;0,0275
1437,00;0,0269
1436,00;0,0264
1435,00;0,0260
1434,00;0,0256
1433,00;0,0252
1432,00;0,0249
1431,00;0,0246
1430,00;0,0243
1429,00;0,0239
1428,00;0,0236
1427,00;0,0235
1426,00;0,0234
1425,00;0,0233
1424,00;0,0233
1423,00;0,0234
1422,00;0,0237
1421,00;0,0242
1420,00;0,0251
1419,00;0,0268
1418,00;0,0292
1417,00;0,0324
1416,00;0,0366
1415,00;0,0415
1414,00;0,0466
1413,00;0,0510
1412,00;0,0542
1411,00;0,0557
1410,00;0,0561
1409,00;0,0563
1408,00;0,0572
1407,00;0,0588
1406,00;0,0607
1405,00;0,0626
1404,00;0,0643
1403,00;0,0659
1402,00;0,0674
1401,00;0,0690
1400,00;0,0709
1399,00;0,0734
1398,00;0,0763
1397,00;0,0797
1396,00;0,0835
1395,00;0,0879
1394,00;0,0924
1393,00;0,0970
1392,00;0,1019
1391,00;0,1078
1390,00;0,1153
1389,00;0,1254
1388,00;0,1381
1387,00;0,1521
1386,00;0,1654
1385,00;0,1769
1384,00;0,1866
1383,00;0,1943
1382,00;0,1998
1381,00;0,2034
1380,00;0,2058
1379,00;0,2077
1378,00;0,2098
1377,00;0,2127
1376,00;0,2165
1375,00;0,2209
1374,00;0,2254
1373,00;0,2301
1372,00;0,2353
1371,00;0,2413
1370,00;0,2487
1369,00;0,2579
1368,00;0,2688
1367,00;0,2808
1366,00;0,2931
1365,00;0,3052
1364,00;0,3169
1363,00;0,3269
1362,00;0,3341
1361,00;0,3385
1360,00;0,3407
1359,00;0,3413
1358,00;0,3407
1357,00;0,3394
1356,00;0,3374
1355,00;0,3343
1354,00;0,3298
1353,00;0,3240
1352,00;0,3174
1351,00;0,3102
1350,00;0,3029
1349,00;0,2962
1348,00;0,2904
1347,00;0,2852
1346,00;0,2803
1345,00;0,2754
1344,00;0,2703
1343,00;0,2645
1342,00;0,2581
1341,00;0,2509
1340,00;0,2430
1339,00;0,2346
1338,00;0,2261
1337,00;0,2178
1336,00;0,2099
1335,00;0,2022
1334,00;0,1948
1333,00;0,1878
1332,00;0,1812
1331,00;0,1749
1330,00;0,1690
1329,00;0,1635
1328,00;0,1583
1327,00;0,1534
1326,00;0,1488
1325,00;0,1444
1324,00;0,1403
1323,00;0,1363
1322,00;0,1326
1321,00;0,1291
1320,00;0,1258
1319,00;0,1226
1318,00;0,1196
1317,00;0,1168
1316,00;0,1142
1315,00;0,1117
1314,00;0,1093
1313,00;0,1069
1312,00;0,1047
1311,00;0,1025
1310,00;0,1005
1309,00;0,0985
1308,00;0,0967
1307,00;0,0949
1306,00;0,0932
1305,00;0,0915
1304,00;0,0901
1303,00;0,0887
1302,00;0,0874
1301,00;0,0863
1300,00;0,0852
1299,00;0,0842
1298,00;0,0830
1297,00;0,0819
1296,00;0,0806
1295,00;0,0793
1294,00;0,0779
1293,00;0,0765
1292,00;0,0751
1291,00;0,0737
1290,00;0,0723
1289,00;0,0709
1288,00;0,0696
1287,00;0,0683
1286,00;0,0670
1285,00;0,0658
1284,00;0,0646
1283,00;0,0633
1282,00;0,0622
1281,00;0,0610
1280,00;0,0599
1279,00;0,0589
1278,00;0,0579
1277,00;0,0570
1276,00;0,0561
1275,00;0,0553
1274,00;0,0544
1273,00;0,0536
1272,00;0,0528
1271,00;0,0520
1270,00;0,0512
1269,00;0,0505
1268,00;0,0498
1267,00;0,0491
1266,00;0,0484
1265,00;0,0478
1264,00;0,0472
1263,00;0,0466
1262,00;0,0461
1261,00;0,0455
1260,00;0,0449
1259,00;0,0444
1258,00;0,0439
1257,00;0,0435
1256,00;0,0431
1255,00;0,0426
1254,00;0,0422
1253,00;0,0418
1252,00;0,0414
1251,00;0,0410
1250,00;0,0406
1249,00;0,0402
1248,00;0,0398
1247,00;0,0395
1246,00;0,0392
1245,00;0,0389
1244,00;0,0385
1243,00;0,0382
1242,00;0,0379
1241,00;0,0375
1240,00;0,0372
1239,00;0,0369
1238,00;0,0367
1237,00;0,0364
1236,00;0,0361
1235,00;0,0358
1234,00;0,0354
1233,00;0,0352
1232,00;0,0349
1231,00;0,0347
1230,00;0,0344
1229,00;0,0342
1228,00;0,0339
1227,00;0,0337
1226,00;0,0335
