Создан как новый массив данных;Образец 012 полученный BalashovM Дата вторник, ноября 16 2021
3803,00;0,0338
3802,00;0,0338
3801,00;0,0338
3800,00;0,0338
3799,00;0,0338
3798,00;0,0338
3797,00;0,0338
3796,00;0,0338
3795,00;0,0338
3794,00;0,0338
3793,00;0,0338
3792,00;0,0338
3791,00;0,0338
3790,00;0,0338
3789,00;0,0338
3788,00;0,0338
3787,00;0,0338
3786,00;0,0338
3785,00;0,0338
3784,00;0,0338
3783,00;0,0338
3782,00;0,0338
3781,00;0,0338
3780,00;0,0339
3779,00;0,0339
3778,00;0,0339
3777,00;0,0339
3776,00;0,0339
3775,00;0,0339
3774,00;0,0339
3773,00;0,0339
3772,00;0,0339
3771,00;0,0339
3770,00;0,0339
3769,00;0,0339
3768,00;0,0339
3767,00;0,0339
3766,00;0,0339
3765,00;0,0339
3764,00;0,0340
3763,00;0,0340
3762,00;0,0340
3761,00;0,0340
3760,00;0,0340
3759,00;0,0340
3758,00;0,0340
3757,00;0,0340
3756,00;0,0341
3755,00;0,0341
3754,00;0,0341
3753,00;0,0341
3752,00;0,0341
3751,00;0,0341
3750,00;0,0341
3749,00;0,0341
3748,00;0,0341
3747,00;0,0341
3746,00;0,0341
3745,00;0,0341
3744,00;0,0341
3743,00;0,0341
3742,00;0,0341
3741,00;0,0341
3740,00;0,0341
3739,00;0,0341
3738,00;0,0341
3737,00;0,0341
3736,00;0,0341
3735,00;0,0341
3734,00;0,0341
3733,00;0,0341
3732,00;0,0341
3731,00;0,0341
3730,00;0,0341
3729,00;0,0341
3728,00;0,0341
3727,00;0,0341
3726,00;0,0341
3725,00;0,0341
3724,00;0,0341
3723,00;0,0341
3722,00;0,0341
3721,00;0,0341
3720,00;0,0341
3719,00;0,0341
3718,00;0,0341
3717,00;0,0341
3716,00;0,0341
3715,00;0,0341
3714,00;0,0341
3713,00;0,0341
3712,00;0,0341
3711,00;0,0341
3710,00;0,0341
3709,00;0,0341
3708,00;0,0341
3707,00;0,0341
3706,00;0,0341
3705,00;0,0341
3704,00;0,0341
3703,00;0,0342
3702,00;0,0342
3701,00;0,0342
3700,00;0,0342
3699,00;0,0342
3698,00;0,0342
3697,00;0,0342
3696,00;0,0342
3695,00;0,0342
3694,00;0,0342
3693,00;0,0342
3692,00;0,0342
3691,00;0,0342
3690,00;0,0342
3689,00;0,0342
3688,00;0,0342
3687,00;0,0343
3686,00;0,0343
3685,00;0,0343
3684,00;0,0343
3683,00;0,0343
3682,00;0,0343
3681,00;0,0343
3680,00;0,0343
3679,00;0,0343
3678,00;0,0343
3677,00;0,0343
3676,00;0,0344
3675,00;0,0344
3674,00;0,0344
3673,00;0,0343
3672,00;0,0343
3671,00;0,0343
3670,00;0,0343
3669,00;0,0343
3668,00;0,0343
3667,00;0,0343
3666,00;0,0343
3665,00;0,0343
3664,00;0,0344
3663,00;0,0344
3662,00;0,0344
3661,00;0,0344
3660,00;0,0344
3659,00;0,0344
3658,00;0,0344
3657,00;0,0344
3656,00;0,0344
3655,00;0,0344
3654,00;0,0344
3653,00;0,0344
3652,00;0,0344
3651,00;0,0344
3650,00;0,0344
3649,00;0,0344
3648,00;0,0344
3647,00;0,0344
3646,00;0,0344
3645,00;0,0344
3644,00;0,0344
3643,00;0,0344
3642,00;0,0344
3641,00;0,0344
3640,00;0,0344
3639,00;0,0344
3638,00;0,0344
3637,00;0,0344
3636,00;0,0344
3635,00;0,0344
3634,00;0,0344
3633,00;0,0344
3632,00;0,0344
3631,00;0,0344
3630,00;0,0344
3629,00;0,0344
3628,00;0,0344
3627,00;0,0344
3626,00;0,0344
3625,00;0,0344
3624,00;0,0344
3623,00;0,0344
3622,00;0,0344
3621,00;0,0344
3620,00;0,0344
3619,00;0,0345
3618,00;0,0345
3617,00;0,0345
3616,00;0,0345
3615,00;0,0345
3614,00;0,0345
3613,00;0,0345
3612,00;0,0345
3611,00;0,0345
3610,00;0,0345
3609,00;0,0345
3608,00;0,0345
3607,00;0,0345
3606,00;0,0345
3605,00;0,0345
3604,00;0,0345
3603,00;0,0345
3602,00;0,0345
3601,00;0,0345
3600,00;0,0345
3599,00;0,0345
3598,00;0,0345
3597,00;0,0346
3596,00;0,0346
3595,00;0,0346
3594,00;0,0346
3593,00;0,0346
3592,00;0,0346
3591,00;0,0346
3590,00;0,0346
3589,00;0,0346
3588,00;0,0346
3587,00;0,0346
3586,00;0,0346
3585,00;0,0346
3584,00;0,0346
3583,00;0,0347
3582,00;0,0347
3581,00;0,0347
3580,00;0,0347
3579,00;0,0347
3578,00;0,0347
3577,00;0,0347
3576,00;0,0347
3575,00;0,0347
3574,00;0,0347
3573,00;0,0347
3572,00;0,0347
3571,00;0,0348
3570,00;0,0348
3569,00;0,0348
3568,00;0,0348
3567,00;0,0348
3566,00;0,0348
3565,00;0,0348
3564,00;0,0348
3563,00;0,0348
3562,00;0,0348
3561,00;0,0349
3560,00;0,0349
3559,00;0,0349
3558,00;0,0349
3557,00;0,0349
3556,00;0,0350
3555,00;0,0350
3554,00;0,0350
3553,00;0,0350
3552,00;0,0350
3551,00;0,0350
3550,00;0,0350
3549,00;0,0350
3548,00;0,0350
3547,00;0,0350
3546,00;0,0351
3545,00;0,0351
3544,00;0,0351
3543,00;0,0351
3542,00;0,0351
3541,00;0,0351
3540,00;0,0351
3539,00;0,0351
3538,00;0,0351
3537,00;0,0352
3536,00;0,0352
3535,00;0,0352
3534,00;0,0352
3533,00;0,0352
3532,00;0,0353
3531,00;0,0353
3530,00;0,0353
3529,00;0,0353
3528,00;0,0353
3527,00;0,0353
3526,00;0,0353
3525,00;0,0353
3524,00;0,0353
3523,00;0,0353
3522,00;0,0353
3521,00;0,0353
3520,00;0,0353
3519,00;0,0353
3518,00;0,0354
3517,00;0,0354
3516,00;0,0354
3515,00;0,0354
3514,00;0,0354
3513,00;0,0354
3512,00;0,0354
3511,00;0,0354
3510,00;0,0354
3509,00;0,0354
3508,00;0,0354
3507,00;0,0354
3506,00;0,0354
3505,00;0,0354
3504,00;0,0354
3503,00;0,0355
3502,00;0,0355
3501,00;0,0355
3500,00;0,0355
3499,00;0,0355
3498,00;0,0355
3497,00;0,0355
3496,00;0,0355
3495,00;0,0355
3494,00;0,0355
3493,00;0,0355
3492,00;0,0355
3491,00;0,0355
3490,00;0,0355
3489,00;0,0355
3488,00;0,0356
3487,00;0,0356
3486,00;0,0356
3485,00;0,0356
3484,00;0,0356
3483,00;0,0356
3482,00;0,0356
3481,00;0,0356
3480,00;0,0356
3479,00;0,0356
3478,00;0,0356
3477,00;0,0357
3476,00;0,0357
3475,00;0,0357
3474,00;0,0357
3473,00;0,0357
3472,00;0,0357
3471,00;0,0357
3470,00;0,0357
3469,00;0,0357
3468,00;0,0357
3467,00;0,0357
3466,00;0,0357
3465,00;0,0358
3464,00;0,0358
3463,00;0,0358
3462,00;0,0358
3461,00;0,0359
3460,00;0,0359
3459,00;0,0359
3458,00;0,0359
3457,00;0,0359
3456,00;0,0359
3455,00;0,0359
3454,00;0,0359
3453,00;0,0360
3452,00;0,0360
3451,00;0,0360
3450,00;0,0360
3449,00;0,0360
3448,00;0,0360
3447,00;0,0360
3446,00;0,0360
3445,00;0,0360
3444,00;0,0360
3443,00;0,0361
3442,00;0,0361
3441,00;0,0361
3440,00;0,0361
3439,00;0,0360
3438,00;0,0360
3437,00;0,0360
3436,00;0,0361
3435,00;0,0361
3434,00;0,0361
3433,00;0,0361
3432,00;0,0362
3431,00;0,0362
3430,00;0,0362
3429,00;0,0362
3428,00;0,0363
3427,00;0,0363
3426,00;0,0363
3425,00;0,0363
3424,00;0,0363
3423,00;0,0363
3422,00;0,0363
3421,00;0,0364
3420,00;0,0364
3419,00;0,0364
3418,00;0,0364
3417,00;0,0364
3416,00;0,0364
3415,00;0,0365
3414,00;0,0365
3413,00;0,0365
3412,00;0,0365
3411,00;0,0365
3410,00;0,0365
3409,00;0,0365
3408,00;0,0365
3407,00;0,0365
3406,00;0,0366
3405,00;0,0366
3404,00;0,0366
3403,00;0,0366
3402,00;0,0365
3401,00;0,0365
3400,00;0,0366
3399,00;0,0366
3398,00;0,0366
3397,00;0,0366
3396,00;0,0366
3395,00;0,0366
3394,00;0,0366
3393,00;0,0366
3392,00;0,0366
3391,00;0,0366
3390,00;0,0367
3389,00;0,0367
3388,00;0,0367
3387,00;0,0367
3386,00;0,0368
3385,00;0,0368
3384,00;0,0368
3383,00;0,0368
3382,00;0,0368
3381,00;0,0368
3380,00;0,0368
3379,00;0,0368
3378,00;0,0368
3377,00;0,0368
3376,00;0,0368
3375,00;0,0368
3374,00;0,0368
3373,00;0,0368
3372,00;0,0369
3371,00;0,0369
3370,00;0,0369
3369,00;0,0369
3368,00;0,0369
3367,00;0,0369
3366,00;0,0369
3365,00;0,0369
3364,00;0,0369
3363,00;0,0369
3362,00;0,0370
3361,00;0,0370
3360,00;0,0370
3359,00;0,0370
3358,00;0,0370
3357,00;0,0370
3356,00;0,0370
3355,00;0,0370
3354,00;0,0371
3353,00;0,0371
3352,00;0,0371
3351,00;0,0371
3350,00;0,0371
3349,00;0,0371
3348,00;0,0371
3347,00;0,0371
3346,00;0,0371
3345,00;0,0371
3344,00;0,0372
3343,00;0,0372
3342,00;0,0372
3341,00;0,0372
3340,00;0,0372
3339,00;0,0372
3338,00;0,0372
3337,00;0,0373
3336,00;0,0373
3335,00;0,0373
3334,00;0,0373
3333,00;0,0373
3332,00;0,0373
3331,00;0,0373
3330,00;0,0373
3329,00;0,0373
3328,00;0,0373
3327,00;0,0373
3326,00;0,0374
3325,00;0,0374
3324,00;0,0374
3323,00;0,0374
3322,00;0,0374
3321,00;0,0374
3320,00;0,0375
3319,00;0,0375
3318,00;0,0375
3317,00;0,0375
3316,00;0,0375
3315,00;0,0375
3314,00;0,0375
3313,00;0,0375
3312,00;0,0375
3311,00;0,0376
3310,00;0,0376
3309,00;0,0376
3308,00;0,0376
3307,00;0,0376
3306,00;0,0376
3305,00;0,0376
3304,00;0,0376
3303,00;0,0376
3302,00;0,0377
3301,00;0,0377
3300,00;0,0377
3299,00;0,0377
3298,00;0,0377
3297,00;0,0377
3296,00;0,0377
3295,00;0,0377
3294,00;0,0377
3293,00;0,0377
3292,00;0,0377
3291,00;0,0377
3290,00;0,0378
3289,00;0,0378
3288,00;0,0378
3287,00;0,0378
3286,00;0,0378
3285,00;0,0378
3284,00;0,0378
3283,00;0,0378
3282,00;0,0378
3281,00;0,0378
3280,00;0,0379
3279,00;0,0379
3278,00;0,0379
3277,00;0,0379
3276,00;0,0379
3275,00;0,0379
3274,00;0,0379
3273,00;0,0379
3272,00;0,0379
3271,00;0,0379
3270,00;0,0379
3269,00;0,0379
3268,00;0,0379
3267,00;0,0380
3266,00;0,0380
3265,00;0,0380
3264,00;0,0380
3263,00;0,0380
3262,00;0,0380
3261,00;0,0380
3260,00;0,0380
3259,00;0,0380
3258,00;0,0380
3257,00;0,0380
3256,00;0,0380
3255,00;0,0381
3254,00;0,0381
3253,00;0,0381
3252,00;0,0381
3251,00;0,0381
3250,00;0,0381
3249,00;0,0381
3248,00;0,0381
3247,00;0,0381
3246,00;0,0381
3245,00;0,0381
3244,00;0,0381
3243,00;0,0381
3242,00;0,0382
3241,00;0,0382
3240,00;0,0382
3239,00;0,0382
3238,00;0,0382
3237,00;0,0382
3236,00;0,0382
3235,00;0,0382
3234,00;0,0382
3233,00;0,0382
3232,00;0,0382
3231,00;0,0382
3230,00;0,0383
3229,00;0,0383
3228,00;0,0383
3227,00;0,0383
3226,00;0,0383
3225,00;0,0383
3224,00;0,0383
3223,00;0,0383
3222,00;0,0383
3221,00;0,0383
3220,00;0,0383
3219,00;0,0383
3218,00;0,0384
3217,00;0,0384
3216,00;0,0384
3215,00;0,0384
3214,00;0,0384
3213,00;0,0384
3212,00;0,0384
3211,00;0,0384
3210,00;0,0384
3209,00;0,0384
3208,00;0,0384
3207,00;0,0384
3206,00;0,0385
3205,00;0,0385
3204,00;0,0385
3203,00;0,0385
3202,00;0,0385
3201,00;0,0385
3200,00;0,0385
3199,00;0,0385
3198,00;0,0385
3197,00;0,0385
3196,00;0,0386
3195,00;0,0386
3194,00;0,0386
3193,00;0,0386
3192,00;0,0386
3191,00;0,0386
3190,00;0,0386
3189,00;0,0386
3188,00;0,0386
3187,00;0,0386
3186,00;0,0386
3185,00;0,0387
3184,00;0,0387
3183,00;0,0387
3182,00;0,0387
3181,00;0,0387
3180,00;0,0387
3179,00;0,0387
3178,00;0,0387
3177,00;0,0388
3176,00;0,0388
3175,00;0,0388
3174,00;0,0388
3173,00;0,0388
3172,00;0,0388
3171,00;0,0388
3170,00;0,0388
3169,00;0,0388
3168,00;0,0388
3167,00;0,0388
3166,00;0,0388
3165,00;0,0388
3164,00;0,0388
3163,00;0,0388
3162,00;0,0388
3161,00;0,0389
3160,00;0,0389
3159,00;0,0389
3158,00;0,0389
3157,00;0,0389
3156,00;0,0389
3155,00;0,0389
3154,00;0,0389
3153,00;0,0389
3152,00;0,0389
3151,00;0,0389
3150,00;0,0390
3149,00;0,0390
3148,00;0,0390
3147,00;0,0390
3146,00;0,0390
3145,00;0,0390
3144,00;0,0390
3143,00;0,0390
3142,00;0,0390
3141,00;0,0390
3140,00;0,0390
3139,00;0,0390
3138,00;0,0391
3137,00;0,0391
3136,00;0,0391
3135,00;0,0391
3134,00;0,0391
3133,00;0,0391
3132,00;0,0391
3131,00;0,0391
3130,00;0,0391
3129,00;0,0391
3128,00;0,0391
3127,00;0,0391
3126,00;0,0391
3125,00;0,0392
3124,00;0,0392
3123,00;0,0392
3122,00;0,0392
3121,00;0,0392
3120,00;0,0392
3119,00;0,0392
3118,00;0,0392
3117,00;0,0392
3116,00;0,0392
3115,00;0,0392
3114,00;0,0392
3113,00;0,0392
3112,00;0,0392
3111,00;0,0392
3110,00;0,0392
3109,00;0,0392
3108,00;0,0393
3107,00;0,0393
3106,00;0,0393
3105,00;0,0393
3104,00;0,0394
3103,00;0,0394
3102,00;0,0394
3101,00;0,0394
3100,00;0,0394
3099,00;0,0394
3098,00;0,0394
3097,00;0,0394
3096,00;0,0394
3095,00;0,0394
3094,00;0,0394
3093,00;0,0394
3092,00;0,0394
3091,00;0,0394
3090,00;0,0394
3089,00;0,0394
3088,00;0,0394
3087,00;0,0394
3086,00;0,0394
3085,00;0,0394
3084,00;0,0394
3083,00;0,0394
3082,00;0,0394
3081,00;0,0394
3080,00;0,0394
3079,00;0,0394
3078,00;0,0395
3077,00;0,0395
3076,00;0,0395
3075,00;0,0396
3074,00;0,0396
3073,00;0,0396
3072,00;0,0396
3071,00;0,0396
3070,00;0,0396
3069,00;0,0396
3068,00;0,0396
3067,00;0,0396
3066,00;0,0396
3065,00;0,0397
3064,00;0,0397
3063,00;0,0397
3062,00;0,0397
3061,00;0,0397
3060,00;0,0397
3059,00;0,0397
3058,00;0,0397
3057,00;0,0397
3056,00;0,0397
3055,00;0,0397
3054,00;0,0398
3053,00;0,0398
3052,00;0,0398
3051,00;0,0398
3050,00;0,0398
3049,00;0,0398
3048,00;0,0398
3047,00;0,0398
3046,00;0,0398
3045,00;0,0399
3044,00;0,0399
3043,00;0,0399
3042,00;0,0399
3041,00;0,0399
3040,00;0,0399
3039,00;0,0400
3038,00;0,0400
3037,00;0,0400
3036,00;0,0400
3035,00;0,0400
3034,00;0,0400
3033,00;0,0400
3032,00;0,0401
3031,00;0,0401
3030,00;0,0401
3029,00;0,0402
3028,00;0,0402
3027,00;0,0402
3026,00;0,0402
3025,00;0,0402
3024,00;0,0402
3023,00;0,0403
3022,00;0,0403
3021,00;0,0403
3020,00;0,0403
3019,00;0,0403
3018,00;0,0403
3017,00;0,0403
3016,00;0,0403
3015,00;0,0403
3014,00;0,0404
3013,00;0,0404
3012,00;0,0405
3011,00;0,0405
3010,00;0,0406
3009,00;0,0406
3008,00;0,0407
3007,00;0,0407
3006,00;0,0407
3005,00;0,0407
3004,00;0,0407
3003,00;0,0408
3002,00;0,0408
3001,00;0,0408
3000,00;0,0408
2999,00;0,0408
2998,00;0,0408
2997,00;0,0408
2996,00;0,0409
2995,00;0,0409
2994,00;0,0409
2993,00;0,0410
2992,00;0,0410
2991,00;0,0410
2990,00;0,0411
2989,00;0,0411
2988,00;0,0411
2987,00;0,0411
2986,00;0,0410
2985,00;0,0410
2984,00;0,0410
2983,00;0,0410
2982,00;0,0409
2981,00;0,0409
2980,00;0,0409
2979,00;0,0409
2978,00;0,0409
2977,00;0,0409
2976,00;0,0409
2975,00;0,0409
2974,00;0,0409
2973,00;0,0409
2972,00;0,0409
2971,00;0,0409
2970,00;0,0408
2969,00;0,0408
2968,00;0,0407
2967,00;0,0407
2966,00;0,0406
2965,00;0,0406
2964,00;0,0405
2963,00;0,0405
2962,00;0,0405
2961,00;0,0405
2960,00;0,0405
2959,00;0,0405
2958,00;0,0404
2957,00;0,0404
2956,00;0,0404
2955,00;0,0404
2954,00;0,0404
2953,00;0,0404
2952,00;0,0403
2951,00;0,0404
2950,00;0,0404
2949,00;0,0404
2948,00;0,0404
2947,00;0,0404
2946,00;0,0404
2945,00;0,0403
2944,00;0,0403
2943,00;0,0403
2942,00;0,0403
2941,00;0,0403
2940,00;0,0403
2939,00;0,0403
2938,00;0,0402
2937,00;0,0401
2936,00;0,0401
2935,00;0,0400
2934,00;0,0400
2933,00;0,0400
2932,00;0,0400
2931,00;0,0400
2930,00;0,0400
2929,00;0,0399
2928,00;0,0399
2927,00;0,0399
2926,00;0,0399
2925,00;0,0400
2924,00;0,0400
2923,00;0,0401
2922,00;0,0402
2921,00;0,0403
2920,00;0,0404
2919,00;0,0404
2918,00;0,0405
2917,00;0,0405
2916,00;0,0406
2915,00;0,0406
2914,00;0,0407
2913,00;0,0408
2912,00;0,0408
2911,00;0,0409
2910,00;0,0410
2909,00;0,0411
2908,00;0,0411
2907,00;0,0412
2906,00;0,0412
2905,00;0,0412
2904,00;0,0412
2903,00;0,0413
2902,00;0,0413
2901,00;0,0414
2900,00;0,0414
2899,00;0,0414
2898,00;0,0414
2897,00;0,0414
2896,00;0,0414
2895,00;0,0414
2894,00;0,0415
2893,00;0,0415
2892,00;0,0415
2891,00;0,0415
2890,00;0,0415
2889,00;0,0415
2888,00;0,0415
2887,00;0,0415
2886,00;0,0415
2885,00;0,0415
2884,00;0,0415
2883,00;0,0415
2882,00;0,0416
2881,00;0,0416
2880,00;0,0416
2879,00;0,0415
2878,00;0,0415
2877,00;0,0415
2876,00;0,0414
2875,00;0,0414
2874,00;0,0414
2873,00;0,0414
2872,00;0,0414
2871,00;0,0414
2870,00;0,0414
2869,00;0,0414
2868,00;0,0414
2867,00;0,0414
2866,00;0,0413
2865,00;0,0413
2864,00;0,0412
2863,00;0,0412
2862,00;0,0411
2861,00;0,0411
2860,00;0,0411
2859,00;0,0411
2858,00;0,0411
2857,00;0,0410
2856,00;0,0411
2855,00;0,0411
2854,00;0,0411
2853,00;0,0411
2852,00;0,0412
2851,00;0,0412
2850,00;0,0413
2849,00;0,0414
2848,00;0,0414
2847,00;0,0415
2846,00;0,0415
2845,00;0,0416
2844,00;0,0416
2843,00;0,0416
2842,00;0,0416
2841,00;0,0416
2840,00;0,0416
2839,00;0,0416
2838,00;0,0416
2837,00;0,0417
2836,00;0,0417
2835,00;0,0417
2834,00;0,0418
2833,00;0,0418
2832,00;0,0418
2831,00;0,0419
2830,00;0,0419
2829,00;0,0419
2828,00;0,0419
2827,00;0,0419
2826,00;0,0419
2825,00;0,0419
2824,00;0,0419
2823,00;0,0419
2822,00;0,0419
2821,00;0,0419
2820,00;0,0419
2819,00;0,0419
2818,00;0,0419
2817,00;0,0420
2816,00;0,0419
2815,00;0,0419
2814,00;0,0419
2813,00;0,0419
2812,00;0,0420
2811,00;0,0420
2810,00;0,0420
2809,00;0,0420
2808,00;0,0420
2807,00;0,0420
2806,00;0,0420
2805,00;0,0420
2804,00;0,0420
2803,00;0,0420
2802,00;0,0420
2801,00;0,0420
2800,00;0,0420
2799,00;0,0420
2798,00;0,0420
2797,00;0,0421
2796,00;0,0421
2795,00;0,0421
2794,00;0,0421
2793,00;0,0421
2792,00;0,0421
2791,00;0,0421
2790,00;0,0421
2789,00;0,0421
2788,00;0,0421
2787,00;0,0421
2786,00;0,0421
2785,00;0,0422
2784,00;0,0422
2783,00;0,0422
2782,00;0,0422
2781,00;0,0422
2780,00;0,0422
2779,00;0,0422
2778,00;0,0422
2777,00;0,0422
2776,00;0,0422
2775,00;0,0422
2774,00;0,0422
2773,00;0,0422
2772,00;0,0422
2771,00;0,0423
2770,00;0,0423
2769,00;0,0423
2768,00;0,0423
2767,00;0,0423
2766,00;0,0423
2765,00;0,0423
2764,00;0,0423
2763,00;0,0423
2762,00;0,0423
2761,00;0,0423
2760,00;0,0423
2759,00;0,0423
2758,00;0,0423
2757,00;0,0424
2756,00;0,0424
2755,00;0,0424
2754,00;0,0424
2753,00;0,0424
2752,00;0,0424
2751,00;0,0424
2750,00;0,0424
2749,00;0,0424
2748,00;0,0424
2747,00;0,0424
2746,00;0,0424
2745,00;0,0424
2744,00;0,0424
2743,00;0,0425
2742,00;0,0425
2741,00;0,0425
2740,00;0,0425
2739,00;0,0425
2738,00;0,0425
2737,00;0,0425
2736,00;0,0425
2735,00;0,0425
2734,00;0,0425
2733,00;0,0425
2732,00;0,0425
2731,00;0,0425
2730,00;0,0425
2729,00;0,0425
2728,00;0,0425
2727,00;0,0425
2726,00;0,0425
2725,00;0,0426
2724,00;0,0426
2723,00;0,0426
2722,00;0,0426
2721,00;0,0426
2720,00;0,0426
2719,00;0,0426
2718,00;0,0426
2717,00;0,0426
2716,00;0,0426
2715,00;0,0426
2714,00;0,0426
2713,00;0,0426
2712,00;0,0426
2711,00;0,0426
2710,00;0,0427
2709,00;0,0427
2708,00;0,0427
2707,00;0,0427
2706,00;0,0427
2705,00;0,0427
2704,00;0,0427
2703,00;0,0427
2702,00;0,0427
2701,00;0,0427
2700,00;0,0427
2699,00;0,0427
2698,00;0,0427
2697,00;0,0427
2696,00;0,0428
2695,00;0,0428
2694,00;0,0428
2693,00;0,0428
2692,00;0,0428
2691,00;0,0428
2690,00;0,0428
2689,00;0,0428
2688,00;0,0428
2687,00;0,0428
2686,00;0,0428
2685,00;0,0428
2684,00;0,0428
2683,00;0,0429
2682,00;0,0429
2681,00;0,0429
2680,00;0,0429
2679,00;0,0429
2678,00;0,0429
2677,00;0,0429
2676,00;0,0429
2675,00;0,0429
2674,00;0,0429
2673,00;0,0430
2672,00;0,0430
2671,00;0,0430
2670,00;0,0430
2669,00;0,0430
2668,00;0,0431
2667,00;0,0431
2666,00;0,0431
2665,00;0,0431
2664,00;0,0432
2663,00;0,0432
2662,00;0,0433
2661,00;0,0433
2660,00;0,0433
2659,00;0,0433
2658,00;0,0433
2657,00;0,0434
2656,00;0,0434
2655,00;0,0434
2654,00;0,0434
2653,00;0,0434
2652,00;0,0434
2651,00;0,0434
2650,00;0,0434
2649,00;0,0434
2648,00;0,0434
2647,00;0,0434
2646,00;0,0434
2645,00;0,0434
2644,00;0,0434
2643,00;0,0434
2642,00;0,0434
2641,00;0,0434
2640,00;0,0434
2639,00;0,0434
2638,00;0,0434
2637,00;0,0433
2636,00;0,0433
2635,00;0,0433
2634,00;0,0433
2633,00;0,0433
2632,00;0,0433
2631,00;0,0433
2630,00;0,0432
2629,00;0,0432
2628,00;0,0432
2627,00;0,0432
2626,00;0,0432
2625,00;0,0432
2624,00;0,0432
2623,00;0,0432
2622,00;0,0432
2621,00;0,0432
2620,00;0,0432
2619,00;0,0432
2618,00;0,0432
2617,00;0,0432
2616,00;0,0432
2615,00;0,0432
2614,00;0,0432
2613,00;0,0432
2612,00;0,0432
2611,00;0,0432
2610,00;0,0431
