Создан как новый массив данных;Образец 010 полученный BalashovM Дата среда, апреля 28 2021
3631,00;0,0172
3630,00;0,0173
3629,00;0,0173
3628,00;0,0174
3627,00;0,0175
3626,00;0,0175
3625,00;0,0175
3624,00;0,0175
3623,00;0,0176
3622,00;0,0176
3621,00;0,0176
3620,00;0,0177
3619,00;0,0177
3618,00;0,0178
3617,00;0,0178
3616,00;0,0178
3615,00;0,0179
3614,00;0,0179
3613,00;0,0179
3612,00;0,0180
3611,00;0,0180
3610,00;0,0181
3609,00;0,0181
3608,00;0,0182
3607,00;0,0182
3606,00;0,0183
3605,00;0,0183
3604,00;0,0184
3603,00;0,0184
3602,00;0,0185
3601,00;0,0185
3600,00;0,0186
3599,00;0,0186
3598,00;0,0187
3597,00;0,0187
3596,00;0,0188
3595,00;0,0188
3594,00;0,0189
3593,00;0,0189
3592,00;0,0190
3591,00;0,0190
3590,00;0,0191
3589,00;0,0191
3588,00;0,0192
3587,00;0,0192
3586,00;0,0193
3585,00;0,0193
3584,00;0,0194
3583,00;0,0194
3582,00;0,0195
3581,00;0,0195
3580,00;0,0196
3579,00;0,0197
3578,00;0,0197
3577,00;0,0197
3576,00;0,0198
3575,00;0,0198
3574,00;0,0199
3573,00;0,0200
3572,00;0,0200
3571,00;0,0201
3570,00;0,0201
3569,00;0,0202
3568,00;0,0202
3567,00;0,0203
3566,00;0,0203
3565,00;0,0204
3564,00;0,0204
3563,00;0,0205
3562,00;0,0206
3561,00;0,0206
3560,00;0,0207
3559,00;0,0207
3558,00;0,0208
3557,00;0,0208
3556,00;0,0209
3555,00;0,0209
3554,00;0,0210
3553,00;0,0210
3552,00;0,0211
3551,00;0,0211
3550,00;0,0212
3549,00;0,0212
3548,00;0,0213
3547,00;0,0214
3546,00;0,0214
3545,00;0,0215
3544,00;0,0215
3543,00;0,0216
3542,00;0,0216
3541,00;0,0217
3540,00;0,0217
3539,00;0,0217
3538,00;0,0218
3537,00;0,0219
3536,00;0,0219
3535,00;0,0220
3534,00;0,0220
3533,00;0,0220
3532,00;0,0221
3531,00;0,0222
3530,00;0,0222
3529,00;0,0223
3528,00;0,0223
3527,00;0,0224
3526,00;0,0224
3525,00;0,0224
3524,00;0,0225
3523,00;0,0225
3522,00;0,0226
3521,00;0,0226
3520,00;0,0227
3519,00;0,0227
3518,00;0,0227
3517,00;0,0228
3516,00;0,0228
3515,00;0,0229
3514,00;0,0229
3513,00;0,0230
3512,00;0,0230
3511,00;0,0231
3510,00;0,0231
3509,00;0,0231
3508,00;0,0232
3507,00;0,0232
3506,00;0,0233
3505,00;0,0233
3504,00;0,0234
3503,00;0,0235
3502,00;0,0235
3501,00;0,0235
3500,00;0,0236
3499,00;0,0236
3498,00;0,0236
3497,00;0,0237
3496,00;0,0237
3495,00;0,0237
3494,00;0,0238
3493,00;0,0238
3492,00;0,0239
3491,00;0,0239
3490,00;0,0239
3489,00;0,0240
3488,00;0,0240
3487,00;0,0240
3486,00;0,0241
3485,00;0,0241
3484,00;0,0241
3483,00;0,0242
3482,00;0,0242
3481,00;0,0243
3480,00;0,0243
3479,00;0,0243
3478,00;0,0243
3477,00;0,0244
3476,00;0,0244
3475,00;0,0244
3474,00;0,0245
3473,00;0,0245
3472,00;0,0245
3471,00;0,0246
3470,00;0,0246
3469,00;0,0246
3468,00;0,0246
3467,00;0,0247
3466,00;0,0247
3465,00;0,0247
3464,00;0,0248
3463,00;0,0248
3462,00;0,0248
3461,00;0,0248
3460,00;0,0249
3459,00;0,0249
3458,00;0,0249
3457,00;0,0249
3456,00;0,0250
3455,00;0,0250
3454,00;0,0250
3453,00;0,0250
3452,00;0,0250
3451,00;0,0251
3450,00;0,0251
3449,00;0,0251
3448,00;0,0252
3447,00;0,0252
3446,00;0,0252
3445,00;0,0252
3444,00;0,0252
3443,00;0,0253
3442,00;0,0253
3441,00;0,0253
3440,00;0,0253
3439,00;0,0254
3438,00;0,0254
3437,00;0,0254
3436,00;0,0254
3435,00;0,0254
3434,00;0,0255
3433,00;0,0255
3432,00;0,0255
3431,00;0,0255
3430,00;0,0255
3429,00;0,0256
3428,00;0,0256
3427,00;0,0256
3426,00;0,0256
3425,00;0,0256
3424,00;0,0257
3423,00;0,0257
3422,00;0,0257
3421,00;0,0257
3420,00;0,0258
3419,00;0,0258
3418,00;0,0258
3417,00;0,0258
3416,00;0,0258
3415,00;0,0258
3414,00;0,0258
3413,00;0,0259
3412,00;0,0259
3411,00;0,0259
3410,00;0,0259
3409,00;0,0259
3408,00;0,0259
3407,00;0,0260
3406,00;0,0260
3405,00;0,0260
3404,00;0,0260
3403,00;0,0260
3402,00;0,0260
3401,00;0,0261
3400,00;0,0261
3399,00;0,0261
3398,00;0,0261
3397,00;0,0261
3396,00;0,0261
3395,00;0,0262
3394,00;0,0262
3393,00;0,0262
3392,00;0,0262
3391,00;0,0262
3390,00;0,0262
3389,00;0,0262
3388,00;0,0262
3387,00;0,0262
3386,00;0,0262
3385,00;0,0262
3384,00;0,0263
3383,00;0,0263
3382,00;0,0263
3381,00;0,0263
3380,00;0,0263
3379,00;0,0263
3378,00;0,0263
3377,00;0,0263
3376,00;0,0263
3375,00;0,0263
3374,00;0,0263
3373,00;0,0264
3372,00;0,0264
3371,00;0,0264
3370,00;0,0264
3369,00;0,0264
3368,00;0,0264
3367,00;0,0264
3366,00;0,0264
3365,00;0,0264
3364,00;0,0264
3363,00;0,0264
3362,00;0,0264
3361,00;0,0264
3360,00;0,0264
3359,00;0,0264
3358,00;0,0264
3357,00;0,0265
3356,00;0,0265
3355,00;0,0265
3354,00;0,0265
3353,00;0,0265
3352,00;0,0265
3351,00;0,0265
3350,00;0,0265
3349,00;0,0265
3348,00;0,0265
3347,00;0,0265
3346,00;0,0265
3345,00;0,0265
3344,00;0,0265
3343,00;0,0265
3342,00;0,0265
3341,00;0,0265
3340,00;0,0265
3339,00;0,0265
3338,00;0,0265
3337,00;0,0265
3336,00;0,0265
3335,00;0,0265
3334,00;0,0265
3333,00;0,0266
3332,00;0,0266
3331,00;0,0266
3330,00;0,0266
3329,00;0,0266
3328,00;0,0266
3327,00;0,0266
3326,00;0,0266
3325,00;0,0266
3324,00;0,0266
3323,00;0,0266
3322,00;0,0266
3321,00;0,0266
3320,00;0,0266
3319,00;0,0266
3318,00;0,0266
3317,00;0,0266
3316,00;0,0266
3315,00;0,0266
3314,00;0,0266
3313,00;0,0266
3312,00;0,0266
3311,00;0,0266
3310,00;0,0266
3309,00;0,0266
3308,00;0,0266
3307,00;0,0266
3306,00;0,0266
3305,00;0,0266
3304,00;0,0266
3303,00;0,0266
3302,00;0,0266
3301,00;0,0266
3300,00;0,0266
3299,00;0,0266
3298,00;0,0266
3297,00;0,0266
3296,00;0,0266
3295,00;0,0267
3294,00;0,0267
3293,00;0,0267
3292,00;0,0267
3291,00;0,0267
3290,00;0,0267
3289,00;0,0267
3288,00;0,0267
3287,00;0,0267
3286,00;0,0267
3285,00;0,0267
3284,00;0,0267
3283,00;0,0267
3282,00;0,0267
3281,00;0,0267
3280,00;0,0267
3279,00;0,0267
3278,00;0,0267
3277,00;0,0267
3276,00;0,0267
3275,00;0,0267
3274,00;0,0267
3273,00;0,0267
3272,00;0,0267
3271,00;0,0267
3270,00;0,0267
3269,00;0,0267
3268,00;0,0267
3267,00;0,0267
3266,00;0,0267
3265,00;0,0267
3264,00;0,0267
3263,00;0,0267
3262,00;0,0267
3261,00;0,0267
3260,00;0,0267
3259,00;0,0267
3258,00;0,0267
3257,00;0,0267
3256,00;0,0267
3255,00;0,0267
3254,00;0,0267
3253,00;0,0267
3252,00;0,0267
3251,00;0,0267
3250,00;0,0267
3249,00;0,0267
3248,00;0,0267
3247,00;0,0267
3246,00;0,0267
3245,00;0,0267
3244,00;0,0267
3243,00;0,0267
3242,00;0,0268
3241,00;0,0268
3240,00;0,0268
3239,00;0,0268
3238,00;0,0268
3237,00;0,0268
3236,00;0,0268
3235,00;0,0268
3234,00;0,0268
3233,00;0,0268
3232,00;0,0268
3231,00;0,0268
3230,00;0,0268
3229,00;0,0267
3228,00;0,0267
3227,00;0,0267
3226,00;0,0268
3225,00;0,0268
3224,00;0,0268
3223,00;0,0268
3222,00;0,0268
3221,00;0,0268
3220,00;0,0268
3219,00;0,0268
3218,00;0,0268
3217,00;0,0268
3216,00;0,0268
3215,00;0,0268
3214,00;0,0268
3213,00;0,0267
3212,00;0,0267
3211,00;0,0267
3210,00;0,0267
3209,00;0,0267
3208,00;0,0267
3207,00;0,0267
3206,00;0,0267
3205,00;0,0267
3204,00;0,0267
3203,00;0,0267
3202,00;0,0267
3201,00;0,0267
3200,00;0,0267
3199,00;0,0267
3198,00;0,0267
3197,00;0,0267
3196,00;0,0267
3195,00;0,0267
3194,00;0,0267
3193,00;0,0267
3192,00;0,0267
3191,00;0,0267
3190,00;0,0267
3189,00;0,0266
3188,00;0,0266
3187,00;0,0266
3186,00;0,0266
3185,00;0,0266
3184,00;0,0266
3183,00;0,0266
3182,00;0,0266
3181,00;0,0266
3180,00;0,0266
3179,00;0,0266
3178,00;0,0266
3177,00;0,0266
3176,00;0,0266
3175,00;0,0266
3174,00;0,0266
3173,00;0,0266
3172,00;0,0265
3171,00;0,0265
3170,00;0,0265
3169,00;0,0265
3168,00;0,0265
3167,00;0,0265
3166,00;0,0265
3165,00;0,0265
3164,00;0,0265
3163,00;0,0265
3162,00;0,0265
3161,00;0,0265
3160,00;0,0265
3159,00;0,0265
3158,00;0,0265
3157,00;0,0265
3156,00;0,0265
3155,00;0,0265
3154,00;0,0264
3153,00;0,0264
3152,00;0,0264
3151,00;0,0264
3150,00;0,0264
3149,00;0,0264
3148,00;0,0264
3147,00;0,0264
3146,00;0,0264
3145,00;0,0264
3144,00;0,0264
3143,00;0,0264
3142,00;0,0264
3141,00;0,0264
3140,00;0,0264
3139,00;0,0264
3138,00;0,0263
3137,00;0,0263
3136,00;0,0263
3135,00;0,0263
3134,00;0,0263
3133,00;0,0263
3132,00;0,0263
3131,00;0,0263
3130,00;0,0263
3129,00;0,0263
3128,00;0,0263
3127,00;0,0263
3126,00;0,0263
3125,00;0,0263
3124,00;0,0263
3123,00;0,0262
3122,00;0,0262
3121,00;0,0262
3120,00;0,0262
3119,00;0,0262
3118,00;0,0262
3117,00;0,0262
3116,00;0,0262
3115,00;0,0262
3114,00;0,0262
3113,00;0,0261
3112,00;0,0261
3111,00;0,0261
3110,00;0,0261
3109,00;0,0261
3108,00;0,0261
3107,00;0,0261
3106,00;0,0261
3105,00;0,0261
3104,00;0,0261
3103,00;0,0261
3102,00;0,0261
3101,00;0,0260
3100,00;0,0260
3099,00;0,0260
3098,00;0,0260
3097,00;0,0260
3096,00;0,0260
3095,00;0,0260
3094,00;0,0260
3093,00;0,0260
3092,00;0,0260
3091,00;0,0260
3090,00;0,0260
3089,00;0,0259
3088,00;0,0259
3087,00;0,0259
3086,00;0,0259
3085,00;0,0259
3084,00;0,0259
3083,00;0,0259
3082,00;0,0259
3081,00;0,0259
3080,00;0,0258
3079,00;0,0258
3078,00;0,0258
3077,00;0,0258
3076,00;0,0258
3075,00;0,0258
3074,00;0,0258
3073,00;0,0258
3072,00;0,0258
3071,00;0,0258
3070,00;0,0258
3069,00;0,0258
3068,00;0,0258
3067,00;0,0257
3066,00;0,0257
3065,00;0,0257
3064,00;0,0257
3063,00;0,0257
3062,00;0,0257
3061,00;0,0257
3060,00;0,0257
3059,00;0,0257
3058,00;0,0257
3057,00;0,0256
3056,00;0,0256
3055,00;0,0256
3054,00;0,0256
3053,00;0,0256
3052,00;0,0256
3051,00;0,0256
3050,00;0,0256
3049,00;0,0256
3048,00;0,0256
3047,00;0,0256
3046,00;0,0256
3045,00;0,0255
3044,00;0,0255
3043,00;0,0255
3042,00;0,0255
3041,00;0,0255
3040,00;0,0255
3039,00;0,0255
3038,00;0,0255
3037,00;0,0255
3036,00;0,0255
3035,00;0,0255
3034,00;0,0255
3033,00;0,0255
3032,00;0,0254
3031,00;0,0254
3030,00;0,0254
3029,00;0,0254
3028,00;0,0254
3027,00;0,0254
3026,00;0,0254
3025,00;0,0254
3024,00;0,0254
3023,00;0,0254
3022,00;0,0254
3021,00;0,0254
3020,00;0,0254
3019,00;0,0254
3018,00;0,0254
3017,00;0,0254
3016,00;0,0254
3015,00;0,0254
3014,00;0,0254
3013,00;0,0254
3012,00;0,0253
3011,00;0,0253
3010,00;0,0253
3009,00;0,0253
3008,00;0,0253
3007,00;0,0253
3006,00;0,0253
3005,00;0,0253
3004,00;0,0253
3003,00;0,0253
3002,00;0,0253
3001,00;0,0253
3000,00;0,0253
2999,00;0,0253
2998,00;0,0253
2997,00;0,0253
2996,00;0,0253
2995,00;0,0253
2994,00;0,0253
2993,00;0,0253
2992,00;0,0253
2991,00;0,0254
2990,00;0,0254
2989,00;0,0254
2988,00;0,0254
2987,00;0,0253
2986,00;0,0253
2985,00;0,0253
2984,00;0,0253
2983,00;0,0253
2982,00;0,0253
2981,00;0,0254
2980,00;0,0253
2979,00;0,0253
2978,00;0,0253
2977,00;0,0252
2976,00;0,0252
2975,00;0,0252
2974,00;0,0251
2973,00;0,0251
2972,00;0,0251
2971,00;0,0250
2970,00;0,0250
2969,00;0,0250
2968,00;0,0249
2967,00;0,0249
2966,00;0,0248
2965,00;0,0248
2964,00;0,0248
2963,00;0,0247
2962,00;0,0247
2961,00;0,0247
2960,00;0,0246
2959,00;0,0246
2958,00;0,0246
2957,00;0,0246
2956,00;0,0246
2955,00;0,0245
2954,00;0,0245
2953,00;0,0245
2952,00;0,0245
2951,00;0,0245
2950,00;0,0245
2949,00;0,0244
2948,00;0,0244
2947,00;0,0244
2946,00;0,0244
2945,00;0,0243
2944,00;0,0243
2943,00;0,0243
2942,00;0,0242
2941,00;0,0242
2940,00;0,0242
2939,00;0,0241
2938,00;0,0241
2937,00;0,0241
2936,00;0,0240
2935,00;0,0240
2934,00;0,0240
2933,00;0,0239
2932,00;0,0239
2931,00;0,0238
2930,00;0,0238
2929,00;0,0238
2928,00;0,0237
2927,00;0,0237
2926,00;0,0237
2925,00;0,0237
2924,00;0,0237
2923,00;0,0237
2922,00;0,0237
2921,00;0,0236
2920,00;0,0236
2919,00;0,0237
2918,00;0,0237
2917,00;0,0237
2916,00;0,0237
2915,00;0,0237
2914,00;0,0238
2913,00;0,0238
2912,00;0,0238
2911,00;0,0239
2910,00;0,0239
2909,00;0,0239
2908,00;0,0239
2907,00;0,0239
2906,00;0,0239
2905,00;0,0239
2904,00;0,0240
2903,00;0,0240
2902,00;0,0240
2901,00;0,0240
2900,00;0,0240
2899,00;0,0239
2898,00;0,0239
2897,00;0,0239
2896,00;0,0239
2895,00;0,0239
2894,00;0,0239
2893,00;0,0239
2892,00;0,0239
2891,00;0,0239
2890,00;0,0238
2889,00;0,0238
2888,00;0,0238
2887,00;0,0238
2886,00;0,0238
2885,00;0,0237
2884,00;0,0237
2883,00;0,0237
2882,00;0,0237
2881,00;0,0237
2880,00;0,0236
2879,00;0,0236
2878,00;0,0236
2877,00;0,0235
2876,00;0,0235
2875,00;0,0235
2874,00;0,0235
2873,00;0,0235
2872,00;0,0235
2871,00;0,0235
2870,00;0,0234
2869,00;0,0234
2868,00;0,0234
2867,00;0,0234
2866,00;0,0234
2865,00;0,0233
2864,00;0,0233
2863,00;0,0232
2862,00;0,0232
2861,00;0,0232
2860,00;0,0231
2859,00;0,0231
2858,00;0,0231
2857,00;0,0230
2856,00;0,0230
2855,00;0,0230
2854,00;0,0230
2853,00;0,0229
2852,00;0,0229
2851,00;0,0229
2850,00;0,0229
2849,00;0,0229
2848,00;0,0229
2847,00;0,0230
2846,00;0,0230
2845,00;0,0230
2844,00;0,0230
2843,00;0,0230
2842,00;0,0230
2841,00;0,0230
2840,00;0,0230
2839,00;0,0230
2838,00;0,0229
2837,00;0,0229
2836,00;0,0229
2835,00;0,0229
2834,00;0,0229
2833,00;0,0229
2832,00;0,0229
2831,00;0,0229
2830,00;0,0229
2829,00;0,0229
2828,00;0,0229
2827,00;0,0229
2826,00;0,0229
2825,00;0,0229
2824,00;0,0229
2823,00;0,0229
2822,00;0,0229
2821,00;0,0228
2820,00;0,0228
2819,00;0,0228
2818,00;0,0228
2817,00;0,0228
2816,00;0,0228
2815,00;0,0228
2814,00;0,0227
2813,00;0,0227
2812,00;0,0227
2811,00;0,0227
2810,00;0,0227
2809,00;0,0227
2808,00;0,0227
2807,00;0,0227
2806,00;0,0226
2805,00;0,0226
2804,00;0,0226
2803,00;0,0226
2802,00;0,0226
2801,00;0,0225
2800,00;0,0225
2799,00;0,0225
2798,00;0,0225
2797,00;0,0225
2796,00;0,0225
2795,00;0,0225
2794,00;0,0225
2793,00;0,0225
2792,00;0,0225
2791,00;0,0225
2790,00;0,0224
2789,00;0,0224
2788,00;0,0224
2787,00;0,0224
2786,00;0,0224
2785,00;0,0224
2784,00;0,0224
2783,00;0,0224
2782,00;0,0224
2781,00;0,0224
2780,00;0,0223
2779,00;0,0223
2778,00;0,0223
2777,00;0,0223
2776,00;0,0223
2775,00;0,0223
2774,00;0,0223
2773,00;0,0223
2772,00;0,0222
2771,00;0,0222
2770,00;0,0222
2769,00;0,0222
2768,00;0,0222
2767,00;0,0222
2766,00;0,0222
2765,00;0,0222
2764,00;0,0222
2763,00;0,0222
2762,00;0,0221
2761,00;0,0221
2760,00;0,0221
2759,00;0,0221
2758,00;0,0221
2757,00;0,0221
2756,00;0,0221
2755,00;0,0221
2754,00;0,0221
2753,00;0,0221
2752,00;0,0220
2751,00;0,0220
2750,00;0,0220
2749,00;0,0220
2748,00;0,0220
2747,00;0,0220
2746,00;0,0220
2745,00;0,0220
2744,00;0,0220
2743,00;0,0220
2742,00;0,0219
2741,00;0,0219
2740,00;0,0219
2739,00;0,0219
2738,00;0,0219
2737,00;0,0219
2736,00;0,0219
2735,00;0,0219
2734,00;0,0219
2733,00;0,0219
2732,00;0,0219
2731,00;0,0218
2730,00;0,0218
2729,00;0,0218
2728,00;0,0218
2727,00;0,0218
2726,00;0,0218
2725,00;0,0218
2724,00;0,0218
2723,00;0,0218
2722,00;0,0218
2721,00;0,0218
2720,00;0,0218
2719,00;0,0217
2718,00;0,0217
2717,00;0,0217
2716,00;0,0217
2715,00;0,0217
2714,00;0,0217
2713,00;0,0217
2712,00;0,0217
2711,00;0,0217
2710,00;0,0217
2709,00;0,0216
2708,00;0,0216
2707,00;0,0216
2706,00;0,0216
2705,00;0,0216
2704,00;0,0216
2703,00;0,0216
2702,00;0,0216
2701,00;0,0216
2700,00;0,0216
2699,00;0,0216
2698,00;0,0216
2697,00;0,0216
2696,00;0,0216
2695,00;0,0216
2694,00;0,0215
2693,00;0,0215
2692,00;0,0215
2691,00;0,0215
2690,00;0,0215
2689,00;0,0215
2688,00;0,0215
2687,00;0,0215
2686,00;0,0214
2685,00;0,0214
2684,00;0,0214
2683,00;0,0214
2682,00;0,0214
2681,00;0,0214
2680,00;0,0214
2679,00;0,0214
2678,00;0,0214
2677,00;0,0214
2676,00;0,0214
2675,00;0,0214
2674,00;0,0214
2673,00;0,0214
2672,00;0,0214
2671,00;0,0214
2670,00;0,0214
2669,00;0,0214
2668,00;0,0214
2667,00;0,0214
2666,00;0,0214
2665,00;0,0214
2664,00;0,0214
2663,00;0,0214
2662,00;0,0215
2661,00;0,0215
2660,00;0,0215
2659,00;0,0215
2658,00;0,0215
2657,00;0,0215
2656,00;0,0215
2655,00;0,0215
2654,00;0,0215
2653,00;0,0215
2652,00;0,0215
2651,00;0,0215
2650,00;0,0215
2649,00;0,0214
2648,00;0,0214
2647,00;0,0214
2646,00;0,0214
2645,00;0,0214
2644,00;0,0214
2643,00;0,0213
2642,00;0,0213
2641,00;0,0213
2640,00;0,0213
2639,00;0,0213
2638,00;0,0213
2637,00;0,0213
2636,00;0,0212
2635,00;0,0212
2634,00;0,0212
2633,00;0,0212
2632,00;0,0212
2631,00;0,0212
2630,00;0,0212
2629,00;0,0211
2628,00;0,0211
2627,00;0,0211
2626,00;0,0211
2625,00;0,0211
2624,00;0,0211
2623,00;0,0210
2622,00;0,0210
2621,00;0,0210
2620,00;0,0210
2619,00;0,0210
2618,00;0,0210
2617,00;0,0209
2616,00;0,0209
2615,00;0,0209
2614,00;0,0209
2613,00;0,0209
2612,00;0,0209
2611,00;0,0209
2610,00;0,0208
